panel_id,lane_id,proposal_id,exact_identity,admission_rank,admission_type,selected_for_strict
main,static_cross_sectional,proposal:36ed7c449296fef3cd0789cd,exact-signal:d9c482915dd83efdaeff55df,21,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:865e6a8e8bbe1db28001a3ac,exact-signal:29721f7045f8f3c61fd883ca,22,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:0177e0f50de4128550e06d33,exact-signal:e08d888f4956ae15156d99dc,23,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:398101902d0bcd435395bc09,exact-signal:eb3bcc9edb9c0392ab4dd97b,24,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:5e041a52d9d1f070d6921d88,exact-signal:cfbba942863dc20d5c7ad98e,25,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:8c828d6ba2ae049d483b1fd0,exact-signal:880ddb89fd32d3d90ad1cbf3,26,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:d53b545c7da6ac5c8975c69d,exact-signal:2ea68008787c550b008ab0a2,27,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:94851f251b7821a2c4b5eca0,exact-signal:be4817f4b31b2c3e5a566ed4,28,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:6a9787d3f91c1a461fb5d146,exact-signal:cb04f5cf2e6911b255bba67e,29,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:8ca7358d29f4206bdbb44cbb,exact-signal:76639e77bc968fea297ad278,30,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:dffafe136899a2a07e503c6f,exact-signal:bb423a3044ad2731c3994493,31,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:ab3b9b921e9296a3e35c440f,exact-signal:221f12a708f99738830bd049,32,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:8123b8cce7f7c6aaafc8210f,exact-signal:a85febb564483fa03646dbef,33,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:425589e94a08c465f2b2aa32,exact-signal:5c2d51fcf75d2842e7b2a49f,34,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:5132b25e287b79b6c6a53d13,exact-signal:0bd35a279c55221629927cf7,35,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:a366d0109b172f7de1fded52,exact-signal:ab2ce927f5a6cbd9181d0e31,36,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:a960bc630b3b33cc20c48402,exact-signal:5acfbfce4b9f7fadda6e5179,37,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:f84252863ca62bec95474c6e,exact-signal:a8862542b68cc0d2876ba3f8,38,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:b3014d5f6a9a903a65ada984,exact-signal:0b6c7ce501776930322ab0e4,39,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:11edf3c2ff6918abac4f38b5,exact-signal:1a19c932b9a632e34e6361a3,40,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:c52d99ad0a5859168d37d884,exact-signal:cfa29672dde4247c933e6f07,41,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:c475fa49ef17d01d038a9d29,exact-signal:0bc9cdb1fa90d853a7d7fece,42,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:c0f9cb6b2f011d830f463a16,exact-signal:78258c14aed609380e227b3a,43,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:36b7d842efd4b51de7e6ea37,exact-signal:a4c758f5f88cf6cecb10c23a,44,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:003ac6a4e144b9728cdd5995,exact-signal:252d64cec0b0dca4c7e1b2cd,45,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:105f2e7ea0b59cd15b2594a3,exact-signal:360b999c602988daf3400ec0,46,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:8c3dfebce2db6db6c8bd0fca,exact-signal:d00a7aa0f896fdcae84db8dc,47,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:c30e5f5c7f39040a55cb79b6,exact-signal:4fcceb209578f0c6c2711180,48,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:b18ee88ed7c3ec9f0c78e860,exact-signal:c4ee040c3ad341225d54e861,49,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:5b1a315670ca60688c114c6f,exact-signal:06cf84db81e978864e22f4c7,50,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:faef2efe3b92f022df8a0b5f,exact-signal:f07cd8a5b285663513b8ac7f,51,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:6745f3ce0f1382815f0291a9,exact-signal:63838ed53b88f7c22518b862,52,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:c150672e1ce13fb26cb05c7a,exact-signal:ec999cbb613c4bc58dd16d30,53,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:2ab245acc918c2c7951e00b9,exact-signal:1805533ae1e549b3950741e7,54,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:a1edceb1bf56e9542796bbd3,exact-signal:b48f2645707c8b46493a148c,55,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:dedfab28402f5a3b55816c42,exact-signal:09357694c4c98ae6462d1896,56,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:e708eb29da26e531ee19ec38,exact-signal:51238491b799ea815a3fc5d3,57,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:15bc1bc2f93321c6f1bb65c8,exact-signal:9d92965492e77816598b54f7,58,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:cb267549243c542070675c3f,exact-signal:4a986e20d33f24b6ad33cebc,59,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:e92184d3bfc7519951114003,exact-signal:5d8f9f4d5d0321768d6ffceb,60,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:8f99095639720cbc17a94c3f,exact-signal:07676d2d4b6627189f782e66,61,STRATIFIED_ANTI_COLLAPSE,True
main,static_cross_sectional,proposal:5c9d9e80ea271d82d9147bba,exact-signal:aa2db07f039df1e84d5edddd,62,STRATIFIED_ANTI_COLLAPSE,False
main,static_cross_sectional,proposal:5b2bc3d1b4e618411ae3670d,exact-signal:5dd23f466fca5598e63a04cd,63,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:06947c703209e9cf0f711786,exact-signal:edda99d489bc059c7eedcfdd,0,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:63e63b6a267465916529f051,exact-signal:6fde265db101f94d1cd173fa,1,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:2f4e804e9de1c2428a5e72ed,exact-signal:f00b9a457ab4a509e4f5fa9f,2,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:e9252e45792b7615d8d0bbdd,exact-signal:78a59280ccaaf77a70e3dd45,3,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:bf1b1bbe0cee6d96ed1447b5,exact-signal:0be995c56c7031ccc5c64222,4,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:c4f02e36be450490a5eb75ab,exact-signal:4e9b4c5c8be2fa6aa6926f64,5,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:6f1b404116cbcbba2ff02990,exact-signal:e2d118ce4dea278631e3ac7f,6,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:dd60bad12de3342d20d46772,exact-signal:a9d8bb99cff00ca07d4bccb7,7,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:a5afd100a14e206d31eda176,exact-signal:2743b2f4263ce390e7e4d082,8,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:39b4c117f6c28595f0850b33,exact-signal:65e5f7a8d1c666fad6ccb6dc,9,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:71efc296a725f3e6dff24c48,exact-signal:565857404a9e74713bc10f66,10,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:b9737eabe283abae976c9aea,exact-signal:8284f24b6b473a8db2051c17,11,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:116bcf32a99d549c5b4ab04e,exact-signal:52ea541d2a420ac660435a96,12,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:b0fd1b585b29ca45df39ad00,exact-signal:e0b8cb5675e345be387c97b0,13,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:68e1788908736fb421e56e66,exact-signal:627ed0197aea280ced403b86,14,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:e026f29235e2e0a8e74437a5,exact-signal:3c073aba422ed92f1df5538f,15,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:45552829417fa827dd53de37,exact-signal:07b2a150efe8cb9836631053,16,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:99a11e60af8e6311190ecae0,exact-signal:23494ea0b2238c5fcafc1765,17,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:0d6720962f5df7de0bb7a8dc,exact-signal:8e5eb9a84268bbe62b803b56,18,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:35c3fa8ccd5e4bfd5d9ad1a5,exact-signal:076e7263ebbc47674be10e3f,19,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:8c101eee47fafeb03427fbb1,exact-signal:24b233b9876d75d10aee5c32,20,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:bfc29f4992293944874e4472,exact-signal:971b7df140c35886e7113830,21,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:4d4d03a60986114b62cd4750,exact-signal:549ae521ebff6cdca816d4d1,22,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:03008a973d53d3cb7dbe75f8,exact-signal:89861e301e098a73bdd9af02,23,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:13ec442a7ff0fde52487571f,exact-signal:89682f89be54ee36172c347a,24,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:97b30cf64b31072a67f5e59e,exact-signal:64b34630b6fbea2adb9a9c13,25,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:fc1bdd5730a389b05e47216d,exact-signal:79be6c7995b76cb0e3124dae,26,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:b842955be9891b8b0afc1837,exact-signal:783021b066923a439e14c975,27,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:ceae4992f0b3614f80a45851,exact-signal:fbf1628e634aa79d2544dbf7,28,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:85524a1d65b6b80005f56dd3,exact-signal:82608d3c52fcdf8945d57422,29,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:7926b79a4e6c4743d2f6a08c,exact-signal:d3985ead8033720c637b8837,30,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:bf35551bdcc07fad551c7edc,exact-signal:71d643d579b7248c49ce6230,31,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:9059e38df04eadb4ee3ec1b1,exact-signal:af3486945ae28b213affea0c,32,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:3c28195198165ec75962c174,exact-signal:ddaaa6644219ca5d66e56bb2,33,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:40a1d9f6764be7a35dce3594,exact-signal:d5e9088de13d48e831bfca31,34,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:cc7601ba054da2a8024802a8,exact-signal:4b8eb440d0af456d92930d4c,35,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:3290ebc14e7bc4d86f97bf61,exact-signal:79c4dbfb86b651d3bb372434,36,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:c291c65c55b89e9cc07ad7ab,exact-signal:be78435a6b042b08c602eb66,37,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:3beda8e64fbbf071b2e44263,exact-signal:262d874c233bbc1daf336d18,38,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:bc8d22be08ce83be34277c2f,exact-signal:6a7dbceb8769a54b6298105a,39,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:2699603d030360222ad9a937,exact-signal:8b4f7be37c6271f7003dc299,40,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:55e9d8026673f37f6a3170b4,exact-signal:c0ef4246c92f2f9de3acc760,41,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:d299ad2c5c388bf8d6c5d9f2,exact-signal:903a42c55e68ce06c1aab311,42,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:1fd3f9359b15b19dba4e66fe,exact-signal:7e0154acbfbc513ef32c5310,43,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:a84aab0f3e21e71cbc846647,exact-signal:4ecf0d5a15b3fde8266b3501,44,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:9ba89a5d2269f148a7e7b648,exact-signal:f5072bd579f84e8378cd628b,45,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:8a682d312ddd2a7b3976a449,exact-signal:34f6b6c03e7ed6711516a48b,46,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:a4e5f46806d62451033f7f99,exact-signal:680140902b8fc26379a6f9e3,47,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:9fdc17aad59749b19e4c798f,exact-signal:f671cd8fa39f023e19eb189c,48,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:22ba11798c5221e72eeb0e6a,exact-signal:5bf3aa14051d31e119e9793d,49,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:e565fff74d6c470b52fed5bf,exact-signal:fa63e2718dd83a75a5b713ca,50,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:a3c5b7e812f631015b008771,exact-signal:8faf98ac57582e406c01262d,51,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:7e93f75fd19172303fdcd771,exact-signal:26eaa40ecb3723ab94cfba9c,52,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:4f4d8d57febbbb4ce0215d67,exact-signal:9778fb2dfeb5bdfe2d911991,53,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:4333c97923489b8f3e8b0e1c,exact-signal:7f39d630b8b45e463bfd8acb,54,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:b0de4825745f602367b3b749,exact-signal:dcdc2041715d60a746ba0f27,55,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:bfc41a052d159264e5532b5a,exact-signal:bfb9c7b12070268062214af8,56,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:8e86acbd192334ec3967a50d,exact-signal:0a3ece4a86015c810adc0598,57,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:314c65abe7032737b5a8bb55,exact-signal:50b25392b6b3a754be8a4092,58,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:9d7751e6c55bf8217091f5f1,exact-signal:59acd2f5c8400d4fc022ac16,59,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:0b985fd6d60f2d3bc2b8090d,exact-signal:1fb7a1eeced19341636df6df,60,STRATIFIED_ANTI_COLLAPSE,False
main,temporal_program,proposal:a92a312242c081a1c983ff88,exact-signal:472e75788abcdf8d32caaff4,61,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:64e4a63a485b39f2ff0478a6,exact-signal:cfd7afa38d195892e2b2f293,62,STRATIFIED_ANTI_COLLAPSE,True
main,temporal_program,proposal:6789f8d2bbe43e28d705b327,exact-signal:8688c41fe70173dd8a99da0c,63,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:3576f2177a406d065cfbe7bb,exact-signal:088d9a02ae1b59020a0241f4,0,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:d26b53123997245982e7f12f,exact-signal:8284f24b6b473a8db2051c17,1,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:dddf680e0ab7b489c146c2d0,exact-signal:76674ffd482b1b9b0f0702a6,2,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:7dd28be285e986752fa6314d,exact-signal:64b34630b6fbea2adb9a9c13,3,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:a4c2c9a104b48dcaa50f36d3,exact-signal:c531655d4a80f0ae62b76c0c,4,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:e538b71d951a4ae590abc431,exact-signal:34f6b6c03e7ed6711516a48b,5,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:1027dfef66c12998766e5f86,exact-signal:508a7bb5f2bdba69e284fd8c,6,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:f09ccd7e8d425c05f63b2e9a,exact-signal:79c4dbfb86b651d3bb372434,7,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:f4755554d7e65cbaeaada61a,exact-signal:43338dfd88ba7a7b7e1946fa,8,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:16a38130c8711a6b43560e2d,exact-signal:1669f347b7c78ec85784a592,9,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:796134534ee7286baa985903,exact-signal:8c8bf695509d6594da2ba2e0,10,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:201ae066dddd41d524a7d4e8,exact-signal:b37207950b16c815e8ff3e49,11,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:51963e4250405d0fe7df27b0,exact-signal:fa1f1ff0ef564c29101116ca,12,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:b23cb2e1d7e65bd11884a3e1,exact-signal:afa87b62b9170cc7fc1e73c5,13,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:d1bc137e05b720c70571717e,exact-signal:f0598284861d8120f51a78b8,14,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:67cb174eecfc6881fe42fb31,exact-signal:275f3ac8ff247c6b064e2c58,15,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:9fffb0f1367d5152903becb1,exact-signal:5bf9e8a147acfa7e2ec0603e,16,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:18a910e0fa8372b7dc3306f6,exact-signal:4174ba4eaf6a585837faeac7,17,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:799aa4b5246a138cb845e90c,exact-signal:9c568a4a2d60512b2d8bdcff,18,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:2f2da7bca5021073e83f02c0,exact-signal:7757b6f352f0dabaeb86e9bc,19,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:a9d791ba4d2925a6427334e0,exact-signal:7c54d44a1218d8c73d524919,20,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:c38573d8bea205d1f77f88cb,exact-signal:d16507769d1abf63b967b97e,21,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:e46a759ec173bd8e5342f00e,exact-signal:029d59866fbf3b703c3544d7,22,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:1bdfd239eadc3dd9f28fb1ea,exact-signal:a3ecdb0cd632e5894c3de543,23,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:b8dc0203cfa52dde7e6ee2d7,exact-signal:ffcba8dc43cacda7ce489cf9,24,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:f3a57e03c646e8da97b779a7,exact-signal:b666242b295f33e35bb64437,25,STRATIFIED_ANTI_COLLAPSE,True
main,funding_event,proposal:fe42451a743515dae8a5cc91,exact-signal:fb572b32eacb5605e5c2b489,26,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:4590a2da98bf501031f4bd47,exact-signal:9785faa6c0b085f4b0267b9b,0,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:fe99c518a6b1267db45d8c54,exact-signal:b3288c9ce253814b96cea594,1,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:ede0cfe51f628a0c0b0b63fd,exact-signal:7ca8438c4615cc53d4311854,2,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:5da3569cb5ec10941a188de3,exact-signal:5324098fb497f19deab9fd91,3,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:2be3418f3537fc30f36c6562,exact-signal:4fcceb209578f0c6c2711180,4,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:6fb58a0a94d22222c87665b8,exact-signal:443f510f26ce9926553f79f1,5,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:1524bf2ce1d26021ffec3d3e,exact-signal:d84ce8bd55cd81da9d11d81a,6,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:e34a882b92fff1d7e223cc52,exact-signal:d10ad35cadc390d3754f48de,7,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:255bd5697b89507105b5b0c3,exact-signal:7f68beccf41ef73cae752fc2,8,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:dd83886f85498a980b7433a6,exact-signal:0be995c56c7031ccc5c64222,9,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:2359760d5abb7bd047fcf331,exact-signal:6261054342e175bfc2405ffd,10,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:86f9d6602dbe8735a94f205f,exact-signal:78a59280ccaaf77a70e3dd45,11,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:ea36bec915bcdb94589f77cd,exact-signal:a36ec8d09a81698503d1bcc2,12,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:f857ad562b9501ed6a9dfe85,exact-signal:49c119178e748d69418f2897,13,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:38dbbf124959864c74f88ebe,exact-signal:40da3b959dbdf7c199d90075,14,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:8cc3b0d5c758ca2802cc8b67,exact-signal:4f8ba005bb90dd0d76b33e74,15,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:7ae6a1690bbc967f96088bf7,exact-signal:82aa6b9dcd0ee2c41e4358ee,16,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:1b1866095479ae3680e5e60a,exact-signal:99c45f9604992e00d1594258,17,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:f2eb0b6fdfe49d0a06cbf7c0,exact-signal:d11347827d9a776cd960c678,18,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:319cd29f846f0ea0b0aa72bc,exact-signal:d619c52361a04652643fb104,19,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:22348dd1d06dd886a4d284da,exact-signal:55353ab244c7ee579567123c,20,STRATIFIED_ANTI_COLLAPSE,True
main,basis_oi_state,proposal:529cdcb341d7fc70514cc8c1,exact-signal:56e865e9a94770e26d5eb02a,21,STRATIFIED_ANTI_COLLAPSE,False
main,basis_oi_state,proposal:fbec5ba0df9ac2d288a75fff,exact-signal:625173d11527476ec6fcacce,22,STRATIFIED_ANTI_COLLAPSE,False
