panel_id,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,proposal_id,lane_id
bbo_micro,exact-signal:5b0200e04f6c95b225fc4513,activation:46a6b6dfa1584382a17d4df5,behaviour-cluster:776575cf27528b02d9f8b2b4,hypothesis:bbo_liquidity,proposal:e8bf6fb64b9a8564765722ba,bbo_temporal_event_micro
bbo_micro,exact-signal:61ef7ac56224db150756445e,activation:d1248d381abf923e87699425,behaviour-cluster:3a54b46e8a8c5e25b784b4cb,hypothesis:bbo_liquidity,proposal:58e5c0258c6aa5f7556a5dc8,bbo_temporal_event_micro
bbo_micro,exact-signal:6706d1d9fe3e9f92d1ebc084,activation:d90e8024174c35bf965044dc,behaviour-cluster:8edf19a41db35ea074fee44c,hypothesis:bbo_spread,proposal:8f070801922ec3aa81cd1471,bbo_temporal_event_micro
bbo_micro,exact-signal:7544824b8c1b738492594e0d,activation:ac4c0a6232382c4dc0b63782,behaviour-cluster:82adb27f91589bf10870c2bb,hypothesis:bbo_liquidity,proposal:759dfa4ba2551778ccdda2a5,bbo_temporal_event_micro
bbo_micro,exact-signal:781965e2a1abdd3fb90c49b5,activation:12606d72a0d6392182544ecf,behaviour-cluster:6fcfb1df130462d09cccd5c4,hypothesis:bbo_spread,proposal:5c41cdf6e8e36ba3411207d5,bbo_temporal_event_micro
bbo_micro,exact-signal:7f5bb7fd308fd8251055ebf7,activation:fa082927b16150fbb8cd0be0,behaviour-cluster:bae6a2f500ec5afbcef71d51,hypothesis:bbo_imbalance,proposal:7035bf78750a5af7734b71f6,bbo_temporal_event_micro
bbo_micro,exact-signal:88bd24811ca140ff42fb6f16,activation:c9cf0af3deac257e955b0a59,behaviour-cluster:7ea4b96e6152043192f8ee54,hypothesis:bbo_imbalance,proposal:f51b8c1bda140ec1d07118c4,bbo_temporal_event_micro
bbo_micro,exact-signal:8ba1fe5e1d0e421390d5c41c,activation:d0411583d8461ea0006e6473,behaviour-cluster:7bab8bc0ad3ded7807c69a9a,hypothesis:bbo_liquidity,proposal:c24d9ab3f955915cb0f4e92e,bbo_temporal_event_micro
bbo_micro,exact-signal:9157a8ae39330bae263acfbd,activation:64301d7557df750f48c663ae,behaviour-cluster:1b40ed4e96eee1e878e202eb,hypothesis:bbo_imbalance,proposal:3f20d9e954770152722dd8f9,bbo_temporal_event_micro
bbo_micro,exact-signal:93dae592f7dd63a319ab731c,activation:5b56bfde80c3f80d2a96be05,behaviour-cluster:c16abd78094f7fec5c85f59f,hypothesis:bbo_spread,proposal:7a578bd80b71159ad6b2673e,bbo_temporal_event_micro
bbo_micro,exact-signal:9dd5b281efe7c62eef73a219,activation:d1c38c6701bb6e771fddf158,behaviour-cluster:9a599c9ea4c6f924af8bba34,hypothesis:bbo_imbalance,proposal:5162e23b2390dfbd82542484,bbo_temporal_event_micro
bbo_micro,exact-signal:9fb1667ff2f0b183b7836388,activation:86771fe1c724cdeac9d8c2f5,behaviour-cluster:5cad6e8f4273b50026fda9c1,hypothesis:bbo_imbalance,proposal:717dd620926721f8b00137a0,bbo_temporal_event_micro
bbo_micro,exact-signal:a28d7081d7384333dd683a99,activation:477ec1c5cfb2fa03bc3bf64c,behaviour-cluster:5a24405d2960e78bd746ad01,hypothesis:bbo_imbalance,proposal:aa93ac93793f22f0284e180a,bbo_temporal_event_micro
bbo_micro,exact-signal:a5952855524d537b5f4051d8,activation:9f9017a77ca080cb49cf8892,behaviour-cluster:5dacb5bd73f8527fc1f275c1,hypothesis:bbo_imbalance,proposal:fa20bbecaea0220e828ffbc6,bbo_temporal_event_micro
bbo_micro,exact-signal:a6dc867abdb31abe1071e151,activation:54183360cffde820ff497077,behaviour-cluster:5c02a0257d18c3b549122d6d,hypothesis:bbo_spread,proposal:c7ca2342353ee83ee3a1b96b,bbo_temporal_event_micro
bbo_micro,exact-signal:a7c2e1571943b25512f9e12e,activation:ad4e5a128c0316830fedb39a,behaviour-cluster:41ab5ba9678af9dd997c0c9b,hypothesis:bbo_liquidity,proposal:6cf94a2f51cc02a72edf3ef2,bbo_temporal_event_micro
bbo_micro,exact-signal:a99ab341292b0520e10529e4,activation:be67930627623addc0332b9a,behaviour-cluster:1283de0f506065c32ca850ad,hypothesis:bbo_spread,proposal:bc5f7d2c88045908ca0e7233,bbo_temporal_event_micro
bbo_micro,exact-signal:a9f09392a30cd85cbbf4b4db,activation:1132de90dd2b15d1664f43c5,behaviour-cluster:13be58ff7e13ddab0923e279,hypothesis:bbo_quantity,proposal:d61cceb6cb90d324dcd0df11,bbo_temporal_event_micro
bbo_micro,exact-signal:b2d2d24e780673ee19c7439a,activation:baf59da7d265549e08b4f0b6,behaviour-cluster:0bfb105c96e17a4011c13c66,hypothesis:bbo_liquidity,proposal:0f00924bbd454a918d6e5468,bbo_temporal_event_micro
bbo_micro,exact-signal:b3bebeb6c208ca88ad3bb0a9,activation:1c392bad7d28da32b9e20b91,behaviour-cluster:0bfb105c96e17a4011c13c66,hypothesis:bbo_imbalance,proposal:2010cc09745405701b0a91b0,bbo_temporal_event_micro
bbo_micro,exact-signal:b66c692cdb8795e52d737d76,activation:d62190cc7352b947e75a7dd7,behaviour-cluster:8e9da3a2e1beeaeb2ad74e61,hypothesis:bbo_quantity,proposal:733b5ec48f46bd4c12a0e86b,bbo_temporal_event_micro
bbo_micro,exact-signal:c4454fddf005630236c75895,activation:27fcc76927ccb91bed717656,behaviour-cluster:7c99a3c75a400c74ebe565a9,hypothesis:bbo_quantity,proposal:da618fd18320ffc389790959,bbo_temporal_event_micro
bbo_micro,exact-signal:c473fd529d6ec8bdbba9e241,activation:8b27f0864133fa668f8c4578,behaviour-cluster:7c99a3c75a400c74ebe565a9,hypothesis:bbo_liquidity,proposal:c8607e8f8d0812e9eaadec2b,bbo_temporal_event_micro
bbo_micro,exact-signal:c975c9fd9c8ec57d59cde1e1,activation:5a01b2b7706e41e3fecd0ef1,behaviour-cluster:a2032f9c432934d47c038cef,hypothesis:bbo_imbalance,proposal:1a2bbcbce8c1d2d972ee601c,bbo_temporal_event_micro
bbo_micro,exact-signal:c98e8ce07de10451e06cc1ee,activation:bf862327c2e1dafcf28b4915,behaviour-cluster:dd299576b6e7edd367e4034d,hypothesis:bbo_spread,proposal:224a750a6ecec1c958c5231d,bbo_temporal_event_micro
bbo_micro,exact-signal:cbe653e4764ecbca7c5dffd0,activation:03126a2e7170d084bd7060c5,behaviour-cluster:5004da6cb101a903696f9076,hypothesis:bbo_spread,proposal:11fb59cce4c009e42fd089e1,bbo_temporal_event_micro
bbo_micro,exact-signal:cc804596a4be33ee61a34874,activation:176d3200d55b8a093b733d85,behaviour-cluster:1c2e1f46685cf72a6d4defc8,hypothesis:bbo_imbalance,proposal:a890d86f4540411a689b5bc6,bbo_temporal_event_micro
bbo_micro,exact-signal:d05423965dd36515c1cef8bd,activation:2d4930429630958abaa2bb0d,behaviour-cluster:661e3bf61edace7d9c2851fb,hypothesis:bbo_quantity,proposal:68c9ed96b192d09ee68b51c2,bbo_temporal_event_micro
bbo_micro,exact-signal:d0732e1820615327f55044e3,activation:3de90acbe4d1490704b19ac3,behaviour-cluster:d6788012103212c5b02e741b,hypothesis:bbo_liquidity,proposal:82dd5ae7230d5e32e5b5286c,bbo_temporal_event_micro
bbo_micro,exact-signal:d730e32bd24838dda7a6b63c,activation:5cd7d8de9d2e0998a452fdd2,behaviour-cluster:4ab33af3c0e2e3b677e5ac69,hypothesis:bbo_quantity,proposal:2a4da21dbbde6feda29b4a19,bbo_temporal_event_micro
bbo_micro,exact-signal:da07ea6252eb460511a45829,activation:7792591d22cae1590470743a,behaviour-cluster:ed417ad1753f6d2cdf9ca334,hypothesis:bbo_imbalance,proposal:cc5428170f4da67b0f172a2f,bbo_temporal_event_micro
bbo_micro,exact-signal:debf7ab82e273abd23e2c7de,activation:33f7d4a9ed419d2b4b45954a,behaviour-cluster:31c90173e2eafdabe905fb25,hypothesis:bbo_quantity,proposal:5be318f7f938bcc91d7a2fe4,bbo_temporal_event_micro
bbo_micro,exact-signal:eefac66b1c52b473c24b619e,activation:25646d1bd72551207c78279f,behaviour-cluster:b73ff6312cf8d8509015cddb,hypothesis:bbo_imbalance,proposal:6ee5eacc738416a78145fd73,bbo_temporal_event_micro
bbo_micro,exact-signal:ef15e4c7f5ebdbb1dfbb799e,activation:2efae4bda12e31ed8b760050,behaviour-cluster:2b557804190b632477719e40,hypothesis:bbo_imbalance,proposal:3ae6eb3b69e373040263b11c,bbo_temporal_event_micro
bbo_micro,exact-signal:f7584953e4a88a49189cc38c,activation:ea31b75145bdb99ab099a996,behaviour-cluster:7c99a3c75a400c74ebe565a9,hypothesis:bbo_imbalance,proposal:ead3414244960d300a76df03,bbo_temporal_event_micro
main,exact-signal:010d5ab5fa7512f2963c1a32,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:117fe816b003f319b6d20fb4,hypothesis:basis_dislocation,proposal:659682ef46363c51767c2c2d,static_cross_sectional
main,exact-signal:0122aa2a96b2b278456306ca,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:positioning,proposal:c34a52294a81bf36e93a9d21,static_cross_sectional
main,exact-signal:029d59866fbf3b703c3544d7,activation:5dc5cadf2f58a03f0d5b9d3a,behaviour-cluster:4349ff59c2ee31508f04831b,hypothesis:funding_carry,proposal:e46a759ec173bd8e5342f00e,funding_event
main,exact-signal:02a29a8dc83560090250a8fa,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:c52ddddb5dfac086067a9552,hypothesis:basis_dislocation,proposal:480a3115cbbd066fb0030361,static_cross_sectional
main,exact-signal:05f2d7ecf3a14803326c3807,activation:39331a02906192b81fb1fa65,behaviour-cluster:d6768fa9d9e38da2b7798e8a,hypothesis:basis_dislocation,proposal:59d687ee74bfda41baf65a26,basis_oi_state
main,exact-signal:064adb76966f03fbbd3dc13b,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:73a2dd97442b30e7e5842d93,hypothesis:liquidity,proposal:0701073336ff6612e5c03c5a,static_cross_sectional
main,exact-signal:06cf84db81e978864e22f4c7,activation:73c390464decf135d40ee2ae,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:positioning,proposal:053b69c556fae44ce72de4e9,static_cross_sectional
main,exact-signal:07590e32b56683d3d23a4fa6,activation:cd0744e39214b43c4a57d165,behaviour-cluster:04d0dd4a323a393800a8355b,hypothesis:basis_oi_interaction,proposal:6e802b742f7c38c558d396eb,basis_oi_state
main,exact-signal:07676d2d4b6627189f782e66,activation:99e904e032b0ff6910bdd1fa,behaviour-cluster:5df045cf487e44169fa7d2fe,hypothesis:positioning,proposal:8f99095639720cbc17a94c3f,static_cross_sectional
main,exact-signal:07b2a150efe8cb9836631053,activation:45abf9dffa7f26d6c0e937ac,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:persistence,proposal:45552829417fa827dd53de37,temporal_program
main,exact-signal:088d9a02ae1b59020a0241f4,activation:106f3906f8b76bc0d2475ba0,behaviour-cluster:e2aaa252c61e2bd0296a3950,hypothesis:funding_carry,proposal:3576f2177a406d065cfbe7bb,funding_event
main,exact-signal:09357694c4c98ae6462d1896,activation:6ce505df8b0d2fc0415a8b64,behaviour-cluster:bf5b6b786215e89b766e160d,hypothesis:liquidity_regime,proposal:6e1ea7702ba05eec21f1e005,volatility_session
main,exact-signal:0a3ece4a86015c810adc0598,activation:5ef30937b7bf1b204b0ecbe8,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:temporal_change,proposal:8e86acbd192334ec3967a50d,temporal_program
main,exact-signal:0a459e9c627a83a832a8e773,activation:e5f63154031d6e0d1723e414,behaviour-cluster:d9662ad08d5f7ad6596e3d1e,hypothesis:relative_strength,proposal:9648ddc3a30350b902e8d99c,cross_asset_state
main,exact-signal:0ac1aa9c8d4cec06eaff3098,activation:e6d4495225d72cdfb250a7f1,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:competitor_momentum,proposal:39557071a1800d68d22a16a8,competitor_reproduction
main,exact-signal:0b6c7ce501776930322ab0e4,activation:6efb8047bc13d65c80f838de,behaviour-cluster:694e2daeb992e5563f8f33b6,hypothesis:positioning,proposal:65ffa7669ae3e00146695174,static_cross_sectional
main,exact-signal:0bc9cdb1fa90d853a7d7fece,activation:e1537f9e77bf8952c575f945,behaviour-cluster:521696fbe39d5c32687efd73,hypothesis:new_economic_hypothesis,proposal:bc101c86f4cce5101e3a2a82,orthogonal_exile
main,exact-signal:0bd35a279c55221629927cf7,activation:6efb8047bc13d65c80f838de,behaviour-cluster:d86b354647aed23107833f48,hypothesis:positioning,proposal:5132b25e287b79b6c6a53d13,static_cross_sectional
main,exact-signal:0be995c56c7031ccc5c64222,activation:81de59fdd2b5b7c58b1e3b77,behaviour-cluster:e1f408486c8fdc0d32b6de51,hypothesis:adaptive_mcts,proposal:df2d190ab6a78b4161493560,adaptive_challenger
main,exact-signal:0ca1bcf3a139de4a8c8873a7,activation:633103ccb4b45d9792fd70bc,behaviour-cluster:f2ae3d35fbfe5e574308035d,hypothesis:competitor_reversal,proposal:f2f55d261769017efd81c5b3,competitor_reproduction
main,exact-signal:0ccb0c31f406c84933f13d0b,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:dc18f994e0dbdecf88cc4d66,hypothesis:liquidity,proposal:34514edcf011d7a998e3f0ce,static_cross_sectional
main,exact-signal:0e8a1d04ce34f9dfe4d02ea9,activation:6ce505df8b0d2fc0415a8b64,behaviour-cluster:8d6280a62b7e8bf045a6ae8f,hypothesis:volatility_state,proposal:04dd7fdc2324ce82ecb1639c,volatility_session
main,exact-signal:0ef6cddb21a1a01da7ed8fd8,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:64468b96f06f6e0bc42a7328,hypothesis:positioning,proposal:337697ca4c085e3c5e4c1fd4,static_cross_sectional
main,exact-signal:0f1691cd77a09ac057ab41f2,activation:6efb8047bc13d65c80f838de,behaviour-cluster:2f878fd111cff3fb70966084,hypothesis:new_economic_hypothesis,proposal:ee7030aeace6f92fb1c753e6,orthogonal_exile
main,exact-signal:0ff0f9927e1f23f4f65fe1de,activation:594f26685c8a0af49d2f7426,behaviour-cluster:9d0890704803b9523bf96b5e,hypothesis:competitor_reversal,proposal:058b24d22b5f6ee7afd82f2d,competitor_reproduction
main,exact-signal:1003c97dc1b3b312df52ce50,activation:15803232c05e635ed4641766,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:session_effect,proposal:d166b750d4b163bc53329455,volatility_session
main,exact-signal:10496132f3f960425e4567d0,activation:81de59fdd2b5b7c58b1e3b77,behaviour-cluster:4fd3335911883903ea0ef17a,hypothesis:new_economic_hypothesis,proposal:3aceb54e0b644119828c79fa,orthogonal_exile
main,exact-signal:1122a445c4d9817c7291b1d3,activation:ec40d45c0b04cc88ff6cb150,behaviour-cluster:c830ba204087209f0dbe7cdf,hypothesis:adaptive_mcts,proposal:e5e756503e9da664fa436e0a,adaptive_challenger
main,exact-signal:114b184608d70ba50cd9c51a,activation:6f6a7874bea454cc989f2237,behaviour-cluster:f641f61949c904af9f19b5b7,hypothesis:cross_asset_confirmation,proposal:af2ee9a1cb6f927bebbc574d,cross_asset_state
main,exact-signal:11b30b95e38bbbb1d9c3df00,activation:78063a4bbfae12029e43b1d4,behaviour-cluster:7709e93f63f5d2694c0d07b8,hypothesis:competitor_carry,proposal:4365803ed6b8e128a5f8f970,competitor_reproduction
main,exact-signal:126e07d640059b68f145aeb5,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:adaptive_mcts,proposal:49d4d59acf800d62a3527df9,adaptive_challenger
main,exact-signal:1298b51fa55eab5552780828,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:fc7b352393a47319e9c5371c,hypothesis:positioning,proposal:bf5ed768fbd729a3baf95fe1,static_cross_sectional
main,exact-signal:12f70ffcd30bbd8aa449c60e,activation:6efb8047bc13d65c80f838de,behaviour-cluster:b92df6389f3479cad486539a,hypothesis:positioning,proposal:ca78fa6c0b6e7c753a4c7b8e,static_cross_sectional
main,exact-signal:1331d9d674e3317bbe1138fc,activation:b3340be5d1ade649cf2cbb98,behaviour-cluster:e20a60abb8d218222eaca127,hypothesis:adaptive_cem,proposal:2aecf9eef9f78e43561a30ef,adaptive_challenger
main,exact-signal:14032d91be8e40b23bd3dd77,activation:08444124b978150e2d5fc85e,behaviour-cluster:2bb7bd4a14e455d70e49b446,hypothesis:adaptive_evolutionary,proposal:44368b18de9b5fde77b15b85,adaptive_challenger
main,exact-signal:14303ba7496577443e4dd2f1,activation:25701fe551302bfaa83b3020,behaviour-cluster:485c35df74009cf29b882cf3,hypothesis:basis_oi_interaction,proposal:a9a31e8752680187f3c2b7a5,basis_oi_state
main,exact-signal:1669f347b7c78ec85784a592,activation:b18dbdee1414359ad40dc13c,behaviour-cluster:aaa98836d862e5b0ad8af2dc,hypothesis:funding_transition,proposal:16a38130c8711a6b43560e2d,funding_event
main,exact-signal:167528f2c276fe76d84f2d5c,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:2f878fd111cff3fb70966084,hypothesis:carry,proposal:6161b1174611f7d02bb8237d,static_cross_sectional
main,exact-signal:1676be30d170ed641c9411d5,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:71630a3abb09444788a9c691,hypothesis:basis_dislocation,proposal:21a8a497465b512ca6162476,static_cross_sectional
main,exact-signal:16896641e24897e1cc8b11a6,activation:f221f511e01f9689edc64b06,behaviour-cluster:14677f2b2c749972dd382376,hypothesis:competitor_momentum,proposal:75ebbff1e3a0246a92d5fbf1,competitor_reproduction
main,exact-signal:16ac89430271cdc00f0be6ae,activation:6ce505df8b0d2fc0415a8b64,behaviour-cluster:667723bc832a58dac705e933,hypothesis:adaptive_cem,proposal:446e88e34dedfd1890803489,adaptive_challenger
main,exact-signal:1737cb3bf31a263ff0252ca8,activation:3f3434ecdf31db19384beaf7,behaviour-cluster:c78379418b4f34bb39dc9c58,hypothesis:adaptive_cem,proposal:246825d4fb81f552deebb008,adaptive_challenger
main,exact-signal:1805533ae1e549b3950741e7,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:73a2dd97442b30e7e5842d93,hypothesis:adaptive_cem,proposal:65feb048ec74c9c3e1125ec0,adaptive_challenger
main,exact-signal:187949b5c4327560a27268ce,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:liquidity,proposal:d9e4f4a3e76941af14f6c340,static_cross_sectional
main,exact-signal:191ea8ab2444fdc4e75c6c35,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:f90724e69890bae9112785cd,hypothesis:exile_regime,proposal:46ff3d7e0fdd32dbfdebd22e,orthogonal_exile
main,exact-signal:198d8d8137a6232541d9455b,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:adaptive_cem,proposal:7ab9c13613c82ea599844a0e,adaptive_challenger
main,exact-signal:19dbb48ce431532a4c6960ad,activation:9b10b80dc7bc52c9989ddd59,behaviour-cluster:12deec75a901ad877854efec,hypothesis:oi_expansion,proposal:d44c3bdc7e3cd6e86be86c32,basis_oi_state
main,exact-signal:1a19c932b9a632e34e6361a3,activation:99e904e032b0ff6910bdd1fa,behaviour-cluster:dcd39a6565c6bf3d3cbb6f31,hypothesis:liquidity,proposal:11edf3c2ff6918abac4f38b5,static_cross_sectional
main,exact-signal:1a72c72a1481987bc2a18967,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:dfbc56e3f761dc37d372ab5c,hypothesis:orthogonal_flow,proposal:a7ba86cc5c52a38f601700a7,orthogonal_exile
main,exact-signal:1b742b7a2d092ad5a0b6c4ad,activation:797c42a7f485125e8f1b359a,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:competitor_liquidity,proposal:019c7e8108f32030da40f33a,competitor_reproduction
main,exact-signal:1e40c925d408bbcfbfe97326,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:a534334a25dfe587aac0f33c,hypothesis:positioning,proposal:35e45fccf41f7d96bc150049,static_cross_sectional
main,exact-signal:1e70a354881322348f881b16,activation:30a19289d727fee65b953777,behaviour-cluster:4e2022cd07a626997ab6fa93,hypothesis:basis_oi_interaction,proposal:e60b645ef5488a6bf1526bdd,basis_oi_state
main,exact-signal:1fcf011120be895aceedf989,activation:78063a4bbfae12029e43b1d4,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:competitor_liquidity,proposal:57b74dcf96ab32e271c5beca,competitor_reproduction
main,exact-signal:205bfd7896e817db85ddf2ea,activation:2db2047527cf577eabb4d347,behaviour-cluster:e02168cf12df2f0aa40864a3,hypothesis:competitor_liquidity,proposal:017e8c5fafd81c3a7823f8a5,competitor_reproduction
main,exact-signal:21977863fae6d59784b8722c,activation:0c676718b12d236da8c16f0b,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:session_effect,proposal:12818f571cf7d02282e8ad5b,volatility_session
main,exact-signal:221f12a708f99738830bd049,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:958a0780beb92c65e488da13,hypothesis:basis_dislocation,proposal:ab3b9b921e9296a3e35c440f,static_cross_sectional
main,exact-signal:2257f3bd667cc2d6df7f73f9,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:adaptive_mcts,proposal:5c72a2ffe61e19bcb74966ff,adaptive_challenger
main,exact-signal:23494ea0b2238c5fcafc1765,activation:82203a0deeed8c1513b7b6a4,behaviour-cluster:485c35df74009cf29b882cf3,hypothesis:competitor_reversal,proposal:4358e67c04d5f7a203c2f7a9,competitor_reproduction
main,exact-signal:237dc4a78d5251b1042fafd3,activation:507e47b777fb1cb267805dfa,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:competitor_momentum,proposal:6f858fdefd0d87e81b53141a,competitor_reproduction
main,exact-signal:2442754507cb00db6f0d9f29,activation:a76d32bca58761a355628e2f,behaviour-cluster:2d8267ae6f806ece516fc6c4,hypothesis:basis_oi_interaction,proposal:a36b59e904be2d42d9516d18,basis_oi_state
main,exact-signal:2482f5fcbfe01afc0f346cc2,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:73a2dd97442b30e7e5842d93,hypothesis:orthogonal_flow,proposal:fdcf5d3978c626320cbe4745,orthogonal_exile
main,exact-signal:24b233b9876d75d10aee5c32,activation:b5c323ef16ec8c65ea2b88d9,behaviour-cluster:7f2ad15473a191c8559f1956,hypothesis:persistence,proposal:8c101eee47fafeb03427fbb1,temporal_program
