ts_utc,market,data_type,interval,symbol,month,url,checksum_url,path,checksum_path,status,bytes,sha256,expected_sha256,checksum_ok,error
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-11,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-11.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-11.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-11.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-11.zip.CHECKSUM,exists_checksum_ok,1889902,8dacab9212fbcbea85b3447de67a68828e6975a5885bd74909e33ee49137e4c2,8dacab9212fbcbea85b3447de67a68828e6975a5885bd74909e33ee49137e4c2,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-12,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-12.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-12.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-12.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-12.zip.CHECKSUM,exists_checksum_ok,1740172,da261547de9ca397dfc1d993d8c19840a6adb3fa00413da40f8c03ec23d10fba,da261547de9ca397dfc1d993d8c19840a6adb3fa00413da40f8c03ec23d10fba,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-01,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-01.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-01.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-01.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-01.zip.CHECKSUM,exists_checksum_ok,1871734,9c191cda40d2529e24db7ff80c50e9e79d187c0c4607eb6a93f2cb9286479bd3,9c191cda40d2529e24db7ff80c50e9e79d187c0c4607eb6a93f2cb9286479bd3,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-10,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-10.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-10.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-10.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-10.zip.CHECKSUM,exists_checksum_ok,1867639,f5cafff263665f0c6b5648a8a4c7da8bb601dd53c24e9d0b686943cb496bd0b4,f5cafff263665f0c6b5648a8a4c7da8bb601dd53c24e9d0b686943cb496bd0b4,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-02,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-02.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-02.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-02.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-02.zip.CHECKSUM,exists_checksum_ok,1661621,3ba0c20f33aa11d90839c10c5f4abc6ceeca774abd0c79627a722d7dc64c468b,3ba0c20f33aa11d90839c10c5f4abc6ceeca774abd0c79627a722d7dc64c468b,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2026-02,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-02.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-02.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-02.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-02.zip.CHECKSUM,exists_checksum_ok,1563065,e24e716aea690a64eef64795c27fcd1c47d87cf5e8d4f9f6f0643008fdb7bf69,e24e716aea690a64eef64795c27fcd1c47d87cf5e8d4f9f6f0643008fdb7bf69,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2026-01,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-01.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-01.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-01.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-01.zip.CHECKSUM,exists_checksum_ok,1787330,03be90d2a52e4415ed2595a25a5892afb1cdee25e42fccb9d1b143f163825c89,03be90d2a52e4415ed2595a25a5892afb1cdee25e42fccb9d1b143f163825c89,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-04,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-04.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-04.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-04.zip.CHECKSUM,exists_checksum_ok,1771075,7034e718b7c72649c51b3466d5188c27e01e32671cd790f6d6a36955e1216f56,7034e718b7c72649c51b3466d5188c27e01e32671cd790f6d6a36955e1216f56,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-06,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-06.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-06.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-06.zip.CHECKSUM,exists_checksum_ok,1824775,7048a3be455ba00aa9002cd88a02cac9be43cf6efb3420eef90ddec1d0f4bbe2,7048a3be455ba00aa9002cd88a02cac9be43cf6efb3420eef90ddec1d0f4bbe2,True,
2026-05-22T11:44:06Z,futures_um,klines,1m,1000FLOKIUSDT,2024-02,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-02.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-02.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-02.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-02.zip.CHECKSUM,exists_checksum_ok,1434327,93e0eb3e51772c80c1d9e9226c7ad4254394b0bb6e7e3726fce5cd5697bde15a,93e0eb3e51772c80c1d9e9226c7ad4254394b0bb6e7e3726fce5cd5697bde15a,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-06,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-06.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-06.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-06.zip.CHECKSUM,exists_checksum_ok,1749406,70733869d7215452c3f32f324c58e5e4aed814ecbd3601eb267b2d61b0a49bab,70733869d7215452c3f32f324c58e5e4aed814ecbd3601eb267b2d61b0a49bab,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-08,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-08.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-08.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-08.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-08.zip.CHECKSUM,exists_checksum_ok,1842708,6e64eb1a69f38e347f3e52eebfdec1ee9f6bcd2384ee00c847b5dd25532719c7,6e64eb1a69f38e347f3e52eebfdec1ee9f6bcd2384ee00c847b5dd25532719c7,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-01,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-01.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-01.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-01.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-01.zip.CHECKSUM,exists_checksum_ok,1901745,833d225b80cddb3e35560f2d9daced363ef8d9771a94b46f528908757ac05c98,833d225b80cddb3e35560f2d9daced363ef8d9771a94b46f528908757ac05c98,True,
2026-05-22T11:44:06Z,futures_um,klines,1m,1000BONKUSDT,2026-03,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-03.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-03.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-03.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-03.zip.CHECKSUM,exists_checksum_ok,1702536,819e1bac69cf4da1311f60483f75ae43bb5076a92e9bcfe036482884b5a9c288,819e1bac69cf4da1311f60483f75ae43bb5076a92e9bcfe036482884b5a9c288,True,
2026-05-22T11:44:06Z,futures_um,klines,1m,1000FLOKIUSDT,2024-01,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-01.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-01.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-01.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-01.zip.CHECKSUM,exists_checksum_ok,1547311,3481b1b8130eb0ac98b847fa90d7fd3638ff0fbb492b23963b594b76354ac70e,3481b1b8130eb0ac98b847fa90d7fd3638ff0fbb492b23963b594b76354ac70e,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-12,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-12.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-12.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-12.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-12.zip.CHECKSUM,exists_checksum_ok,1924692,7db0786ed6c16db9738035e0582755f5f49b8fcfe96d01dfde0c1be9ce191ddc,7db0786ed6c16db9738035e0582755f5f49b8fcfe96d01dfde0c1be9ce191ddc,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-03,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-03.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-03.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-03.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-03.zip.CHECKSUM,exists_checksum_ok,1811773,6dbd7b125e1651e15c07b5c501f26461f1b10dd85fa0acccc02f572285888828,6dbd7b125e1651e15c07b5c501f26461f1b10dd85fa0acccc02f572285888828,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-05,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-05.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-05.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-05.zip.CHECKSUM,exists_checksum_ok,1876403,b9137fb25141ac8947ad72d988451a601c1997e563d8b5bbec02737edc1e0d70,b9137fb25141ac8947ad72d988451a601c1997e563d8b5bbec02737edc1e0d70,True,
2026-05-22T11:44:06Z,futures_um,klines,1m,1000BONKUSDT,2026-04,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2026-04.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-04.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2026-04.zip.CHECKSUM,exists_checksum_ok,1633844,9ab64d6d16fcd42cbda1c274b60c47cd35abb8af11fec888b4a57f30752d0235,9ab64d6d16fcd42cbda1c274b60c47cd35abb8af11fec888b4a57f30752d0235,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-07,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-07.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-07.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-07.zip.CHECKSUM,exists_checksum_ok,1962590,1d91eaf1d7b05dc5d0586609be32f1a38ab13e260ec97b533b103f01bc0b1f03,1d91eaf1d7b05dc5d0586609be32f1a38ab13e260ec97b533b103f01bc0b1f03,True,
2026-05-22T11:44:06Z,futures_um,klines,1m,1000FLOKIUSDT,2024-04,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-04.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-04.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-04.zip.CHECKSUM,exists_checksum_ok,1733524,ca0ddaab425fba5dcbfa5bc65d0f753bfceb1d501b9ac3d310342dca45f80fc6,ca0ddaab425fba5dcbfa5bc65d0f753bfceb1d501b9ac3d310342dca45f80fc6,True,
2026-05-22T11:44:06Z,futures_um,klines,1m,1000FLOKIUSDT,2024-03,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-03.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000FLOKIUSDT/1m/1000FLOKIUSDT-1m-2024-03.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-03.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000FLOKIUSDT\1m\1000FLOKIUSDT-1m-2024-03.zip.CHECKSUM,exists_checksum_ok,1901127,0c8b240153640558256bb1460e5c641c1551f304abc948da568e233fc964f9bc,0c8b240153640558256bb1460e5c641c1551f304abc948da568e233fc964f9bc,True,
