path,subsystem,status,evidence
reports/CRYPTO_A7AB4_MATERIALIZATION_PREFLIGHT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AB5_NUMERIC_REPLAY_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AB6_SMALL_NUMERIC_REPLAY_PREFLIGHT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AB7_CLUE_FORENSIC_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AB8_CLUE_FORENSIC_EXECUTION_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AB9_SURVIVOR_FREEZE_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AC0_REPRESENTATIVE_FORENSIC_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AC1_REPRESENTATIVE_FORENSIC_EXECUTION_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AC1R_REPRESENTATIVE_QUARANTINE_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AC2_LABEL_DIVERSIFICATION_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AC3_LABEL_DIVERSIFICATION_DIAGNOSTIC_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AD0_RANKED_LABEL_TRANSLATION_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AD1_RANKED_LABEL_TRANSLATION_AUDIT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AE0_LABEL_ADEQUACY_EXTENSION_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AE1_LABEL_ADEQUACY_RESPONSE_MAP_20260529.md,feature_response,archive_only,response profiling evidence
reports/CRYPTO_A7AE2_LABEL_ADEQUACY_ROLE_REVIEW_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AF0_ROLE_AWARE_SELECTOR_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AF1_ROLE_AWARE_SELECTOR_DRYRUN_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AG0_ROLE_AWARE_GENERATION_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AG1_STATIC_BLUEPRINT_DRYRUN_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AG2_NUMERIC_REPLAY_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AG3_NUMERIC_REPLAY_PILOT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AG4_CLUE_FORENSIC_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AG5_CLUE_FORENSIC_AUDIT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AH0_CORE12_AGGTRADES_FINAL_HANDOFF_AUDIT_20260524.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AH0_POST_A7AG_ROLE_SPLIT_DECISION_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AH1_ORDINARY_ALPHA_OBJECTIVE_REWRITE_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AH1D_ORDINARY_ALPHA_DRY_RERANK_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AH2_DOWNSIDE_RISK_DEFENSE_FORENSIC_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AH2F_DOWNSIDE_RISK_DEFENSE_FORENSIC_AUDIT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AI0_CORE12_AGGTRADES_EXPERIMENT_CONTRACT_20260524.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AI0R_CORE12_AGGTRADES_UNIFIED_FEATURE_BUILD_20260524.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AIF0_FIELD_CONTRACT_ENFORCEMENT_LEDGER_20260529.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AIF1_ENGINE_ENFORCEMENT_GAP_AUDIT_20260529.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AIF2_END_TO_END_FIELD_ENFORCEMENT_REGRESSION_20260529.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AIF3_MATERIALIZATION_EVALUATOR_PARITY_20260529.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AIF4_RESPONSE_BACKED_FIELD_PROMOTION_20260529.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AJ0_UNIVERSE500_SILVER_ACCEPTANCE_20260525.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AJ1_UNIVERSE300_SEARCH_PANEL_PREP_20260525.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AK_LV0_LISTING_AGE_LATENT_VARIABLE_CONTRACT_20260526.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AK_LV1_LATENT_STATE_FEATURE_BUILD_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AK_LV2_RESPONSE_MERGE_AUDIT_20260527.md,feature_response,archive_only,response profiling evidence
reports/CRYPTO_A7AK_LV3_NEUTRAL_FIELD_FAMILY_SMOKE_20260527.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AK_LV3R_CONTRACT_MEME_TAXONOMY_AUDIT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL0_TOP498_LATENT_NEUTRAL_ALPHA_SEARCH_CONTRACT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL0_UNIVERSE498_REPLAY_ACCEPTANCE_20260526.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL0F_DERIVED_FEATURE_ENGINEERING_CONTRACT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL0G_UPPER_REGIME_STATE_BUILDER_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL0L_FIXED_DELAY_STRESS_ABOLITION_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL0P_PRETRAIN_READINESS_GATE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL0R_CODE_FEATURE_REGIME_READINESS_AUDIT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL1_FIELD_FAMILY_NEUTRALIZED_BASELINE_20260527.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AL1B_CONTROL_LATENCY_FORENSIC_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2_SMALL_FORMULA_SEARCH_CONTRACT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2G_MATCHED_CONTROL_GATE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2H_SELECTOR_REPAIR_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2I_REPLAY_PREFLIGHT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2J_DERIVED_TOLERANT_SEARCH_RESET_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2K_DERIVED_GENERATOR_SMOKE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2L_FAST_DERIVED_REPLAY_PREFLIGHT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2M_DERIVED_CLUE_FORENSIC_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2N_DERIVED_DEEP_AUDIT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2O_CANDIDATE_MINI_REPLAY_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2P0_PRE_SEARCH_HARDENING_AUDIT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2P0R_REPAIR_RERUN_DECISION_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2P1_SELECTOR_FEATURE_GENERATION_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2P1R_SELECTOR_REWEIGHTED_RETRY_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2P1S_SELECTED_POOL_PROVENANCE_AUDIT_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2P1T_REPAIRED_POOL_RERUN_STATUS_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2P2_LOCAL_OI_PRICE_SEARCH_CONTRACT_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Q_LOCAL_OI_PRICE_FORMULA_SEARCH_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2R_LOCAL_FORENSIC_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2S_COMPANY_FULL_FOLLOWUP_CONTRACT_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2S_LOCAL_FOLLOWUP_CONTRACT_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2T_COMPANY_MAY_STRESS_FAILURE_ATTRIBUTION_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2T_MAY_STRESS_FAILURE_ATTRIBUTION_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2U_OBJECTIVE_SELECTOR_REPAIR_CONTRACT_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2V_REPLAY_AWARE_SELECTOR_DRYRUN_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2W_SIGNAL_VECTOR_SELECTOR_REPAIR_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X0_AUTHORIZATION_ARBITRATION_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X1_DRY_RERANK_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X2_OBJECTIVE_FAMILY_COVERAGE_GAP_AUDIT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X2R0_FAMILY_BALANCED_GENERATOR_REPAIR_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X2R1_SHARED_POOL_REBUILD_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X3_FAMILY_BALANCED_DRY_GENERATION_SMOKE_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X4_REPLAY_READINESS_AUDIT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X4M_MATERIALIZATION_AND_EVALUATOR_AUDIT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X5_EVALUATOR_PREFLIGHT_SMOKE_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X6_SMALL_NUMERIC_REPLAY_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X7_SMALL_NUMERIC_REPLAY_PREFLIGHT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X7F_REPLAY_PREFLIGHT_FORENSIC_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X7H_HEAVY_NUMERIC_REPLAY_PREFLIGHT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X7HF_HEAVY_REPLAY_PREFLIGHT_FORENSIC_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2X_OBJECTIVE_FAMILY_RESET_CONTRACT_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z0_BROADER_NON_OI_OBJECTIVE_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z1_BROADER_NON_OI_DRY_GENERATION_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z2_BROADER_NON_OI_MATERIALIZATION_AUDIT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z2R_BROADER_NON_OI_MATERIALIZATION_REPAIR_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z3_BROADER_NON_OI_NUMERIC_PREFLIGHT_CONTRACT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z4_BROADER_NON_OI_NUMERIC_REPLAY_PREFLIGHT_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z4F_BROADER_NON_OI_PREFLIGHT_FORENSIC_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z5_BROADER_NON_OI_MULTI_HORIZON_DIAGNOSTIC_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z6_RESPONSE_GUIDED_MUTATION_CONTRACT_20260529.md,feature_response,archive_only,response profiling evidence
reports/CRYPTO_A7AL2Z7_RESPONSE_GUIDED_DRY_GENERATION_20260529.md,feature_response,archive_only,response profiling evidence
reports/CRYPTO_A7AL2Z8_RESPONSE_GUIDED_MATERIALIZATION_REPAIR_20260529.md,feature_response,archive_only,response profiling evidence
reports/CRYPTO_A7AL2Z8P_PARTIAL_VIABLE_QUEUE_AUTHORIZATION_20260529.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AL2Z9_RESPONSE_GUIDED_PARTIAL_NUMERIC_DIAGNOSTIC_20260529.md,feature_response,archive_only,response profiling evidence
reports/CRYPTO_A7AM0_UNIVERSE498_FEATURE_SYMBOL_CONTRACT_20260526.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AO0_OKX_CROSS_EXCHANGE_LIGHT_ACCEPTANCE_20260526.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AO1_OKX_BINANCE_SPREAD_ALIGNMENT_SAMPLE_20260526.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AP0_OKX_BINANCE_CROSS_EXCHANGE_ACCEPTANCE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AP1_CROSS_EXCHANGE_FIELD_SMOKE_20260527.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7AP2_MULTIPLIER_PRICE_SCALE_REPAIR_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AP3_REPAIRED_OVERLAY_EXPERIMENT_HANDOFF_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR0_CN_ENGINE_INHERITANCE_AUDIT_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR1_FORMULA_ENGINE_ADAPTER_SMOKE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR2_FEATURE_ALGEBRA_PARITY_SMOKE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR3_FRESH_MEMORY_DEDUP_SMOKE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR4_SELECTOR_ADAPTER_SMOKE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR6_CN_MATURE_CHAIN_PARITY_GAP_AUDIT_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR7_SHARED_CANDIDATE_POOL_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AR8_SIGNAL_VECTOR_CLUSTER_REGISTRY_20260528.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7AS0_V2_DATA_ACCEPTANCE_20260527.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7DATA_PRE2024_BACKFILL_ACCEPTANCE_AGE_20260612.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7DATA_RECENT_PATCH_AND_CE_OVERLAY_ACCEPTANCE_20260613.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7DATA_RECENT_PATCH_MERGED_PANEL_20260613.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7FAST0_BACKTEST_ACCELERATION_AUDIT_20260615.md,reports,source_of_truth_evidence,human decision artifact
reports/CRYPTO_A7FF0_FIELD_ONTOLOGY_V2_20260530.md,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
reports/CRYPTO_A7FF10_COMPANY_PARALLEL_AGGREGATE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF10S00_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF10S01_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF10S02_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF10S03_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF11_COMPANY_RUNNER_CONTRACT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF11_SELECTED_QUEUE_TRIAGE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12_COMPANY_WAVE_AGGREGATE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12_NUMERIC_WAVE_QUEUE_CONTRACT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S00_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S01_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S02_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S03_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S04_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S05_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S06_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF12S07_COMPANY_NUMERIC_PROBE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF13_WAVE_TRIAGE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF14_LABEL_BALANCED_SELECTOR_REPAIR_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF15_COST_TIERED_BALANCED_FOLLOWUP_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF16_COMPANY_NUMERIC_FOLLOWUP_AGGREGATE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF16_COST_TIERED_NUMERIC_FOLLOWUP_CONTRACT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF16S00_COMPANY_NUMERIC_FOLLOWUP_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF16S01_COMPANY_NUMERIC_FOLLOWUP_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF17_FOLLOWUP_SELECTOR_TRIAGE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF18_EXTERNAL_LABEL_BALANCED_SELECTOR_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF19_COMPANY_NUMERIC_CONFIRMATION_AGGREGATE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF19_EXTERNAL_SELECTOR_CONFIRMATION_CONTRACT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF19S00_COMPANY_NUMERIC_CONFIRMATION_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF19S01_COMPANY_NUMERIC_CONFIRMATION_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF1_OPERATOR_PROBING_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF20_CONFIRMATION_SELECTOR_TRIAGE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF21_EXTERNAL_CONFIRMATION_SELECTOR_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF22_LABEL_BALANCED_EXPANSION_CONTRACT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF23R_DERIVED_FACTOR_EXPANSION_CONTRACT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF24R2_REPAIRED_COMPANY_QUEUE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF24R3_DENSE_MATERIALIZER_PREFLIGHT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF24R4_REPAIRED_NUMERIC_WAVE_CONTRACT_20260531.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF24R_DRY_GENERATION_PLAN_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R0_COMPANY_QUEUE_COVERAGE_AUDIT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R1_NUMERIC_ADAPTER_PARITY_SMOKE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R2_ONE_SHARD_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3_FULL_COMPANY_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S00_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S01_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S02_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S03_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S04_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S05_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S06_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S07_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S08_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S09_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S10_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R3S11_NUMERIC_WAVE_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R4_NO_ACTIVITY_TAIL_AUDIT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
reports/CRYPTO_A7FF25R5_FUNDING_TAIL_REPAIR_CONTRACT_20260530.md,feature_factory,legacy_reference,large feature experiments; requires core extraction review
