candidate_id,signal_vector_cluster_id,max_corr_to_other_signal_vector,expression,field_families,skeleton_key,production_key,q_decision,r_decision,s_a7al2s_tier,is_may_stress_failed,selector_score_no_may,selected_by_a7al2v,uses_may_for_cluster
a7al2q_100786d679e5b988,svc_010,0.8827602633234758,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,72))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|72,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,HOLD_A7AL2R_LATENT_FRAGILE,hold_timevarying_latent_fragile__may_control_dominated,True,2.97550951,False,False
a7al2q_10991f685ed433e6,svc_011,0.9328225014152408,"Mul(ZScore(Delta(open_interest_value_last,48)),ZScore(Mean(index_close,24)))",open_interest|price,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::48|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.20853074,False,False
a7al2q_10e647a6a770bab4,svc_012,0.9602251384732551,"Sub(Abs(ZScore(Mean(open_interest_mean,4))),Abs(ZScore(Mean(index_close,24))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_mean|index_close::4|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.86437589,False,False
a7al2q_1174aa64fb8b7d3d,svc_013,0.943514948390728,"Sub(Abs(ZScore(Delta(open_interest_value_mean,4))),Abs(ZScore(Delta(trade_close,336))))",open_interest|price,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::4|336,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.14169565,False,False
a7al2q_132c2a7c6c4a9142,svc_014,0.9389139506319981,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,504))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|trade_close::168|504,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,A7AL2R_LOCAL_FORENSIC_PASS,watchlist_control_close__may_control_dominated,True,3.20947059,False,False
a7al2q_1378ff7d2322adee,svc_015,0.9790223685271872,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,8))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::24|8,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,A7AL2R_LOCAL_FORENSIC_PASS,primary_clean_premay__may_control_dominated,True,3.36419934,True,False
a7al2q_153d45b2cb3aebdd,svc_016,0.8629017051731165,"Mul(ZScore(Delta(open_interest_mean,4)),ZScore(Mean(mark_close,72)))",open_interest|price,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_mean|mark_close::4|72,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.44312762,False,False
a7al2q_165d460c6fe4efb2,svc_017,0.9196161296841261,"Sub(ZScore(Delta(open_interest_value_last,8)),ZScore(Delta(index_close,24)))",open_interest|price,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_last|index_close::8|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.83945753,False,False
a7al2q_17023300cdd76c4a,svc_018,0.8663951298318691,"Mul(ZScore(Mean(open_interest_mean,504)),ZScore(Delta(trade_close,96)))",open_interest|price,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_mean|trade_close::504|96,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.82073264,False,False
a7al2q_18f61565dad3e1fc,svc_019,0.6294889234897382,"Mul(Abs(ZScore(Mean(open_interest_mean,24))),Abs(ZScore(Delta(trade_close,72))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|trade_close::24|72,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.12770151,False,False
a7al2q_1a74d652104b593d,svc_020,0.7274435300823942,"Sub(ZScore(Delta(open_interest_mean,48)),ZScore(Delta(mark_close,96)))",open_interest|price,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|mark_close::48|96,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.41449052,False,False
a7al2q_1a85ce2f6824961f,svc_021,0.6470088744302781,"Mul(ZScore(Delta(open_interest_last,48)),ZScore(Delta(index_close,336)))",open_interest|price,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::48|336,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.45148887,False,False
a7al2q_2117241ae3758f6c,svc_022,0.9539679965562485,"Add(ZScore(Mean(open_interest_last,8)),Neg(ZScore(Delta(index_close,96))))",open_interest|price,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|index_close::8|96,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.59977608,False,False
a7al2q_21e726a216c59eff,svc_023,0.9047802501810859,"Mul(Abs(ZScore(Delta(open_interest_last,4))),Abs(ZScore(Mean(trade_close,8))))",open_interest|price,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_last|trade_close::4|8,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.53504283,False,False
a7al2q_2ec6136e6ff32eb3,svc_008,0.9637534172188451,"Sub(Abs(ZScore(Mean(open_interest_value_mean,96))),Abs(ZScore(Mean(mark_close,12))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::96|12,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,A7AL2R_LOCAL_FORENSIC_PASS,watchlist_control_close__may_control_dominated,True,3.11333727,False,False
a7al2q_33d51890b0068eb6,svc_024,0.9463205258487426,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(mark_close,336))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::168|336,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,HOLD_A7AL2R_CONTROL_DOMINATED,hold_control_dominated__may_control_dominated,True,2.62990725,False,False
a7al2q_39631109514d8381,svc_025,0.7245619875389699,"Add(ZScore(Delta(open_interest_last,4)),Neg(ZScore(Mean(index_close,24))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|index_close::4|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.20973079,False,False
a7al2q_3abec814a5c6d0df,svc_026,0.9395914865469297,"Mul(Abs(ZScore(Mean(open_interest_value_mean,12))),Abs(ZScore(Delta(mark_close,336))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|mark_close::12|336,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,HOLD_A7AL2R_LATENT_FRAGILE,hold_timevarying_latent_fragile__may_control_dominated,True,3.03244357,False,False
a7al2q_3ba41c66a0de2fa2,svc_027,0.9225032369578983,"Sub(Abs(ZScore(Delta(open_interest_mean,8))),Abs(ZScore(Delta(mark_close,12))))",open_interest|price,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_mean|mark_close::8|12,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.49179145,False,False
a7al2q_40806f08f3894855,svc_028,0.78482010194131,"Add(ZScore(Delta(open_interest_value_last,96)),Neg(ZScore(Mean(mark_close,168))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|mark_close::96|168,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.45037786,False,False
a7al2q_4194a7bf5b871ea7,svc_029,0.5138551520693013,"Sub(Abs(ZScore(Delta(open_interest_value_last,336))),Abs(ZScore(Delta(index_close,8))))",open_interest|price,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_last|index_close::336|8,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.29781972,False,False
a7al2q_47801cd1758f1a59,svc_030,0.7769361810724754,"Mul(ZScore(Mean(open_interest_value_last,12)),ZScore(Delta(mark_close,24)))",open_interest|price,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::12|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.24503524,False,False
a7al2q_4d10b72a6d4c6c50,svc_031,0.8663951298318691,"Mul(ZScore(Mean(open_interest_last,168)),ZScore(Delta(index_close,168)))",open_interest|price,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_last|index_close::168|168,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.73805847,False,False
a7al2q_4e2ad10685353df3,svc_032,0.9030789390600571,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,720))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|720,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.61971294,False,False
a7al2q_5283ae4eef4cf18b,svc_033,0.7606524386333797,"Mul(Abs(ZScore(Mean(open_interest_mean,504))),Abs(ZScore(Delta(index_close,336))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::504|336,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.42573716,False,False
a7al2q_532a063383e97c15,svc_034,0.8653507937354353,"Mul(ZScore(Delta(open_interest_value_last,336)),ZScore(Mean(mark_close,504)))",open_interest|price,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|mark_close::336|504,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.16794822,False,False
a7al2q_5732109429ac7cd1,svc_035,0.6951356916784818,"Sub(ZScore(Mean(open_interest_value_last,12)),ZScore(Mean(trade_close,8)))",open_interest|price,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|trade_close::12|8,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.59904217,False,False
a7al2q_58ec268c498480a1,svc_036,0.8757368131445522,"Mul(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Mean(trade_close,504))))",open_interest|price,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_last|trade_close::12|504,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.4551544,False,False
a7al2q_5b16140570d34ff8,svc_037,0.7673742654651783,"Mul(ZScore(Mean(open_interest_value_last,96)),ZScore(Delta(mark_close,504)))",open_interest|price,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::96|504,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.41946295,False,False
a7al2q_5b4e7d3dc1984b26,svc_038,0.8228032603325293,"Add(ZScore(Delta(open_interest_value_last,168)),Neg(ZScore(Mean(trade_close,4))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::168|4,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.3246327,False,False
a7al2q_5da100b2822dc1a6,svc_039,0.9664563792634604,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(mark_close,504))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|mark_close::24|504,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,A7AL2R_LOCAL_FORENSIC_PASS,primary_clean_premay__may_control_dominated,True,3.23303891,False,False
a7al2q_61b0e773f54d336e,svc_040,0.7651350908819152,"Add(ZScore(Mean(open_interest_last,72)),Neg(ZScore(Delta(mark_close,8))))",open_interest|price,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|mark_close::72|8,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.07204658,False,False
a7al2q_65fb8055686e568f,svc_041,0.929651301459543,"Sub(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Mean(index_close,504))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|index_close::72|504,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.73889857,False,False
a7al2q_6671d1fac5e57efe,svc_015,0.9589565739175903,"Sub(Abs(ZScore(Mean(open_interest_value_last,168))),Abs(ZScore(Mean(index_close,336))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|index_close::168|336,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,A7AL2R_LOCAL_FORENSIC_PASS,watchlist_control_close__may_control_dominated,True,3.15481755,False,False
a7al2q_69233c377095f5a4,svc_042,0.7299216885969654,"Sub(ZScore(Delta(open_interest_value_mean,96)),ZScore(Delta(trade_close,720)))",open_interest|price,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_mean|trade_close::96|720,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.24758616,False,False
a7al2q_69d146749c30da3c,svc_008,0.9664563792634604,"Sub(Abs(ZScore(Mean(open_interest_value_mean,8))),Abs(ZScore(Mean(index_close,12))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::8|12,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,A7AL2R_LOCAL_FORENSIC_PASS,primary_clean_premay__may_control_dominated,True,3.3357056,True,False
a7al2q_706253017908e57d,svc_043,0.940363012631986,"Sub(Abs(ZScore(Mean(open_interest_last,336))),Abs(ZScore(Mean(mark_close,24))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::336|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.49894968,False,False
a7al2q_7302f990e738fbea,svc_044,0.8653507937354353,"Add(ZScore(Delta(open_interest_value_mean,504)),Neg(ZScore(Mean(index_close,336))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_mean|index_close::504|336,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.22311354,False,False
a7al2q_75b3845ed1c94361,svc_045,0.8596274320814793,"Mul(ZScore(Delta(open_interest_last,12)),ZScore(Delta(trade_close,4)))",open_interest|price,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|trade_close::12|4,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.54019966,False,False
a7al2q_781b0a6856b6b231,svc_046,0.8469439299671743,"Mul(ZScore(Delta(open_interest_value_mean,4)),ZScore(Delta(trade_close,168)))",open_interest|price,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_mean|trade_close::4|168,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.7975147,False,False
a7al2q_79c5659c69a1d823,svc_047,0.8504332497361318,"Mul(Abs(ZScore(Delta(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",open_interest|price,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_value_last|index_close::48|12,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.84645664,False,False
a7al2q_79ce9904a7c3ba7d,svc_048,0.9196161296841261,"Mul(ZScore(Delta(open_interest_value_last,8)),ZScore(Mean(trade_close,8)))",open_interest|price,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|trade_close::8|8,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.87510784,False,False
a7al2q_7ab7421584d602af,svc_049,0.7910459318590716,"Add(ZScore(Delta(open_interest_mean,24)),Neg(ZScore(Mean(index_close,72))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_mean|index_close::24|72,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.50908242,False,False
a7al2q_7add750c5afd623c,svc_050,0.887161244156645,"Add(ZScore(Delta(open_interest_last,72)),Neg(ZScore(Mean(index_close,168))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|index_close::72|168,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.53067192,False,False
a7al2q_7b47c379b145850f,svc_051,0.9079737906128367,"Mul(ZScore(Mean(open_interest_value_last,4)),ZScore(Delta(mark_close,96)))",open_interest|price,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::4|96,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.91285161,False,False
a7al2q_7cf43aae9a3604a4,svc_052,0.9395914865469297,"Mul(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Delta(mark_close,336))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|mark_close::48|336,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.82329723,False,False
a7al2q_8110f9704918d1df,svc_053,0.953513379204375,"Sub(Abs(ZScore(Mean(open_interest_last,4))),Abs(ZScore(Mean(mark_close,24))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::4|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.85063742,False,False
a7al2q_83c8025d58c16623,svc_054,0.8552098545565154,"Sub(ZScore(Delta(open_interest_value_mean,336)),ZScore(Delta(mark_close,720)))",open_interest|price,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_mean|mark_close::336|720,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.08455181,False,False
a7al2q_86bb796aa404fadd,svc_055,0.8537644422499522,"Mul(Abs(ZScore(Mean(open_interest_value_mean,720))),Abs(ZScore(Delta(index_close,336))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|index_close::720|336,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.5242731,False,False
a7al2q_8802b9454941aa10,svc_056,0.78482010194131,"Add(ZScore(Delta(open_interest_value_mean,96)),Neg(ZScore(Mean(mark_close,48))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_mean|mark_close::96|48,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.46436363,False,False
a7al2q_881df3d6813ae28f,svc_057,0.9225032369578983,"Sub(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Delta(index_close,24))))",open_interest|price,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|index_close::12|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.4601638,False,False
a7al2q_894ef6556dc4dd53,svc_058,0.9170014342513411,"Sub(Abs(ZScore(Mean(open_interest_value_mean,504))),Abs(ZScore(Mean(index_close,96))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::504|96,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.91469506,False,False
a7al2q_8b401291d0c3a28f,svc_059,0.9328225014152408,"Sub(ZScore(Delta(open_interest_value_mean,48)),ZScore(Delta(index_close,720)))",open_interest|price,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_mean|index_close::48|720,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.37478278,False,False
a7al2q_8b64d810bb3b0c96,svc_060,0.7184926512508969,"Mul(Abs(ZScore(Mean(open_interest_value_last,72))),Abs(ZScore(Delta(index_close,4))))",open_interest|price,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::72|4,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.36910114,False,False
a7al2q_8e279dd3d23e1613,svc_061,0.6999218951234365,"Sub(Abs(ZScore(Delta(open_interest_last,336))),Abs(ZScore(Delta(trade_close,168))))",open_interest|price,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|trade_close::336|168,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.44946315,False,False
a7al2q_929e4e1ec2e59b6a,svc_062,0.9573789035426924,"Add(ZScore(Delta(open_interest_mean,720)),Neg(ZScore(Mean(index_close,72))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_mean|index_close::720|72,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-1.26111421,False,False
a7al2q_9fa3d42c3de13e96,svc_063,0.9275973442805677,"Sub(ZScore(Delta(open_interest_value_last,4)),ZScore(Delta(mark_close,504)))",open_interest|price,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_last|mark_close::4|504,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.99468454,False,False
a7al2q_a33a56cf65a5b0c2,svc_064,0.8339896312124118,"Add(ZScore(Delta(open_interest_value_last,72)),Neg(ZScore(Mean(trade_close,8))))",open_interest|price,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::72|8,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.01126226,False,False
a7al2q_a4993fe3273bf0c8,svc_065,0.9450112568746185,"Sub(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Mean(trade_close,72))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::12|72,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,A7AL2R_LOCAL_FORENSIC_PASS,watchlist_control_close__may_control_dominated,True,3.11372318,False,False
a7al2q_a5c03992d01f4b7e,svc_066,0.9184425254887099,"Sub(Abs(ZScore(Mean(open_interest_value_last,504))),Abs(ZScore(Mean(trade_close,24))))",open_interest|price,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::504|24,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,0.7634497,False,False
a7al2q_a7da20bb164fda71,svc_067,0.8455605102562553,"Sub(ZScore(Mean(open_interest_value_last,336)),ZScore(Mean(index_close,504)))",open_interest|price,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|index_close::336|504,HOLD_A7AL2Q_CONTROL_DOMINATED,,,False,-0.45041196,False,False
