candidate_id,arm,family,expression,funding_beta_recent,core4_beta_recent,pass_beta,a7k_preselection_pass,first_a7k_preselection_fail
i1_flow_liquidity_117,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(volume))",0.3846474846654488,0.3555462286480047,True,False,cost20_recent_nonnegative
i1_flow_liquidity_241,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),ZScore(volume))",0.366566930014603,0.3425799221328245,True,False,cost20_recent_nonnegative
i0_basis_premium_229,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(mark_minus_index))",0.2952766340102797,0.3895114699423668,True,False,raw_recent_positive
i1_flow_liquidity_110,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(quote_volume_mean_6))",0.1712129405487668,0.1713240722738218,True,False,cost20_recent_nonnegative
i1_flow_liquidity_196,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(quote_asset_volume))",0.1712129405487668,0.1713240722738218,True,False,cost20_recent_nonnegative
i1_flow_liquidity_111,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(quote_volume_mean_6))",0.2938473894453361,0.3021178852639282,True,False,raw_recent_positive
i2_microstructure_lite_099,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),Rank(ret_12))",0.3760991430098064,0.4391197335550988,True,False,cost20_validation_nonnegative
i1_flow_liquidity_179,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),ZScore(volume))",0.3709122410646372,0.3388163789180155,True,False,cost20_recent_nonnegative
i1_flow_liquidity_197,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(quote_asset_volume))",0.2837788007775322,0.3045899922873116,True,False,cost20_recent_nonnegative
i1_flow_liquidity_217,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(ret_12))",0.02998765873084,0.0347961750112377,True,False,raw_recent_positive
i0_basis_premium_249,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(realized_vol_12))",0.3822055724431628,0.4266516236729042,True,False,cost20_validation_nonnegative
i1_flow_liquidity_208,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),Rank(volume))",0.1859158925748574,0.1692109076235313,True,False,cost20_recent_nonnegative
i1_flow_liquidity_147,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),ZScore(volume))",0.3677594909549017,0.3451965091014459,True,False,raw_recent_positive
i1_flow_liquidity_144,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_12))",0.2165883110596363,0.2217106753875392,True,False,cost20_validation_nonnegative
i2_microstructure_lite_151,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),Rank(ret_12))",0.4233323466124346,0.4559487452329404,True,False,cost20_validation_nonnegative
i1_flow_liquidity_230,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(number_of_trades))",0.1109504869912239,0.1420180961703958,True,False,raw_recent_positive
i1_flow_liquidity_140,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(quote_volume_mean_6))",0.1107723917644655,0.1393026278480052,True,False,raw_recent_positive
i1_flow_liquidity_210,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(volume))",0.2383726364866496,0.2252596479040298,True,False,cost20_recent_nonnegative
i1_flow_liquidity_134,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(quote_asset_volume))",0.1186788553143163,0.1458530345562884,True,False,raw_validation_positive
i1_flow_liquidity_232,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),Rank(ret_12))",0.1986212989371369,0.2396823660217189,True,False,cost20_validation_nonnegative
i2_microstructure_lite_093,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),Rank(realized_vol_12))",0.4678778390677595,0.484830619190543,True,False,raw_validation_positive
i2_microstructure_lite_121,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(realized_vol_6))",0.4678778390677595,0.484830619190543,True,False,raw_validation_positive
i1_flow_liquidity_138,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),ZScore(avg_trade_size_quote))",0.2585913704312118,0.2815112714546461,True,False,raw_recent_positive
i2_microstructure_lite_049,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(ret_12))",0.3670109550014757,0.4294199265055437,True,False,raw_recent_positive
i0_basis_premium_049,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),Rank(ret_12))",0.1830287771284894,0.3058480739864805,True,False,raw_recent_positive
i3_placebo_random_023,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.2142583228916391,0.1951981951429828,True,False,raw_recent_positive
i3_placebo_random_073,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.2142583228916391,0.1951981951429828,True,False,raw_recent_positive
i3_placebo_random_123,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.2142583228916391,0.1951981951429828,True,False,raw_recent_positive
i3_placebo_random_173,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.2142583228916391,0.1951981951429828,True,False,raw_recent_positive
i3_placebo_random_223,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.2142583228916391,0.1951981951429828,True,False,raw_recent_positive
i2_microstructure_lite_117,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_12),Rank(ret_12))",0.4530128398372765,0.4753245644721414,True,False,cost20_validation_nonnegative
i1_flow_liquidity_204,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_6),Rank(ret_12))",0.1921674428444039,0.2293503940252599,True,False,raw_recent_positive
i2_microstructure_lite_166,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(ret_12))",0.0465862875110162,0.1366508826013578,True,False,raw_validation_positive
i1_flow_liquidity_168,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(avg_trade_size_quote),ZScore(number_of_trades))",0.1462108373473958,0.1840400066263019,True,False,raw_recent_positive
i2_microstructure_lite_241,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),ZScore(realized_vol_24))",0.4664054652861088,0.4573468937224608,True,False,raw_validation_positive
i0_basis_premium_235,I0_basis_premium,basis_premium,"Mul(ZScore(ret_12),Rank(ret_12))",0.1036463851861845,0.2145343951069359,True,False,raw_recent_positive
i2_microstructure_lite_123,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(realized_vol_6))",0.3104642571561309,0.3780428914340943,True,False,raw_validation_positive
i2_microstructure_lite_055,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(quote_volume_mean_12))",0.3413196964786411,0.3460049450628126,True,False,raw_validation_positive
i0_basis_premium_025,I0_basis_premium,basis_premium,Rank(realized_vol_12),0.5012091158178577,0.5100118637799439,False,False,raw_validation_positive
i2_microstructure_lite_009,I2_microstructure_lite,microstructure_lite,realized_vol_12,0.5012091158178577,0.5100118637799439,False,False,raw_validation_positive
i2_microstructure_lite_011,I2_microstructure_lite,microstructure_lite,ZScore(realized_vol_12),0.5012091158178577,0.5100118637799439,False,False,raw_validation_positive
i2_microstructure_lite_138,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(ret_12))",0.0383833355526555,0.1257118719839352,True,False,raw_validation_positive
i2_microstructure_lite_110,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),ZScore(ret_12))",0.0378662182971959,0.1317344719556355,True,False,raw_validation_positive
i2_microstructure_lite_012,I2_microstructure_lite,microstructure_lite,realized_vol_24,0.3186270525612261,0.3189351982602761,True,False,raw_validation_positive
i2_microstructure_lite_014,I2_microstructure_lite,microstructure_lite,ZScore(realized_vol_24),0.3186270525612261,0.3189351982602761,True,False,raw_validation_positive
i1_flow_liquidity_218,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(ret_12))",0.0569879544821793,0.1427357697812603,True,False,raw_validation_positive
i2_microstructure_lite_133,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(ret_6))",0.3287721250433018,0.3454630532760924,True,False,raw_validation_positive
i2_microstructure_lite_007,I2_microstructure_lite,microstructure_lite,Rank(realized_vol_6),0.447385511471162,0.4803774536867007,True,False,raw_validation_positive
i1_flow_liquidity_114,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(quote_volume_mean_12))",0.1951915176391147,0.2073504736730278,True,False,raw_recent_positive
i2_microstructure_lite_096,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),Rank(realized_vol_24))",0.3106943915772175,0.3123298087092859,True,False,raw_validation_positive
i2_microstructure_lite_148,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),Rank(realized_vol_6))",0.3106943915772175,0.3123298087092859,True,False,raw_validation_positive
i0_basis_premium_077,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),ZScore(ret_6))",-0.014357048330315,0.0257185013679651,True,False,raw_validation_positive
i1_flow_liquidity_238,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),ZScore(quote_volume_mean_6))",0.1807341980091494,0.1988645166442361,True,False,raw_recent_positive
i2_microstructure_lite_207,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(realized_vol_6))",0.3956409701032449,0.4424504933555791,True,False,raw_validation_positive
i2_microstructure_lite_234,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),ZScore(realized_vol_6))",0.2811541480484786,0.3164780662924411,True,False,raw_validation_positive
i0_basis_premium_022,I0_basis_premium,basis_premium,Rank(ret_12),0.0201956613166875,0.0945569350057995,True,False,raw_validation_positive
i1_flow_liquidity_030,I1_flow_liquidity,flow_liquidity,ret_12,0.0201956613166875,0.0945569350057995,True,False,raw_validation_positive
i1_flow_liquidity_032,I1_flow_liquidity,flow_liquidity,ZScore(ret_12),0.0201956613166875,0.0945569350057995,True,False,raw_validation_positive
i2_microstructure_lite_024,I2_microstructure_lite,microstructure_lite,ret_12,0.0201956613166875,0.0945569350057995,True,False,raw_validation_positive
i2_microstructure_lite_026,I2_microstructure_lite,microstructure_lite,ZScore(ret_12),0.0201956613166875,0.0945569350057995,True,False,raw_validation_positive
i2_microstructure_lite_054,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(ret_12))",0.0422112758078256,0.1361218832223213,True,False,raw_validation_positive
i2_microstructure_lite_225,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(quote_volume_mean_12))",0.2716446901181935,0.2567205534379913,True,False,raw_validation_positive
i0_basis_premium_099,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),Rank(ret_12))",0.1887799419755564,0.2797368381746095,True,False,raw_recent_positive
i2_microstructure_lite_185,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(realized_vol_24))",0.4708186268097264,0.4472718325082702,True,False,raw_validation_positive
i2_microstructure_lite_136,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(ret_12))",0.2248026540330882,0.2688877140826138,True,False,raw_validation_positive
i0_basis_premium_074,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(ret_12))",0.1651544788585733,0.251694550252697,True,False,raw_recent_positive
i1_flow_liquidity_156,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),ZScore(ret_12))",0.0440914774801504,0.1275579699997912,True,False,raw_validation_positive
i2_microstructure_lite_239,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),Rank(realized_vol_24))",0.3499902503815812,0.3527455981699527,True,False,raw_validation_positive
i1_flow_liquidity_177,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),Rank(volume))",0.3080130530253647,0.2830453506838888,True,False,raw_recent_positive
i1_flow_liquidity_234,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(avg_trade_size_quote))",0.1850670666099055,0.1916295541704855,True,False,raw_recent_positive
i2_microstructure_lite_150,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(realized_vol_6))",0.1992394223850472,0.2459831836588652,True,False,raw_validation_positive
i0_basis_premium_075,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(ret_6))",0.2393608982254238,0.3026675946945608,True,False,raw_recent_positive
i2_microstructure_lite_006,I2_microstructure_lite,microstructure_lite,realized_vol_6,0.2762162857597589,0.2989618327870232,True,False,raw_validation_positive
i2_microstructure_lite_008,I2_microstructure_lite,microstructure_lite,ZScore(realized_vol_6),0.2762162857597589,0.2989618327870232,True,False,raw_validation_positive
i2_microstructure_lite_092,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_6),Rank(ret_12))",0.2631643732336262,0.2928951675214209,True,False,raw_validation_positive
i0_basis_premium_222,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),ZScore(realized_vol_12))",0.3121442196475147,0.3478087613340797,True,False,raw_validation_positive
i2_microstructure_lite_238,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),ZScore(realized_vol_12))",0.3121442196475147,0.3478087613340797,True,False,raw_validation_positive
i0_basis_premium_211,I0_basis_premium,basis_premium,"Mul(ZScore(ret_6),Rank(ret_12))",-0.0632233631233247,-0.0257216626330438,True,False,raw_validation_positive
i2_microstructure_lite_235,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_6),Rank(ret_12))",-0.0632233631233247,-0.0257216626330438,True,False,raw_validation_positive
i2_microstructure_lite_158,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_24),Rank(ret_12))",0.3109229777957355,0.3128114152110463,True,False,raw_validation_positive
i2_microstructure_lite_033,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(realized_vol_6))",0.4690981218970951,0.4733344953262011,True,False,raw_validation_positive
i1_flow_liquidity_202,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(avg_trade_size_quote))",0.1849567255375102,0.1899211045006681,True,False,raw_recent_positive
i1_flow_liquidity_013,I1_flow_liquidity,flow_liquidity,Rank(avg_trade_size_quote),0.2079486615305403,0.1710204705355952,True,False,raw_validation_positive
i2_microstructure_lite_035,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(realized_vol_6))",0.3262020283875734,0.4034615576800288,True,False,raw_validation_positive
i3_placebo_random_047,I3_placebo_random,placebo_random,Rank(hl_range),0.3512107682424191,0.2848847645110402,True,False,raw_validation_positive
i3_placebo_random_097,I3_placebo_random,placebo_random,Rank(hl_range),0.3512107682424191,0.2848847645110402,True,False,raw_validation_positive
i3_placebo_random_147,I3_placebo_random,placebo_random,Rank(hl_range),0.3512107682424191,0.2848847645110402,True,False,raw_validation_positive
i3_placebo_random_197,I3_placebo_random,placebo_random,Rank(hl_range),0.3512107682424191,0.2848847645110402,True,False,raw_validation_positive
i3_placebo_random_247,I3_placebo_random,placebo_random,Rank(hl_range),0.3512107682424191,0.2848847645110402,True,False,raw_validation_positive
i2_microstructure_lite_179,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(realized_vol_6))",0.4258272049386064,0.4693310379068328,True,False,raw_validation_positive
i1_flow_liquidity_055,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),ZScore(volume))",0.2888194662222808,0.2484383447382175,True,False,raw_validation_positive
i2_microstructure_lite_222,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(ret_12))",0.0211250364738191,0.0946362650554042,True,False,raw_validation_positive
i0_basis_premium_189,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),ZScore(ret_6))",-0.0403363440912037,0.0119951559102572,True,False,raw_validation_positive
i2_microstructure_lite_063,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(realized_vol_6))",0.384072770520395,0.4174756653297435,True,False,raw_validation_positive
i0_basis_premium_027,I0_basis_premium,basis_premium,hl_range,0.4222185684577078,0.434231000099061,True,False,raw_validation_positive
i2_microstructure_lite_001,I2_microstructure_lite,microstructure_lite,Rank(hl_range),0.4222185684577078,0.434231000099061,True,False,raw_validation_positive
i0_basis_premium_029,I0_basis_premium,basis_premium,ZScore(hl_range),0.4222185684577078,0.434231000099061,True,False,raw_validation_positive
i2_microstructure_lite_082,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(ret_12))",0.0254989510216848,0.1104270713272107,True,False,raw_validation_positive
i1_flow_liquidity_247,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),ZScore(ret_6))",-0.008551397167617,0.0334697434745994,True,False,raw_validation_positive
i2_microstructure_lite_039,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(hl_range),Rank(ret_12))",0.3808145349942422,0.3929329039854515,True,False,raw_validation_positive
i1_flow_liquidity_106,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(avg_trade_size_quote))",0.172627985643951,0.1765033538966149,True,False,raw_recent_positive
i1_flow_liquidity_164,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(avg_trade_size_quote),ZScore(quote_asset_volume))",0.172627985643951,0.1765033538966149,True,False,raw_recent_positive
i1_flow_liquidity_123,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(ret_6))",-0.0226524301250155,0.0249481189861968,True,False,raw_validation_positive
i2_microstructure_lite_124,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(realized_vol_24))",0.3236526640790254,0.3233131775104677,True,False,raw_validation_positive
i2_microstructure_lite_152,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),Rank(realized_vol_12))",0.3236526640790254,0.3233131775104677,True,False,raw_validation_positive
i3_placebo_random_048,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.1510433857454478,0.1475227078300113,True,False,raw_recent_positive
i3_placebo_random_098,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.1510433857454478,0.1475227078300113,True,False,raw_recent_positive
i3_placebo_random_148,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.1510433857454478,0.1475227078300113,True,False,raw_recent_positive
i3_placebo_random_198,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.1510433857454478,0.1475227078300113,True,False,raw_recent_positive
i3_placebo_random_248,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),0.1510433857454478,0.1475227078300113,True,False,raw_recent_positive
i2_microstructure_lite_145,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),Rank(abs_ret_1))",0.4097679331102843,0.3926786002955733,True,False,raw_validation_positive
i1_flow_liquidity_153,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),ZScore(ret_6))",-0.0126371287581253,0.0298016530465067,True,False,raw_validation_positive
i0_basis_premium_057,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),ZScore(hl_range))",0.4093320154045266,0.4251101171797887,True,False,raw_validation_positive
i1_flow_liquidity_053,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),Rank(volume))",0.4043710485449088,0.3981870695822068,True,False,raw_validation_positive
i0_basis_premium_225,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),ZScore(hl_range))",0.4017243169115118,0.4083351115482778,True,False,raw_validation_positive
i2_microstructure_lite_214,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(realized_vol_24))",0.2783881294153281,0.2814057056096338,True,False,raw_validation_positive
i2_microstructure_lite_103,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),Rank(ret_3))",0.3002266374288383,0.3312054007778574,True,False,raw_validation_positive
i2_microstructure_lite_205,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),Rank(realized_vol_6))",0.3002266374288383,0.3312054007778574,True,False,raw_validation_positive
i0_basis_premium_223,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),Rank(hl_range))",0.2826925034488534,0.3049020489233424,True,False,raw_validation_positive
i0_basis_premium_194,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),ZScore(realized_vol_12))",0.2825828577075476,0.3153945368878003,True,False,raw_validation_positive
i2_microstructure_lite_210,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(realized_vol_12))",0.2825828577075476,0.3153945368878003,True,False,raw_validation_positive
i0_basis_premium_197,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),ZScore(hl_range))",0.3979128349240198,0.4084262209415607,True,False,raw_validation_positive
i1_flow_liquidity_094,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(ret_12))",0.0358852305235253,0.1114015177210017,True,False,raw_validation_positive
i1_flow_liquidity_185,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),ZScore(ret_6))",-0.0131016625359543,0.048748408059319,True,False,raw_validation_positive
i2_microstructure_lite_126,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(realized_vol_24))",0.2391847557597372,0.2525816526886549,True,False,raw_validation_positive
i2_microstructure_lite_113,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),ZScore(quote_volume_mean_12))",0.4141402641094507,0.4352967941625321,True,False,cost20_validation_nonnegative
i0_basis_premium_083,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(hl_range))",0.4456758424577137,0.4933573514419981,True,False,raw_validation_positive
i0_basis_premium_103,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),Rank(ret_6))",0.1046087817934333,0.1447507425089282,True,False,raw_validation_positive
i0_basis_premium_205,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),Rank(premium_index))",0.1046087817934333,0.1447507425089282,True,False,raw_validation_positive
i2_microstructure_lite_086,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),Rank(hl_range))",0.2884032726248324,0.2955874906950764,True,False,raw_validation_positive
