stage_id,authorization_path,authorization_key,authorization_value,authorized_bool
A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,numeric_replay,"{""authorized"": false}",False
A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,A7AG-1,"{""status"": ""PASS_A7AG1_STATIC_BLUEPRINT_DRYRUN_READY_FOR_A7AG2_NUMERIC_REPLAY_CONTRACT""}",False
A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,a7ag2_numeric_replay_contract,"{""authorized"": true}",True
A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,numeric_replay_execution,"{""authorized"": false}",False
A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,A7AG-2,"{""status"": ""PASS_A7AG2_NUMERIC_REPLAY_CONTRACT_READY_FOR_A7AG3_PILOT""}",False
A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,a7ag3_numeric_replay_pilot,"{""authorized"": true}",True
A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,numeric_replay_execution,"{""authorized"": false}",False
A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_authorization_matrix.json,A7AG-3,"{""status"": ""PASS_A7AG3_NUMERIC_REPLAY_PILOT_CLUES_FOUND_EXECUTION_STILL_HOLD""}",False
A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_authorization_matrix.json,a7ag4_forensic_contract,"{""authorized"": true}",True
A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_authorization_matrix.json,A7AG-4,"{""status"": ""PASS_A7AG4_CLUE_FORENSIC_CONTRACT_READY_FOR_A7AG5""}",False
A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_authorization_matrix.json,a7ag5_clue_forensic_audit,"{""authorized"": true}",True
A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_authorization_matrix.json,A7AG-5,"{""status"": ""HOLD_A7AG5_NO_ORDINARY_LABEL_TRANSLATION""}",False
A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_authorization_matrix.json,a7ag6_contract,"{""authorized"": false}",False
A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_authorization_matrix.json,large_search,"{""authorized"": false}",False
