candidate_id,engine,arm,seed,ordinal,family,object_type,signal_mode,expression,expr_hash,horizon,source_fields,source_field_families,operator_signature,formula_depth,may_used_for_generation,may_used_for_static_score,static_score,selected_for_strict_replay
e0_current_a7l_manual_generator_s1_03349,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3349,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(number_of_trades),ZScore(quote_asset_volume)),Rank(realized_vol_24))",fcbd5063ab64bca7,24,number_of_trades;quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03413,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3413,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(number_of_trades),ZScore(abs_ret_1)),Rank(realized_vol_12))",fea5983217d6e489,24,abs_ret_1;number_of_trades;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03417,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3417,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_12),Rank(avg_trade_size_quote)),Rank(realized_vol_12))",52008a14d1554642,24,avg_trade_size_quote;quote_volume_mean_12;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03461,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3461,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_12),ZScore(number_of_trades)),Rank(abs_ret_1))",486fa280972f98b7,24,abs_ret_1;number_of_trades;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03465,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3465,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_12),ZScore(realized_vol_12)),Rank(realized_vol_6))",db4603702b94cbaa,24,quote_volume_mean_12;realized_vol_12;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03505,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3505,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_12),ZScore(realized_vol_6)),Rank(quote_volume_mean_24))",89af9b1bc3c297ed,24,quote_volume_mean_12;quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03509,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3509,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_12),ZScore(abs_ret_1)),Rank(realized_vol_12))",1b089d28bd58ebe9,24,abs_ret_1;quote_volume_mean_12;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03533,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3533,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_12),Rank(quote_volume_mean_6)),Rank(realized_vol_24))",aa337c481b46fd46,24,quote_volume_mean_6;realized_vol_12;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_03549,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3549,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_12),ZScore(hl_range)),Rank(quote_asset_volume))",290a4cf874f622cb,24,hl_range;quote_asset_volume;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04313,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4313,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(quote_volume_mean_6)),Rank(hl_range))",273ec3885f62d77a,24,hl_range;quote_volume_mean_24;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04329,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4329,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(hl_range)),Rank(avg_trade_size_quote))",ad1e6113fb7f6940,24,avg_trade_size_quote;hl_range;quote_volume_mean_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04337,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4337,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(number_of_trades)),Rank(realized_vol_12))",b395fad51ea3ae65,24,number_of_trades;quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04377,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4377,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(realized_vol_6)),Rank(quote_asset_volume))",95ffdb3748881672,24,quote_asset_volume;quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04381,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4381,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(abs_ret_1)),Rank(abs_ret_1))",59c933997a116478,24,abs_ret_1;quote_volume_mean_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04385,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4385,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_6),ZScore(avg_trade_size_quote)),Rank(realized_vol_6))",836befe15fe4e1cb,24,avg_trade_size_quote;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04405,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4405,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_6),Rank(quote_volume_mean_6)),Rank(hl_range))",40b5f6ff67eac8c6,24,hl_range;quote_volume_mean_6;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04421,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4421,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_6),ZScore(hl_range)),Rank(avg_trade_size_quote))",374c4bee20ac5f0f,24,avg_trade_size_quote;hl_range;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04477,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4477,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_6),Rank(quote_volume_mean_24)),Rank(realized_vol_6))",2fd77a2c8b94b74c,24,quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04517,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4517,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(abs_ret_1),Rank(quote_asset_volume)),Rank(quote_volume_mean_24))",7ed287efd3b4aa27,24,abs_ret_1;quote_asset_volume;quote_volume_mean_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04537,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4537,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(abs_ret_1),ZScore(realized_vol_12)),Rank(number_of_trades))",67c0e7792f3991c3,24,abs_ret_1;number_of_trades;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04661,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4661,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(avg_trade_size_quote),ZScore(hl_range)),Rank(quote_volume_mean_12))",9a160c6f7604180f,24,avg_trade_size_quote;hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04677,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4677,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_12)),Rank(quote_volume_mean_12))",769d2135a2ac8663,24,avg_trade_size_quote;quote_volume_mean_12;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_04721,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4721,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(avg_trade_size_quote),ZScore(abs_ret_1)),Rank(number_of_trades))",2d2fcc6a441f5117,24,abs_ret_1;avg_trade_size_quote;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s1_00097,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,97,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_12))",f9f0e626166dfe85,24,avg_trade_size_quote;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00137,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,137,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_6))",b0b734b4029b80e0,24,avg_trade_size_quote;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00141,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,141,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),ZScore(abs_ret_1))",a8c81a6eb9ab10fa,24,abs_ret_1;avg_trade_size_quote,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00489,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,489,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(realized_vol_12))",424ae557e913fdff,24,quote_volume_mean_6;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00529,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,529,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(realized_vol_6))",822916208eeb3248,24,quote_volume_mean_6;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00533,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,533,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(abs_ret_1))",05fedb3b25643624,24,abs_ret_1;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00637,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,637,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_24),Rank(avg_trade_size_quote))",3ae978ec421e34b2,24,avg_trade_size_quote;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00677,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,677,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_24),Rank(number_of_trades))",a839ed8071dbc6ec,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00681,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,681,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_12))",a1d70a39f2b28bf4,24,quote_volume_mean_12;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00721,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,721,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_24))",d79467b25170c587,24,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00761,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,761,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_asset_volume),ZScore(realized_vol_24))",4b30d6e6ca1cac6f,24,quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00765,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,765,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_asset_volume),ZScore(hl_range))",491666325337be5e,24,hl_range;quote_asset_volume,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00829,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,829,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_asset_volume),Rank(abs_ret_1))",3d24b727610cb47f,24,abs_ret_1;quote_asset_volume,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00833,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,833,manual_a7l_control,generated_candidate,original,"Mul(ZScore(hl_range),Rank(avg_trade_size_quote))",ecfe0b71701b1e7a,24,avg_trade_size_quote;hl_range,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00865,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,865,manual_a7l_control,generated_candidate,original,"Mul(ZScore(hl_range),Rank(quote_asset_volume))",7f77fe52ab857ee7,24,hl_range;quote_asset_volume,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00873,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,873,manual_a7l_control,generated_candidate,original,"Mul(ZScore(hl_range),Rank(number_of_trades))",bbfe02df32109b8f,24,hl_range;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00877,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,877,manual_a7l_control,generated_candidate,original,"Mul(Rank(hl_range),ZScore(quote_volume_mean_12))",2ee7a5a47e755e1f,24,hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_00917,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,917,manual_a7l_control,generated_candidate,original,"Mul(Rank(hl_range),ZScore(quote_volume_mean_24))",5c38ad7c69abe4e8,24,hl_range;quote_volume_mean_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01065,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1065,manual_a7l_control,generated_candidate,original,"Mul(ZScore(number_of_trades),Rank(hl_range))",010d07a538aa2ab0,24,hl_range;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01077,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1077,manual_a7l_control,generated_candidate,original,"Mul(Rank(number_of_trades),ZScore(realized_vol_12))",c51727deb93d4dc1,24,number_of_trades;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01117,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1117,manual_a7l_control,generated_candidate,original,"Mul(Rank(number_of_trades),ZScore(realized_vol_6))",7bb314408c9dbcd4,24,number_of_trades;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01121,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1121,manual_a7l_control,generated_candidate,original,"Mul(Rank(number_of_trades),ZScore(abs_ret_1))",4da7eb201b8f176f,24,abs_ret_1;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01153,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1153,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_12),ZScore(realized_vol_24))",1b67762da2534f5b,24,quote_volume_mean_12;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01221,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1221,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_12),Rank(abs_ret_1))",1414ed6daca69487,24,abs_ret_1;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01225,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1225,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_12),Rank(avg_trade_size_quote))",d3a4c91281d72336,24,avg_trade_size_quote;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01257,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1257,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_12),Rank(quote_asset_volume))",04765017573b7c19,24,quote_asset_volume;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01269,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1269,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_12),ZScore(number_of_trades))",6feb690e728f1b2c,24,number_of_trades;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_01309,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1309,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_12),ZScore(quote_volume_mean_24))",d57170f18b3fe7c8,24,quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_02033,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,2033,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_24),Rank(realized_vol_24))",6472d3cee7a46faa,24,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_02041,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,2041,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_24),Rank(hl_range))",7533e7b9dcde642b,24,hl_range;quote_volume_mean_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s1_02057,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,2057,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_24),Rank(realized_vol_12))",f7f8a29a8219c01b,24,quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
