blueprint_id,expression,a7ls_lane,lane_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,skeleton_key,production_key,source_stage,source_seed_id,checkpoint_group
a7ls15_6f118c3bf3a3a2f0,"Delta(mark_index_basis_bps,2)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_2h,,skel_1d39996e97d5ace0,prod_a0c4cea648b9fdb2,A7LS-14,,chk_8d039fd807233575
a7ls15_5fac37c764e85074,"Mul(mark_trade_basis_bps,Sign(listing_age_days))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|listing_age_like,gated_sign,mark_trade_basis_bps,listing_age_days,basis_premium_like,listing_age_like,level,level,skel_d9d4f69744bac825,prod_854de17ae1e93d9c,A7LS-14,,chk_4d650875bbbcf28d
a7ls15_9230a7864c023ad0,"Mul(Delta(Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12)))),4),ZScore(Mean(mark_index_basis_bps,2)))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,basis_premium_like|age_x_volatility|basis_premium_like,seed_relative_shock,a7ls9_b627111b0d3434a7,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,mean_2h,skel_18ee5d7a8ef40e21,prod_26349bdcec47cad0,A7LS-13,a7ls9_b627111b0d3434a7,chk_98b37999c97cf761
a7ls15_5c06361ece239520,"Mean(mark_index_basis_bps,2)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,mean_2h,,skel_1d39996e97d5ace0,prod_1c746c687983d60b,A7LS-14,,chk_8d039fd807233575
a7ls15_c48ed9f0381fe8b6,"Sub(mark_trade_basis_bps,global_long_short_account_ratio_last)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|positioning_like,sub,mark_trade_basis_bps,global_long_short_account_ratio_last,basis_premium_like,positioning_like,level,level,skel_337820bc5afcf6cc,prod_c46a1d6a9fb9761a,A7LS-14,,chk_2ef8ae4621488e23
a7ls15_2c24b142a90c92ea,"Mul(Sub(CSRank(Mul(ZScore(Mean(age_x_volatility,24)),Abs(ZScore(Mean(volume_volatility_ratio_168h,24))))),CSRank(ZScore(Mean(mark_index_basis_bps,2)))),Sign(ZScore(Mean(mark_index_basis_bps,2))))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,listing_age_like|regime_state|basis_premium_like,seed_signed_spread,a7ls9_b45bcf9f12dbe4c1,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,zmean_2h,skel_90f6e232bb8def37,prod_d9d51602b195a49c,A7LS-13,a7ls9_b45bcf9f12dbe4c1,chk_ce2fd36aefed21f1
a7ls15_4adcb4a30b950527,"ZScore(Mean(mark_index_basis_bps,2))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_2h,,skel_a311ee3fdacdeca2,prod_601bebe97fa66e33,A7LS-14,,chk_3a9c98241afc04cd
a7ls15_19bcfc4963d97884,"Sub(mark_trade_basis_bps,mark_index_basis_bps)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like,sub,mark_trade_basis_bps,mark_index_basis_bps,basis_premium_like,basis_premium_like,level,level,skel_337820bc5afcf6cc,prod_530fc16f04b83da4,A7LS-14,,chk_b99539f0730500b7
a7ls15_844d96883193e346,"Mul(Mul(Abs(ZScore(Mean(realized_vol_168h,48))),ZScore(Mean(volume_volatility_ratio_168h,48))),Abs(ZScore(Mean(mark_index_basis_bps,2))))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,volatility_like|volume_volatility_ratio_168h|basis_premium_like,seed_mul,a7ls9_606d17a2011da024,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,abs_zmean_2h,skel_d6e7a606066a190d,prod_b6c1efb443b4f726,A7LS-13,a7ls9_606d17a2011da024,chk_2e0e9ae8dde5fd7e
a7ls15_6d067f074c488933,"Abs(ZScore(Mean(mark_index_basis_bps,2)))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,abs_zmean_2h,,skel_1926552988410ac0,prod_2ae33787151bae9c,A7LS-14,,chk_5984a68d1441d1ef
a7ls15_2545fdf434fc8d3d,"Sub(CSRank(premium_close_bps),CSRank(realized_vol_24h))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,spread_rank,premium_close_bps,realized_vol_24h,basis_premium_like,volatility_like,level,level,skel_293cae94cfd91548,prod_aab1624869ba6c8e,A7LS-14,,chk_65a570ccdd91ace9
a7ls15_10c85bcddd4282f7,"Sub(Mul(Abs(ZScore(Mean(premium_close_bps,168))),ZScore(Mean(open_interest_value_last,168))),Decay(mark_index_basis_bps,2))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,basis_premium|positioning_flow|basis_premium_like,seed_sub,a7ls9_a2eab9873da00d14,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,decay_2h,skel_c423918d578f476b,prod_50b24b0cd5688580,A7LS-13,a7ls9_a2eab9873da00d14,chk_ecee488ceb9816a9
a7ls15_bdac877fa404c3a6,"Decay(mark_index_basis_bps,2)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,decay_2h,,skel_1d39996e97d5ace0,prod_8dc3c659f3c9be37,A7LS-14,,chk_8d039fd807233575
a7ls15_969643123832043a,"Sub(CSRank(premium_close_bps),CSRank(trade_quote_volume))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|liquidity_like,spread_rank,premium_close_bps,trade_quote_volume,basis_premium_like,liquidity_like,level,level,skel_293cae94cfd91548,prod_d180da1bb10de9b8,A7LS-14,,chk_053d011f69f4e81e
a7ls15_832a9041445dcea5,"Mul(ZScore(Mean(volume_volatility_ratio_168h,48)),Sign(TSRank(mark_index_basis_bps,2)))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,volatility_like|basis_premium_like,seed_gated_sign,a7ls9_516eed52d75aa727,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,tsrank_2h,skel_bcb165b7818f5d85,prod_4ec2a4332c7d36dc,A7LS-13,a7ls9_516eed52d75aa727,chk_97452751c7ad9b03
a7ls15_2645c65b7b36e207,"TSRank(mark_index_basis_bps,2)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,tsrank_2h,,skel_1d39996e97d5ace0,prod_af87a4d3698b3618,A7LS-14,,chk_8d039fd807233575
a7ls15_04fa89596d2d945a,"Sub(CSRank(premium_close_bps),CSRank(trade_close))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,spread_rank,premium_close_bps,trade_close,basis_premium_like,price_like,level,level,skel_293cae94cfd91548,prod_c987d40f7a313875,A7LS-14,,chk_506582547e70b034
a7ls15_52a6cb9d998176eb,"Mean(Mul(ZScore(Mean(volume_volatility_ratio_168h,24)),Delta(mark_index_basis_bps,3)),4)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,volatility_like|basis_premium_like,seed_smooth_mul,a7ls9_37dceefef1275afb,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,delta_3h,skel_5e59fd0ac881977f,prod_4b18a998e5bb7c90,A7LS-13,a7ls9_37dceefef1275afb,chk_1f1813b10d673b42
a7ls15_437f603853d5888e,"Delta(mark_index_basis_bps,3)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_3h,,skel_1d39996e97d5ace0,prod_dd7bce61f20cda11,A7LS-14,,chk_8d039fd807233575
a7ls15_41c20242cf9158f2,"Mean(Mul(premium_close_bps,listing_age_days),4)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|listing_age_like,smooth_mul,premium_close_bps,listing_age_days,basis_premium_like,listing_age_like,level,level,skel_356a5f3fab58eb27,prod_cf6e6c5ccfdab510,A7LS-14,,chk_78c78fa0cd893cd1
a7ls15_4e05ca7ae61abbb0,"Mul(Delta(Mul(Abs(ZScore(Mean(volume_volatility_ratio_168h,12))),ZScore(Mean(volume_volatility_ratio_168h,12))),4),ZScore(Mean(mark_index_basis_bps,3)))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,volatility_like|volume_volatility_ratio_168h|basis_premium_like,seed_relative_shock,a7ls9_027c5a5ab9db998a,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,mean_3h,skel_a0eb9ab22d6f3b26,prod_b73e335cd0df6ef4,A7LS-13,a7ls9_027c5a5ab9db998a,chk_f01e8cdc63dd011d
a7ls15_bb2a50a8edc55c3d,"Mean(mark_index_basis_bps,3)",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,mean_3h,,skel_1d39996e97d5ace0,prod_e4a7504ebfe5d996,A7LS-14,,chk_8d039fd807233575
a7ls15_c4cf89fc94183542,"Sub(CSRank(premium_close_bps),CSRank(global_long_short_account_ratio_last))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|positioning_like,spread_rank,premium_close_bps,global_long_short_account_ratio_last,basis_premium_like,positioning_like,level,level,skel_293cae94cfd91548,prod_b049a6766523b017,A7LS-14,,chk_25ddc995a230ae43
a7ls15_ab7844aef97c19d7,"Mul(Sub(CSRank(Mul(Abs(ZScore(Mean(realized_vol_168h,12))),ZScore(Mean(volume_volatility_ratio_168h,12)))),CSRank(ZScore(Mean(mark_index_basis_bps,3)))),Sign(ZScore(Mean(mark_index_basis_bps,3))))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,volatility_like|volume_volatility_ratio_168h|basis_premium_like,seed_signed_spread,a7ls9_5643d6073296ae92,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,zmean_3h,skel_4e306b47ce685682,prod_efb83b022bd28888,A7LS-13,a7ls9_5643d6073296ae92,chk_1de3349e5e00519e
a7ls15_1c2bb27380f308cb,"ZScore(Mean(mark_index_basis_bps,3))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_3h,,skel_a311ee3fdacdeca2,prod_c5d7cbf54417c178,A7LS-14,,chk_3a9c98241afc04cd
a7ls15_9069ecff23593885,"Sub(CSRank(premium_close_bps),CSRank(mark_index_basis_bps))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like,spread_rank,premium_close_bps,mark_index_basis_bps,basis_premium_like,basis_premium_like,level,level,skel_293cae94cfd91548,prod_a9743ebe433c8f8f,A7LS-14,,chk_af650742cefdecf1
a7ls15_4620e3a0bbae3ced,"Mul(Mul(ZScore(Mean(top_long_short_account_ratio_last,24)),Sign(ZScore(Mean(liquidity_rank_active_universe,24)))),Abs(ZScore(Mean(mark_index_basis_bps,3))))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L3_seed_context_mutation,role_mixed_allowed,P0,open_interest_like|liquidity_rank_active_universe|basis_premium_like,seed_mul,a7ls9_b0eee4793300a610,mark_index_basis_bps,a7ls13_seed,basis_premium_like,seed_expression,abs_zmean_3h,skel_7ced7a1852c7e2ed,prod_3e0d7298639e2df3,A7LS-13,a7ls9_b0eee4793300a610,chk_9e05b6321aab59b9
a7ls15_eaaaf8d3be3ec2b7,"Abs(ZScore(Mean(mark_index_basis_bps,3)))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L1_single_axis_transform,role_mixed_allowed,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,abs_zmean_3h,,skel_1926552988410ac0,prod_085f556616204fc9,A7LS-14,,chk_5984a68d1441d1ef
a7ls15_2dd23e59482fcc52,"Mul(CSRank(basis_abs_168h),Sign(realized_vol_24h))",A7LS14_A,exploit_a7ls13_multi_label_packet,evidence_exploitation,L2_typed_interaction,role_mixed_allowed,P0,basis_premium_like|volatility_like,gated_sign,basis_abs_168h,realized_vol_24h,basis_premium_like,volatility_like,csrank,level,skel_293cae94cfd91548,prod_e4bf86ab12ee3159,A7LS-14,,chk_aece5178645ca2fc
