blueprint_id,seed_lane,label_family,label_horizon_h,left_field,left_transform,operator,right_field,right_transform,expression,candidate_role
core26ce_S0_positioning_price_basis_e4809f4af7260a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_72h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,72))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_0bd45457514a47,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_915af98d31e3cc,S0_positioning_price_basis,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,abs_zscore_168h,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_trade_basis_bps)))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_690bbc8108e16f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,delta_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_d059531af1ab68,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_index_basis_bps,24))",split_consistency_repair_probe
core26ce_S0_positioning_price_basis_c53643e4fabd13,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,decay_24h,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_index_basis_bps,24))",split_consistency_repair_probe
core26ce_S3_cross_family_bridge_04bcda6c9d4973,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26ce_S3_cross_family_bridge_ac414fa5f2efc8,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_trade_basis_bps))))",split_consistency_repair_probe
core26ce_S3_cross_family_bridge_b9afe68d0b3ade,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,basis_abs_168h,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(basis_abs_168h,72)))",split_consistency_repair_probe
core26ce_S3_cross_family_bridge_1409db830695e3,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,Mul,mark_trade_basis_bps,zscore_168h,"Mul(Delta(top_long_short_position_ratio_last,8),ZScore(mark_trade_basis_bps))",split_consistency_repair_probe
