split,expression,horizon,orientation,base_train_ic,active_hours,net10,net20,lag1_net10,lag2_net10,lag3_net10,turnover_mean,gross_exposure_mean
validation_2025H1,Rank(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,4344,0.5036624592278063,-0.15283754077219291,0.6691078833577069,0.6955694825854866,0.7627432250268209,0.1511279926335175,1.0
recent_oos_2025H2_2026Apr,Rank(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,7294,0.9488994325912348,0.12289943259123481,1.055995454274282,1.1217396160460205,1.2308906374141144,0.11321271929824561,0.9997258771929824
fresh_may_2026,Rank(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,480,0.588787104837132,0.5504537715037987,0.6151074325358712,0.6499156635680142,0.6589112067800045,0.0759075907590759,0.9504950495049505
train_2024,Rank(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,8751,-11.386005953173413,-12.478839286506744,-11.045969596027325,-10.606470860666597,-10.215185567260125,0.12455360534913759,0.9973786186459995
validation_2025H1,Rank(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,4344,1.1173405427942373,0.4608405427942368,1.2058161409745098,1.2128753180560214,1.2361092756239676,0.1511279926335175,1.0
recent_oos_2025H2_2026Apr,Rank(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,7294,1.3892684423591992,0.5632684423591989,1.3780412658695183,1.3192192750131007,1.2652918954846641,0.11321271929824561,0.9997258771929824
fresh_may_2026,Rank(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,456,0.7302147525659566,0.6932147525659563,0.7169020603232042,0.7081372531692829,0.7267667848384192,0.07326732673267326,0.902970297029703
train_2024,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034,8750,3.7778571206664058,2.2771904539997396,3.2154977979029433,2.7851925416347294,2.596237651067783,0.17103563559000073,0.9972646455436517
validation_2025H1,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034,4344,-3.553955531250025,-4.393122197916691,-3.6584039565172795,-3.815472045894603,-3.8095574275272726,0.1931783302639656,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034,7294,-2.241096912981421,-3.381930246314753,-2.513087238670081,-2.794862859737119,-2.9856300436023417,0.1563642178362573,0.9997258771929824
fresh_may_2026,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034,480,-0.2725314849058027,-0.33619815157246935,-0.37535492282646177,-0.465576456297371,-0.5337257097021562,0.12607260726072608,0.9504950495049505
train_2024,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169,8750,13.534274036291992,12.033607369625324,13.577640803452402,13.332384831960631,13.321299272377473,0.17103563559000073,0.9972646455436517
validation_2025H1,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169,4344,-4.817376628978614,-5.65654329564528,-5.05482783937134,-5.2609717903797355,-5.180106601512797,0.1931783302639656,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169,7294,-4.214673795947781,-5.355507129281114,-4.171568136503028,-4.047510587723298,-4.052079540312051,0.1563642178362573,0.9997258771929824
fresh_may_2026,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169,456,-0.07475745092153063,-0.13425745092153069,-0.0583177012842242,-0.036831493716586505,0.027167739774922706,0.11782178217821782,0.902970297029703
train_2024,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128,8751,5.936173828908258,4.801340495574923,5.61671080070326,5.577279492382612,5.5601110958863496,0.12934047564774712,0.9973786186459995
validation_2025H1,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128,4344,-1.0645723030800465,-1.7227389697467135,-1.0784815592198465,-1.2154475397394735,-1.3106344214303616,0.15151166359729892,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128,7294,-1.4660275829848972,-2.3158609163182304,-1.6544892926929968,-1.8230413228769162,-1.89299153123285,0.11647934941520467,0.9997258771929824
fresh_may_2026,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128,480,-0.18730407482875927,-0.22730407482875925,-0.24841393500386383,-0.3236376987266062,-0.3919521533841018,0.07920792079207921,0.9504950495049505
train_2024,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949,8751,12.50746778919602,11.372634455862686,12.351413568714518,12.226579917086605,12.179120551732236,0.12934047564774712,0.9973786186459995
validation_2025H1,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949,4344,-0.47663574696997835,-1.134802413636645,-0.3953149244762394,-0.5390785996271272,-0.5024184176941636,0.15151166359729892,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949,7294,-1.0253552484077446,-1.8751885817410783,-1.1521736872809556,-1.1909281560401643,-1.1412756293938022,0.11647934941520467,0.9997258771929824
fresh_may_2026,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949,456,-0.7188690004453283,-0.7572023337786616,-0.7469502820323182,-0.7942895152184779,-0.8370990591839356,0.0759075907590759,0.902970297029703
train_2024,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358,8751,-0.48173118747458643,-1.3387311874745884,-0.6871769278135993,-0.8414799971919833,-0.7628005931422681,0.09767494871210394,0.9973786186459995
validation_2025H1,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358,4344,-0.7082963858110247,-1.2117963858110237,-0.9634475730244514,-1.1477193626174418,-1.2506441096451224,0.11590699815837938,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358,7294,5.854290041761512,5.040456708428178,5.465025448076918,5.156898243612973,4.850165035250745,0.11154513888888888,0.9997258771929824
fresh_may_2026,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358,480,-1.145287698341647,-1.18512103167498,-1.1546532149711857,-1.1550750143937005,-1.1480835117112242,0.07887788778877888,0.9504950495049505
train_2024,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,1.0,0.018966064218035487,8751,4.145262866136416,3.2882628661364137,4.163974361389025,4.152077765544018,4.236286230916193,0.09767494871210394,0.9973786186459995
validation_2025H1,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,1.0,0.018966064218035487,4344,-3.4821820799808245,-3.985682079980823,-3.692153520571778,-3.8758234023169056,-4.105617061003726,0.11590699815837938,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,1.0,0.018966064218035487,7294,7.7243237212208715,6.910490387887538,7.121800023186623,6.623268229889833,6.2193518344346455,0.11154513888888888,0.9997258771929824
fresh_may_2026,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,1.0,0.018966064218035487,456,-2.62671867612135,-2.663552009454683,-2.667991881780586,-2.729582984872148,-2.7669410087821404,0.07293729372937294,0.902970297029703
train_2024,Neg(ZScore(open_interest_zscore_168h)),24,1.0,0.003972462833324445,8751,0.35247526887511393,-0.4556913977915522,0.7036996692608902,0.8277049470441352,0.8753131436822011,0.09210926221411746,0.9973786186459995
validation_2025H1,Neg(ZScore(open_interest_zscore_168h)),24,1.0,0.003972462833324445,4344,-3.371477221992432,-3.821643888659099,-3.4163618740491395,-3.4806047364511796,-3.4609754174728247,0.10362952731737261,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(open_interest_zscore_168h)),24,1.0,0.003972462833324445,7294,1.1588376072059083,0.5581709405392421,1.0846412822034792,1.0502582016530408,1.0684104823294804,0.082328216374269,0.9997258771929824
fresh_may_2026,Neg(ZScore(open_interest_zscore_168h)),24,1.0,0.003972462833324445,480,-0.9619105395106498,-0.9934105395106498,-0.948239103206976,-0.9475770760266709,-0.9572015355674652,0.06237623762376237,0.9504950495049505
train_2024,Neg(ZScore(open_interest_zscore_168h)),48,-1.0,-0.001052427175155974,8751,-0.6902246197171971,-1.4983912863838649,-0.8579611080025664,-0.9460851380868474,-0.8980080834659802,0.09210926221411746,0.9973786186459995
validation_2025H1,Neg(ZScore(open_interest_zscore_168h)),48,-1.0,-0.001052427175155974,4344,3.6560389832091422,3.205872316542477,3.6779292011928675,3.7274408798750382,3.9101629295932505,0.10362952731737261,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(open_interest_zscore_168h)),48,-1.0,-0.001052427175155974,7294,-7.028413634283655,-7.629080300950322,-7.231101412175063,-7.507128785476423,-7.58900352163894,0.082328216374269,0.9997258771929824
fresh_may_2026,Neg(ZScore(open_interest_zscore_168h)),48,-1.0,-0.001052427175155974,456,2.012980459280273,1.9834804592802735,2.0394147615089624,2.063640489368858,2.101564805875799,0.05841584158415841,0.902970297029703
