candidate_id,candidate_role,field_roles,role_violation,decision
a7al2q_dca37c649bd07b2c,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_5da100b2822dc1a6,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_be7b3f3711ce725c,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_7ab7421584d602af,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a33a56cf65a5b0c2,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_87fb51bebe303146,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_4e2ad10685353df3,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_14a9d5bb8e4136d2,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_e701bdac8bedafcb,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_ce8a620efc85d44a,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_33d51890b0068eb6,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_af8aba41cb19fdbe,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_0d7351f49adf11c3,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_0531d6565dc36cea,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a7da20bb164fda71,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_5283ae4eef4cf18b,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_d9326bf79233bbd1,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_8b64d810bb3b0c96,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_fbec7059dfeab1ab,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_5b16140570d34ff8,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_bf78a22567a7afd9,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c09e1651a5aa0926,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_132c2a7c6c4a9142,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_7cf43aae9a3604a4,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c4bf2d1dfd215081,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_d8a7f2027987e6a0,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_7aa802343f22bc98,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_894ef6556dc4dd53,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_03b7b3b82fe9b3a9,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_9866d0a51ce034e3,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_2757f60819627052,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_86bb796aa404fadd,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_e6be44ccbba38b66,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_bacf83c4aa67df04,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_0949a5d398a54628,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_ca72f5849cff347a,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c46fcfb9f5cfa44a,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a5c03992d01f4b7e,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_9545e1ba702eb1b5,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_fe98f845b4729cb0,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_de61a31e0f94786b,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_100786d679e5b988,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_052666e2602c6204,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_cedb34350abda2c6,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_79ce9904a7c3ba7d,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_cdee002b3cb51028,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_3879b9abd4821dcc,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_61b0e773f54d336e,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_43bff2a782470d6e,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_ad8239fed28311c1,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_65fb8055686e568f,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_39631109514d8381,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c5d66518cfe91753,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c547c12042501b74,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_341c89128014bf39,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_138f2287b78a8f65,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_aab34a948f9e3b64,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_f6acc570273f4779,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_517402c174410890,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_9504239d457743a7,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_1a74d652104b593d,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a7580edea115ee15,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_165d460c6fe4efb2,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_21e726a216c59eff,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_4194a7bf5b871ea7,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_edb77f58a5decea7,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_df339788dddb7322,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c71837a81f389a41,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_706253017908e57d,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_aced101952a66c40,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_dd469285431f6901,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_2ceedb15beab602b,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_e64593ae611d474b,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_fd69cd2051870a73,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_4f07f1169b30d5df,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_f864cf9d943df0c8,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_929e4e1ec2e59b6a,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_aaae965cf0cf078e,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_24b45ff7d122b8c7,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_0133ba7e904144bd,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_dde5777b716a3ad2,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_8b401291d0c3a28f,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_781b0a6856b6b231,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c0e06a1a62f16dc7,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_0105611e6875f33f,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a0b92554caed9278,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_bfbe17018f795d57,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_17023300cdd76c4a,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_7add750c5afd623c,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_befe4d5d74edb103,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_8802b9454941aa10,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_cb8e24ab5beec723,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_958dd42c5c026134,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_75b3845ed1c94361,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_faf18b94871d9f38,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a4993fe3273bf0c8,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_62f7027e602a2cd6,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_09988fa2df3d895c,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_f77b6def03c43da1,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_2117241ae3758f6c,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_f2f6efd53489616b,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_40806f08f3894855,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_d1fb9280d2477aa4,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_7302f990e738fbea,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_ac44cb9f40acf994,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_5c143cefb7db2fc3,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_dda83c6e39ec5004,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_05010a325512bd99,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a9427bb632e8c7b2,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_03d6e6d0e5cef57f,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_e708dc180ff298d2,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_93e8279b906a0e40,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a8512882a05552a7,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_b7560fc09d26ee64,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_c0f54c6ca56e2b42,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_0812c1ba9b398a76,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_fbbe6f7befbd1fe8,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_fe19fbe144f5b464,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_bf3348f490de6d67,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_82c3da98526e81c0,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_42f83772cbe3ac1b,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_2e4d6e2b612c8cc9,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_4ca9bee6171531a3,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a312a691fa56796b,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_d27bce433306f580,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_991a3c10c3f82e03,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_e7657804a0f7f625,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_6a9c0742ff02c97c,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_e287aed30e315e84,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_1f0c30964b12b003,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_1a0f90a055a14fda,weak_or_unclassified,unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_e43440ae66735f9a,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_a6c99a108fce9b7c,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
a7al2q_48f6084c09e4db88,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,DIAGNOSTIC_ONLY
