panel_id,lane_id,arm,proposal_id,rank,full_exact_identity
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:a8e494ceef1aea8d78922fb4,33,exact-signal:6d7b643d9b1aae32cddbb054
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:cceb6f555bf4209121f18032,34,exact-signal:905ccc76f9ab7df44105abd1
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:c7a40201db8fde7a261cb949,35,exact-signal:107c3f6ec8da37ec44737137
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:40e1fce68a81a56c9d526de7,36,exact-signal:07d61cc7b00937e205a76571
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:c78c93da9a7126de35220a71,37,exact-signal:095562e7a0240613bd34b592
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:47d78b2c5dbc3ba3897b62b6,38,exact-signal:2a9d7f49075e3c351782d144
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:813335b4db4adc5402a483cc,39,exact-signal:4bca66ac16924a50c1c5fcf4
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:d7cf6331e2c110a85c391d19,40,exact-signal:826f3fda9fe7be19660037dd
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:b982c3700f13186c01a782ab,41,exact-signal:e81dbe7fb9ad864d93d2befd
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:b7bcd3dbe0c0882c06992f04,42,exact-signal:0b986d2d1df681b96508f36e
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:5bca758f1795e8cab23bc3e8,43,exact-signal:87b54e35dfe7aa059a830a53
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:f144b13408ab49130bb84958,44,exact-signal:c34131439471fb26691fcf1c
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:931bf311c25957aa731e9ea9,45,exact-signal:078dc5134e4ca5e968453d50
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:4e6ca8c1aa89aae1ea745a80,46,exact-signal:c5c9e927132bb49184fbfe7d
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:613f5ac7de266a37345058f2,47,exact-signal:be2a17aa23c3bc6299453013
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:2cb43b3e1df7c2fa2b0cf8bc,48,exact-signal:d22dfb814c11f0f4cd7270d8
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:221080f07b986cb6934e5ba4,49,exact-signal:ea3e586dd2b1f99895eac823
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:d8a7aa1c3416f8c601a34645,50,exact-signal:f7fef9ebfcd36c60bc27f0c7
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:4de0a41d1915adbc00ceae7e,51,exact-signal:fc80c50c4e41cfc36296eb0a
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:5b5c489ebe98948dc63047a8,52,exact-signal:117cbac5e03e1d3ffaaee500
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:133324c91a240ab916b8506f,53,exact-signal:c51c31907e9a2e3932f30d92
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:060891e38fd7da142373d48c,54,exact-signal:ed665de7474a5aeba8e6d806
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:e85f372bcbf698ab4daf3e08,55,exact-signal:3701df87b3b9a9e156aecfca
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:ddcc5a6cc2c2970926610c3d,56,exact-signal:0c94becd233d572ea5d3927b
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:869a74dc0889d28e735a5374,57,exact-signal:57bcec7709e7339f26662ba3
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:160bacbbc41a38270009a921,58,exact-signal:b9f5e11ecfac71c4da3a4a54
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:51a9771beebcc69c2b8bde59,59,exact-signal:4091cdbff7a2021b1445b77c
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:a8d4642b2e121e54fe99e005,60,exact-signal:f72507f3674855610a0ff18f
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:671a52524263c7d3d30fba60,61,exact-signal:87d8dfa3bad787c3431276cd
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:a17ec05f960c348f76c5c81b,62,exact-signal:b20bc9f6949dd2d31999e010
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:372046234cf14a2f59a5c4c3,63,exact-signal:7d63132185b70051a9d88941
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:595f8a271be320f1fac77651,64,exact-signal:4aa1e431c26446491737be20
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:642765c50d7b49ffa3733fce,65,exact-signal:3bfd83c04cbbe2bbd31a9af4
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:bd18a51eb8ff40e7d6b318bb,66,exact-signal:07bf97ec0281ac479e55b393
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:c570af292d98727e0aa6d411,67,exact-signal:fcfb11d4c944a73fbdf56d90
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:3f864924919429b7cf770ff4,68,exact-signal:8582db780d6e1cf5508cbad6
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:185f4f8ac521d864aedc08e4,69,exact-signal:97f947a31ddab6993bd27d85
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:a161933dca14c86b5f0e2af0,70,exact-signal:2bbdeab758ac10467113c141
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:f783ec7e21336f575434e0d0,71,exact-signal:4dec771458bae7e01f88bb2f
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:2aa2e21556295476189d0357,72,exact-signal:0820b2e3afb598ac19da767c
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:ee68bea331323eff865585fc,73,exact-signal:b471cc626bbcb1304b45cf4d
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:4fb427565c03f9d5dde00722,74,exact-signal:e016a0163879489e661ae0bb
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:743ebafe1192d0e720f5686b,75,exact-signal:78097fef2e9179a6ebad41bd
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:a5e031146ce0b25b3bceb20e,76,exact-signal:a5b2a667f8e7b4bd822314e0
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:cc8ad393d3135da470990c1b,77,exact-signal:7bfba19a608082a21ef52e10
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:1169e91e01b459151c50a078,78,exact-signal:4c90e1aea02eb5c846837a32
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:80e4b5bd585b046f8391edab,79,exact-signal:7a96d81fd3e50ce7e245b705
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:35c2fd6b19727be810f0088f,80,exact-signal:0fec3f6d3ed8a30f00cc7ad4
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:9d5ba6ee17eb74315fea3e47,81,exact-signal:445eeb54c72c5ccd79cbc93f
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:361d4732d3e2a23b590512b3,82,exact-signal:3cb167fa240f5aa276e3ff9b
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:a5228f55556266ddc51ebc77,83,exact-signal:140dca5834c1b35ae8e76bda
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:9061a293c8a6c031557ee7b2,84,exact-signal:b089c9c807e6a23ff0c7852a
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:7f8f91f3a96b16e12221f141,85,exact-signal:ea5bff53b02745236548db89
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:47e0bf5ae7903d2d50f5414e,86,exact-signal:4824a2b0e03ef708293167ec
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:6aea3fc50127d99705ff4563,87,exact-signal:665c6ca4d9b623592e9f20a0
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:502b0264355fd7593f7b8ab5,88,exact-signal:eea2b3b58f8c0926153cf652
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:0a46cda7d04dd3dcf3ad2270,89,exact-signal:b521d4dece8202bc316cd57b
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:ca23794fc34c724b09b72070,90,exact-signal:bc4284d30529f4f57d8c15f9
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:a9562ea36708ef4267620a23,91,exact-signal:8d69275e831561357ebe8a0a
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:f442f346977a73b826fa481d,92,exact-signal:d8771b8f59a77c02767126c3
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:066beb222799069967852985,93,exact-signal:c9999a6002483e2696d0fa6f
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:b297423ccfe9e40fecb80dc0,94,exact-signal:280cb1c0d936a47adc326534
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:bcaa321f31193da1bff94105,95,exact-signal:65910132b7fe7dae7eb47368
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:c9959d463964b93ab9c4d617,96,exact-signal:7fe6da1b4f7c9dd39bc40536
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:284c0e92c6dff68bfb52ab78,97,exact-signal:d65da0feabd5ed9bd6c1d400
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:c923828285f29173d5602056,98,exact-signal:13fa359a809a5972bb4e8464
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:68e79faa6cbe4d04d7e63458,99,exact-signal:1a1c10a2af2397d19100d12b
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:b62908ff24212ae9beba24e8,100,exact-signal:4e9ffad87ad08dbd97e204e0
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:726ec5630040199df5a56192,101,exact-signal:1b8f726c57c112fc01d52ed2
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:74bff13a317b096f86459d26,102,exact-signal:b790b586b22c059f415c5e44
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:affe5e14d57d37163edb1def,103,exact-signal:1af0d1b48abce6b90113c26b
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:f647aedee2c2df7ab6449634,104,exact-signal:60d84c53d05e34dc0d427f08
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:e51897be369b9f416094a6c0,105,exact-signal:c592d30240723e50200c97c6
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:93ee2a562c2f511746ac11ae,106,exact-signal:8be7c241fbad29361409fba9
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:5742af38017a8a244bd9d425,107,exact-signal:dc4f0512e4129e69a56547f4
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:6073a9633c0bc7ae67dc06b4,108,exact-signal:4cd67cc43a0e160711afd744
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:2af283f51fbf4de5cf544eed,109,exact-signal:16170e1d585cde079f719bb8
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:66dee78a917329e65d6ee49c,110,exact-signal:9425cd55069c6aeb991aca3f
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:8e5891ec59a8bb67b4d29a2d,111,exact-signal:07a8cbc94ae6f6f848dedc4c
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:b6b77ec92f0a639aff40cc3c,112,exact-signal:7e8f834cf807bd420d3800b2
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:2ad0527e91e9a6ee029b2e70,113,exact-signal:0975408b6c16f7270fd3e492
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:0dc5170b8ff9724172e8031a,114,exact-signal:28130726ae5cd1d6d73308e2
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:056ace6f48be1a0c2bd40e95,115,exact-signal:c9b50e8bcc3c1acb0a8000d3
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:ca998926ae76dbe5b769f6f9,116,exact-signal:781123e07453c4b59646523a
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:1277c8dc80115c5129a73004,117,exact-signal:f241843d2828cdecd0660b64
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:92f0579bba6945e7a1b7ab70,118,exact-signal:b6938bc209ac1e4d0666babb
main,typed_random,STRATIFIED_ADMISSION,epoch-candidate:ab18f28e5f7ad2dd964b9e98,119,exact-signal:0ddb8cb44ba0fa84e265244e
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:a7bfb36fa76ff66f19198879,0,exact-signal:2babfff358f54e919b44fb72
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:2117eab4bd8242c7462970cd,1,exact-signal:3eed1589cc23905b4189b402
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:ec7d6525025f94273fc5e420,2,exact-signal:2e4b772ce2209d9761867de2
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:fd5673292f05aab7953327d0,3,exact-signal:7b9addb02c251841b09afab7
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:146f0710ce2efe427ba7c632,4,exact-signal:a7ce351828800983b511a9f0
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:ea73ebea07aea68888885563,5,exact-signal:46abffe66398fc0b3219790a
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:510bcc033df1aa6b96a9d5c2,6,exact-signal:39b191a455b0cb80c9d8b1f4
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:1f3fadd0ffb0f12400b673bf,7,exact-signal:ae3218f7471cbbb1be56155e
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:c46cccac7093e3047182b11b,8,exact-signal:90120e84e598221eebf13dc8
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:803ce3c9afa5ae9c9fd215d6,9,exact-signal:89fe86d1b7b87d18eea46fe8
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:4b9604054aaa13f070b65d7d,10,exact-signal:36efb7d24dab20ec4a611d42
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:d80e50f8c06d5378df3e0b8f,11,exact-signal:07a61ce32c0ac7ad2ee06c75
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:60dd263ba6165b6d9cbfe83e,12,exact-signal:723a6d305a39ef6d43d410b7
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:25662943dbb44a1b3a2c7c27,13,exact-signal:7f605037719a5ddbcb94d463
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:515cbdc4550434f54998c207,14,exact-signal:bff6c328b9756b90a0fb2163
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:543004160e48f0b09cf9fd8d,15,exact-signal:094e7315da23e3599faf5cb2
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:ba9135d7345ad39490e782c7,16,exact-signal:e0b38990d9743b4869af7a4b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:d7719a73d90ef6f0c168565d,17,exact-signal:fefa278cc83e8e110f25e26a
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:83141ca1ea8ea1eeb4c3bb72,18,exact-signal:4f9d09b34619da73bad90098
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:f1e09a7344ba60072a665417,19,exact-signal:85714c979d13509522002d73
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:1b319570a3f72163bb4c7d0d,20,exact-signal:f5072d77da407b121868d83e
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:7a2b101af1ec6acb2734423e,21,exact-signal:79f774b4ef17cbd28288beca
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:e9310c001ccbe8ffcebedfae,22,exact-signal:10e2b6d09802598c70f510df
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:c6ddfb838317d5efe4ee9da2,23,exact-signal:e16761b7bccd303e3679585b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:db50446fe6ea4a4d5785edce,24,exact-signal:d0468cf807bb6fbb0bf0c504
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:b113603825f114265c3cf031,25,exact-signal:1d700fcc75b7d7282ade6c87
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:8629f87718d142688f3d32fb,26,exact-signal:5d15b4fd74b4a5e6bda848f4
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:1f7539af995d03899be123a4,27,exact-signal:eb3bcc9edb9c0392ab4dd97b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:4d7d86e4a1bb933762de489a,28,exact-signal:9076a49e326e0a9963d63b59
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:9ee891b211842220a9df2457,29,exact-signal:5676aa06f35a239b6cdfd0ec
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:6c0a82a7cccc0b3dd5addef0,30,exact-signal:bc2850e9c39c7608ac084cdd
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:5cad669ce1d060b2269a0d94,31,exact-signal:22e80c5aec04bad3492b313a
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:4097bc7efdf54152c47ad3b5,32,exact-signal:828f75e8a532d89830ac5edb
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:b1261423c1ea714b558af24c,33,exact-signal:63beee6e6339ce99d871975d
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:ed8fa1169f0b5ebf238b7794,34,exact-signal:712ce3cbc302526b5cd5cc1a
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:3ab7a3262faaea9ad23fe937,35,exact-signal:06ac4df9f2c16f52e73c9ede
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:b7cce4f0853168e8ce00d4fb,36,exact-signal:f6a790851f30ff33ec977af2
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:e9eedf5120483c7227cb9567,37,exact-signal:3e8e2efdb116e4d23bb67bc8
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:2f99ff5895715b3e30ac46b9,38,exact-signal:a22ba3061e55ad3fa21beb5a
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:690f8b4279f69cab92be8d11,39,exact-signal:26cde5849699cea26b5b15c7
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:23a6ac05c809ceb0df6e41ca,40,exact-signal:bfe4bae90d8180d38625db01
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:c325e2255766fa2d7ce56f42,41,exact-signal:7aded181d7ddbcd5360d931b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:3a1a304eef943b870f9f4182,42,exact-signal:5deb604a9b567cb2bfaea4d1
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:1b98fb813fd19166871562c8,43,exact-signal:22b238764f8abf63c4e972fe
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:95c7583d72e0e3044dc7efb3,44,exact-signal:1939f818fdf0e6068cbd88a0
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:b8d495f8bf9f97f643bce51d,45,exact-signal:41bf3a1f937e77df65da23bd
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:e392a1da20f02a1074728754,46,exact-signal:19d064b23ced61e6d3bda0dd
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:936f98c84b2abb45596023f7,47,exact-signal:f2e1d7eec0c2684cead52193
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:7119dd92bdb5256d1915c44b,48,exact-signal:cc351adf70369d8e05718cd7
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:729e1865e7ea4e4f59a30171,49,exact-signal:832d10cdc1e4a0a0b234da8b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:e444d746acb2ce8565e8629a,50,exact-signal:0b65896f8eeb45f745c86242
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:70a706b608e9424b53d95ac5,51,exact-signal:15a8b587c23046e57ff18ccf
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:8622f0835effbdce607f6a32,52,exact-signal:0cfceee24e3d03b21dd4009f
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:26471e71543b02529dc8e85b,53,exact-signal:d107fe58f4f9f0d8dc17c609
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:b82bf3ce0a9b72236bfa49b3,54,exact-signal:4a75054ab0e97c334c29c39c
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:0bee9b77ab6cb965392fa30b,55,exact-signal:3ec1c4b4bc45e938383c79ba
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:4b9334998283671d67d9b289,56,exact-signal:47d642f6f6630cb1237406a9
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:cd6c05f4e68d5b41846c55d3,57,exact-signal:2a9693f9d9f721aa62ed895b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:a33f03359e2bf68df3b33a8c,58,exact-signal:cac055eb2c35862e9f58661c
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:56324dac9d9fb566fb008834,59,exact-signal:a47ffd79b7149fcd2f67427b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:9519fcdc6de54c2de2f23d08,60,exact-signal:3d99763a2d9f5a2f56ded784
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:09b30b56d618dd7c608ba4b5,61,exact-signal:bd28f5cb4dd3a06e6168cff2
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:6cba879beffec3bbe62becd0,62,exact-signal:4311013523f2fa337286e330
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:e558352f3b4715cfa6f78461,63,exact-signal:9facf55a8015f33a4003bcb1
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:8411a83b8314b73d99f63770,64,exact-signal:8c4194c7173a938fefc7cf5b
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:2e713095fc7100520f9b7f3e,65,exact-signal:39a461597ee19474d809296d
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:d1a70810caf364765352b53f,66,exact-signal:868884937c117189c7c5e4f1
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:c2d32ad0ae0b2406c2d83488,67,exact-signal:de8c9a95359dcd1ba1a32556
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:fc5991ca18d3e4f5a0c1d8f0,68,exact-signal:5fa0bacb7d595297ccca28ae
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:da0ae0d04c3cad9eba6657e5,69,exact-signal:9f78981c3e1d48744e0cb500
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:387a63414d26a3a2b4361822,70,exact-signal:5ed84e3ea8999fd09a76c3d2
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:7e51597380d12886bf9d13b1,71,exact-signal:f9974df0e9c5770e7f690f1e
main,typed_ast,STRATIFIED_ADMISSION,epoch-candidate:aefbd214fb7eb9e52dd97303,72,exact-signal:4af162d7a81de198258334ca
