repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,stage,algorithm,implementation_status,implementation_entrypoint,feedback_function,feedback_coordinate,cost_in_feedback,benchmark_increment_in_feedback,uncertainty_in_feedback,stability_in_feedback,learnable_parameters,nonlearnable_parameters,field_identity_learnable,target_horizon_learnable,lookback_window_learnable,portfolio_mapping_learnable,matched_control,objective_mismatch_classification,conclusion_scope,cannot_conclude,evidence_paths,closure_commit_sha,implementation_commit_sha,data_scope,budget,runtime_artifact
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260711_crypto_nextgen_search_epoch0_001,SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH0,cem,IMPLEMENTED_ADAPTIVE_POLICY,nextgen_epoch.cem_preference,signal_record.proxy_score,subsampled development coordinates;gross rank-weight portfolio risk ratio,NO,NO,NO_EXPLICIT_LCB,NO,mechanism;primitive;interaction;lookback-window elite frequencies,exact field slot;long lookback window;threshold;direction;target horizon;mapping,INDIRECT_VIA_LEARNED_MECHANISM_FAMILY_EXACT_FIELD_SLOT_RANDOM,NO_FIXED_TARGET_LABEL,YES_SHORT_LOOKBACK_WINDOW_ONLY,NO_FIXED_RANK_WEIGHTS,NONE_IN_EPOCH0,CONFIRMED_GROSS_PROXY_TO_STRICT_MULTI_OBJECTIVE_MISMATCH,"Epoch0 can adapt sampling probabilities inside the fixed ProgramSpec grammar, but feedback omits strict cost/benchmark/stability/IC axes.",Cannot infer economic hypothesis learning or grammar exhaustion.,crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch0.py#_generate_lane;git_blob=9bcd2d2d41fdf136f55e586b06bf7369e73bef71;sha256=63E9992F87C13665991222070D98AFA42B6A07B6619C44C4CCE4908196199033|crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#signal_record/multiobjective_evaluate;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,3b608e08f3e95af45a00ea1b24694c600a268f9c,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2048 adaptive feedback queries;1801 executed logical strict evaluations,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch0_20260711/epoch0_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260711_crypto_nextgen_search_epoch0_001,SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH0,uct_mcts,IMPLEMENTED_ADAPTIVE_POLICY,nextgen_epoch.UCTProgramPolicy,signal_record.proxy_score,subsampled development coordinates;gross rank-weight portfolio risk ratio,NO,NO,NO_EXPLICIT_LCB,NO,mechanism;primitive;interaction;lookback-window path values,exact field slot;long lookback window;threshold;direction;target horizon;mapping,INDIRECT_VIA_LEARNED_MECHANISM_FAMILY_EXACT_FIELD_SLOT_RANDOM,NO_FIXED_TARGET_LABEL,YES_SHORT_LOOKBACK_WINDOW_ONLY,NO_FIXED_RANK_WEIGHTS,NONE_IN_EPOCH0,CONFIRMED_GROSS_PROXY_TO_STRICT_MULTI_OBJECTIVE_MISMATCH,"Epoch0 can adapt sampling probabilities inside the fixed ProgramSpec grammar, but feedback omits strict cost/benchmark/stability/IC axes.",Cannot infer economic hypothesis learning or grammar exhaustion.,crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch0.py#_generate_lane;git_blob=9bcd2d2d41fdf136f55e586b06bf7369e73bef71;sha256=63E9992F87C13665991222070D98AFA42B6A07B6619C44C4CCE4908196199033|crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#signal_record/multiobjective_evaluate;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,3b608e08f3e95af45a00ea1b24694c600a268f9c,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2048 adaptive feedback queries;1801 executed logical strict evaluations,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch0_20260711/epoch0_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260711_crypto_nextgen_search_epoch0_001,SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH0,evolutionary,IMPLEMENTED_ADAPTIVE_POLICY,nextgen_epoch.mutate_program;epoch0._generate_lane,signal_record.proxy_score,subsampled development coordinates;gross rank-weight portfolio risk ratio,NO,NO,NO_EXPLICIT_LCB,NO,reward-selected parent program including its fields/lookbacks;one random mutation slot,target horizon;mapping;mutation distribution,INDIRECT_VIA_REWARD_SELECTED_PARENT_PROGRAM,NO_FIXED_TARGET_LABEL,INDIRECT_VIA_REWARD_SELECTED_PARENT_PROGRAM_AND_RANDOM_MUTATION,NO_FIXED_RANK_WEIGHTS,NONE_IN_EPOCH0,CONFIRMED_GROSS_PROXY_TO_STRICT_MULTI_OBJECTIVE_MISMATCH,"Epoch0 can adapt sampling probabilities inside the fixed ProgramSpec grammar, but feedback omits strict cost/benchmark/stability/IC axes.",Cannot infer economic hypothesis learning or grammar exhaustion.,crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch0.py#_generate_lane;git_blob=9bcd2d2d41fdf136f55e586b06bf7369e73bef71;sha256=63E9992F87C13665991222070D98AFA42B6A07B6619C44C4CCE4908196199033|crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#signal_record/multiobjective_evaluate;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,3b608e08f3e95af45a00ea1b24694c600a268f9c,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2048 adaptive feedback queries;1801 executed logical strict evaluations,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch0_20260711/epoch0_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260711_crypto_nextgen_search_epoch0_001,SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH0,surrogate,IMPLEMENTED_ADAPTIVE_POLICY,nextgen_epoch.surrogate_rank,signal_record.proxy_score,subsampled development coordinates;gross rank-weight portfolio risk ratio,NO,NO,NO_EXPLICIT_LCB,NO,ridge coefficients for mechanism/primitive/interaction/lookback windows/threshold/direction,exact field slot;target horizon;portfolio mapping,INDIRECT_VIA_LEARNED_MECHANISM_FAMILY_FIELD_SLOT_NOT_ENCODED,NO_FIXED_TARGET_LABEL,YES_SHORT_AND_LONG_LOOKBACK_WINDOWS,NO_FIXED_RANK_WEIGHTS,NONE_IN_EPOCH0,CONFIRMED_GROSS_PROXY_TO_STRICT_MULTI_OBJECTIVE_MISMATCH,"Epoch0 can adapt sampling probabilities inside the fixed ProgramSpec grammar, but feedback omits strict cost/benchmark/stability/IC axes.",Cannot infer economic hypothesis learning or grammar exhaustion.,crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch0.py#_generate_lane;git_blob=9bcd2d2d41fdf136f55e586b06bf7369e73bef71;sha256=63E9992F87C13665991222070D98AFA42B6A07B6619C44C4CCE4908196199033|crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#signal_record/multiobjective_evaluate;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,3b608e08f3e95af45a00ea1b24694c600a268f9c,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2048 adaptive feedback queries;1801 executed logical strict evaluations,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch0_20260711/epoch0_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260711_crypto_nextgen_search_epoch0_001,SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH0,llm_repair,IMPLEMENTED_STATIC_TEMPLATE_LEGALITY_REPAIR_NO_MODEL_CALL,nextgen_epoch.make_program[lane_id=llm_proposal_repair],NONE,frozen template selection;self-difference and multiscale legality fixes,NO,NO,NO,NO,NONE,all grammar slots;mechanism semantics;mapping,NO,NO_FIXED_TARGET_LABEL,NO_STATIC_REPAIR_ONLY,NO_FIXED_RANK_WEIGHTS,NONE,NOT_A_LEARNED_LLM_PROPOSAL_POLICY,Legality repair exists; novel mechanism generation is not evidenced.,Cannot qualify an external or live LLM search system.,crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#make_program;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,3b608e08f3e95af45a00ea1b24694c600a268f9c,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2048 adaptive feedback queries;1801 executed logical strict evaluations,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch0_20260711/epoch0_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260711_crypto_nextgen_search_epoch0_001,SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH0,rx_ucb,NOT_RECOVERED,NONE_NAMED_RX_UCB,NONE,NONE,NO,NO,NO,NO,NONE,field identity;lookback window;target horizon;portfolio mapping,NO,NO_FIXED_TARGET_LABEL,NO,NO_FIXED_RANK_WEIGHTS,NONE,NOT_RECOVERED,No named RX-UCB implementation was recovered in accepted-closure alphafactory_crypto/scripts/config/reports; ordinary UCT/UCB implementations are recorded separately.,Does not prove RX-UCB is absent outside this ref or under an unrecognized name.,static_search_scope=crypto-frontier-provenance-closure-20260714:alphafactory_crypto|scripts|config|reports;positive_UCB=crypto-frontier-provenance-closure-20260714:scripts/crypto_epoch2.py#select_local_mcts_action;git_blob=101daa457a2e7e2088fa1b10391d615245add1c6;sha256=A2B09D06C87EBC109F706442ECBCE59DA64E5B16C9683267AED94CB21450FEF4,4726795f61052470d56e2d1475e4f6da9d262943,3b608e08f3e95af45a00ea1b24694c600a268f9c,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2048 adaptive feedback queries;1801 executed logical strict evaluations,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch0_20260711/epoch0_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,typed_random,IMPLEMENTED_SAME_CANONICAL_SAMPLER,epoch1._program_for_lane;nextgen_epoch.make_program,NONE,deterministic hash choice,NO,NO,NO,NO,NONE,field identity;lookback window;target horizon;portfolio mapping,NO,NO_FIXED_TARGET_LABEL,NO,NO_FIXED_RANK_WEIGHTS,NONE,TYPED_RANDOM_VS_TYPED_AST_CANONICAL_COMPARISON_DEGENERATE,Same ProgramSpec sampler; labels do not create independent search logic.,No conclusion about typed grammar economic value.,crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch1.py#_program_for_lane;git_blob=80cb697521cbfaf2ff7a7893a83306dccf5437e8;sha256=FF9AC3DB5B9CDA6C9E904EDE35EA66959B7C0393463D1E21305ECE0530148725|crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#make_program;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,typed_ast,IMPLEMENTED_SAME_CANONICAL_SAMPLER,epoch1._program_for_lane;nextgen_epoch.make_program,NONE,deterministic hash choice,NO,NO,NO,NO,NONE,field identity;lookback window;target horizon;portfolio mapping,NO,NO_FIXED_TARGET_LABEL,NO,NO_FIXED_RANK_WEIGHTS,NONE,TYPED_RANDOM_VS_TYPED_AST_CANONICAL_COMPARISON_DEGENERATE,Same ProgramSpec sampler; labels do not create independent search logic.,No conclusion about typed grammar economic value.,crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch1.py#_program_for_lane;git_blob=80cb697521cbfaf2ff7a7893a83306dccf5437e8;sha256=FF9AC3DB5B9CDA6C9E904EDE35EA66959B7C0393463D1E21305ECE0530148725|crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#make_program;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,cem,IMPLEMENTED_INHERITED_UNCHANGED_FROM_EPOCH1,epoch1._generate_lane[cem],search_revision.development_feedback,full development vector collapsed to limited_scalar/near-miss,YES_FIXED_5BPS_ON_MAPPED_L1_TURNOVER,YES_LCB,YES_NAIVE_LCB_NO_DEPENDENCE_CORRECTION,YES_MONTHLY_BLOCKS,early-gate eligible mechanism/primitive/interaction/lookback-window preferences,exact field slot;threshold;direction;target horizon;mapping,INDIRECT_VIA_LEARNED_MECHANISM_FAMILY_EXACT_FIELD_SLOT_RANDOM,NO_FIXED_TARGET_LABEL,YES_SHORT_LOOKBACK_WINDOW_ONLY,NO_FIXED_RANK_WEIGHTS,cem_matched_control,PARTIAL_ALIGNMENT_WITH_RESIDUAL_STRICT_ONLY_AXES,Epoch1 materially changed feedback versus Epoch0; Epoch1R changed admission only and preserved that feedback.,"IC/placebo strict gates and dependence-aware uncertainty were not learned, so full objective alignment is not established.",crypto-frontier-provenance-closure-20260714:alphafactory_crypto/search_revision.py#development_feedback;git_blob=65fcf14bc05a610f1387f207a8aa15b827c5dde4;sha256=37A7ADA3F8CDF6B44EE46C1380CE13FED3DA03CF7647C9786C0C472F761C525F|crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch1r.py#validate_unchanged_upstream;git_blob=c7e8967076d014e7acf9e9b02b9f073110e1ae8a;sha256=3E338D4BD2DD79C1195D9F1B499862EC02FB09A1C4566C8B6746A4B40790515B,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,uct_mcts,IMPLEMENTED_INHERITED_UNCHANGED_FROM_EPOCH1,epoch1._generate_lane[uct_mcts],search_revision.development_feedback,full development vector collapsed to limited_scalar/near-miss,YES_FIXED_5BPS_ON_MAPPED_L1_TURNOVER,YES_LCB,YES_NAIVE_LCB_NO_DEPENDENCE_CORRECTION,YES_MONTHLY_BLOCKS,mechanism/primitive/interaction/lookback-window UCT values minus crowding,exact field slot;threshold;direction;target horizon;mapping,INDIRECT_VIA_LEARNED_MECHANISM_FAMILY_EXACT_FIELD_SLOT_RANDOM,NO_FIXED_TARGET_LABEL,YES_SHORT_LOOKBACK_WINDOW_ONLY,NO_FIXED_RANK_WEIGHTS,uct_matched_control,PARTIAL_ALIGNMENT_WITH_RESIDUAL_STRICT_ONLY_AXES,Epoch1 materially changed feedback versus Epoch0; Epoch1R changed admission only and preserved that feedback.,"IC/placebo strict gates and dependence-aware uncertainty were not learned, so full objective alignment is not established.",crypto-frontier-provenance-closure-20260714:alphafactory_crypto/search_revision.py#development_feedback;git_blob=65fcf14bc05a610f1387f207a8aa15b827c5dde4;sha256=37A7ADA3F8CDF6B44EE46C1380CE13FED3DA03CF7647C9786C0C472F761C525F|crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch1r.py#validate_unchanged_upstream;git_blob=c7e8967076d014e7acf9e9b02b9f073110e1ae8a;sha256=3E338D4BD2DD79C1195D9F1B499862EC02FB09A1C4566C8B6746A4B40790515B,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,evolutionary,IMPLEMENTED_INHERITED_UNCHANGED_FROM_EPOCH1,epoch1._generate_lane[evolutionary],search_revision.development_feedback,full development vector collapsed to limited_scalar/near-miss,YES_FIXED_5BPS_ON_MAPPED_L1_TURNOVER,YES_LCB,YES_NAIVE_LCB_NO_DEPENDENCE_CORRECTION,YES_MONTHLY_BLOCKS,early-gate parent-program selection by near-miss then scalar,target horizon;mutation distribution;mapping,INDIRECT_VIA_REWARD_SELECTED_PARENT_PROGRAM,NO_FIXED_TARGET_LABEL,INDIRECT_VIA_REWARD_SELECTED_PARENT_PROGRAM_AND_RANDOM_MUTATION,NO_FIXED_RANK_WEIGHTS,evolutionary_matched_control,PARTIAL_ALIGNMENT_WITH_RESIDUAL_STRICT_ONLY_AXES,Epoch1 materially changed feedback versus Epoch0; Epoch1R changed admission only and preserved that feedback.,"IC/placebo strict gates and dependence-aware uncertainty were not learned, so full objective alignment is not established.",crypto-frontier-provenance-closure-20260714:alphafactory_crypto/search_revision.py#development_feedback;git_blob=65fcf14bc05a610f1387f207a8aa15b827c5dde4;sha256=37A7ADA3F8CDF6B44EE46C1380CE13FED3DA03CF7647C9786C0C472F761C525F|crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch1r.py#validate_unchanged_upstream;git_blob=c7e8967076d014e7acf9e9b02b9f073110e1ae8a;sha256=3E338D4BD2DD79C1195D9F1B499862EC02FB09A1C4566C8B6746A4B40790515B,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,surrogate,IMPLEMENTED_INHERITED_UNCHANGED_FROM_EPOCH1,epoch1._generate_lane[surrogate];nextgen_epoch.surrogate_rank,search_revision.development_feedback,full development vector collapsed to limited_scalar/near-miss,YES_FIXED_5BPS_ON_MAPPED_L1_TURNOVER,YES_LCB,YES_NAIVE_LCB_NO_DEPENDENCE_CORRECTION,YES_MONTHLY_BLOCKS,ridge coefficients against near-miss + 0.1*limited_scalar including mechanism and lookback windows,exact field slot;target horizon;mapping,INDIRECT_VIA_LEARNED_MECHANISM_FAMILY_FIELD_SLOT_NOT_ENCODED,NO_FIXED_TARGET_LABEL,YES_SHORT_AND_LONG_LOOKBACK_WINDOWS,NO_FIXED_RANK_WEIGHTS,surrogate_matched_control,PARTIAL_ALIGNMENT_WITH_RESIDUAL_STRICT_ONLY_AXES,Epoch1 materially changed feedback versus Epoch0; Epoch1R changed admission only and preserved that feedback.,"IC/placebo strict gates and dependence-aware uncertainty were not learned, so full objective alignment is not established.",crypto-frontier-provenance-closure-20260714:alphafactory_crypto/search_revision.py#development_feedback;git_blob=65fcf14bc05a610f1387f207a8aa15b827c5dde4;sha256=37A7ADA3F8CDF6B44EE46C1380CE13FED3DA03CF7647C9786C0C472F761C525F|crypto-frontier-provenance-closure-20260714:scripts/crypto_nextgen_epoch1r.py#validate_unchanged_upstream;git_blob=c7e8967076d014e7acf9e9b02b9f073110e1ae8a;sha256=3E338D4BD2DD79C1195D9F1B499862EC02FB09A1C4566C8B6746A4B40790515B,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,llm_repair,IMPLEMENTED_STATIC_TEMPLATE_LEGALITY_REPAIR_NO_MODEL_CALL,nextgen_epoch.make_program[lane_id=llm_proposal_repair],NONE,frozen template legality repair,NO,NO,NO,NO,NONE,field identity;lookback window;target horizon;portfolio mapping,NO,NO_FIXED_TARGET_LABEL,NO,NO_FIXED_RANK_WEIGHTS,NONE,NOT_A_LEARNED_LLM_PROPOSAL_POLICY,Same static repair semantics as Epoch0.,Cannot qualify model-driven mechanism generation.,crypto-frontier-provenance-closure-20260714:alphafactory_crypto/nextgen_epoch.py#make_program;git_blob=00a045f71bdbbb61b53e8c9d1705da8fd02f1b2f;sha256=B376E5A9C3E7035F07DCBC7B67C3BFF70BC5B08357C2529817AD5F99633C5337,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,20260712_crypto_nextgen_epoch1r_001,INHERITED_EPOCH0_PANEL_RELEASE_SHA256:68150BEACEBB4A92AA4C2C34A93D9E56F1538E2685BF683806FDBCB004B1E875,HISTORICAL_SEARCH_INSTRUMENT_OBJECTIVE_QUALIFICATION,false,true,EPOCH1R,rx_ucb,NOT_RECOVERED,NONE_NAMED_RX_UCB,NONE,NONE,NO,NO,NO,NO,NONE,field identity;lookback window;target horizon;portfolio mapping,NO,NO_FIXED_TARGET_LABEL,NO,NO_FIXED_RANK_WEIGHTS,NONE,NOT_RECOVERED,No named RX-UCB implementation was recovered in accepted-closure alphafactory_crypto/scripts/config/reports; ordinary UCT/UCB implementations are recorded separately.,Does not prove RX-UCB is absent outside this ref or under an unrecognized name.,static_search_scope=crypto-frontier-provenance-closure-20260714:alphafactory_crypto|scripts|config|reports;positive_UCB=crypto-frontier-provenance-closure-20260714:scripts/crypto_epoch2.py#select_local_mcts_action;git_blob=101daa457a2e7e2088fa1b10391d615245add1c6;sha256=A2B09D06C87EBC109F706442ECBCE59DA64E5B16C9683267AED94CB21450FEF4,4726795f61052470d56e2d1475e4f6da9d262943,90a80795d4978497a2a5810ea02a5cdfdd1fac2e,FROZEN_DEVELOPMENT_ONLY_EXISTING_ARTIFACT;NO_DATA_READ_BY_THIS_AUDIT,32768 proposals;2052 strict assignments;unchanged Epoch1 search stream,crypto-frontier-provenance-closure-20260714:runtime/nextgen_epoch1r_20260712/epoch1r_run_manifest.json
