field_id,lineage_kind,source_fields,transform,window_hours,PIT/source_lag,source_path,lineage_status
agg_trade_count_le_100,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_trade_count_100_1k,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_trade_count_1k_10k,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_trade_count_10k_100k,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_trade_count_100k_1m,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_trade_count_gt_1m,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_le_100,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_100_1k,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_1k_10k,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_10k_100k,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_100k_1m,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_gt_1m,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_first_agg_trade_id,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_last_agg_trade_id,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_first_transact_time_ms,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_last_transact_time_ms,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_high_price,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_low_price,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_price_std,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_max_trade_notional,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_open_price,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_close_price,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_vwap,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_buy_vwap,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_sell_vwap,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_avg_agg_trade_notional,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_avg_underlying_trade_notional,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_volume_imbalance,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_buy_sell_notional_ratio,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_price_range_bps,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_close_to_open_bps,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_trade_count_100k_plus,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_notional_100k_plus,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_trade_count_ratio_100k_plus,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_notional_ratio_100k_plus,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_flow_imbalance_qty,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_flow_imbalance_notional,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_buy_notional_share,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_sell_notional_share,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_notional_share_100k_plus,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_count_share_100k_plus,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_vwap_close_bps,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_buy_sell_vwap_spread_bps,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_avg_underlying_trades_per_agg,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_sum_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_quantity_sum_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_signed_notional_sum_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_signed_quantity_sum_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_flow_imbalance_notional_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_notional_sum_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_notional_share_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_trade_count_sum_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_avg_trade_notional_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_price_range_bps_max_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_close_to_open_bps_sum_4h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_notional_sum_24h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_quantity_sum_24h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_signed_notional_sum_24h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_signed_quantity_sum_24h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_flow_imbalance_notional_24h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_notional_sum_24h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
agg_large_notional_share_24h,aggtrades_hourly_base,Binance Futures aggTrades hourly enhanced panel,registered hourly aggregation; exact data-builder formula not stored in A7V1 registry,1,+1h,git:1ed5acd:archive/deprecated_crypto_a7_20260527/runtime/runtime/a7v1_feature_registry_smoke/a7v1_base_feature_registry.csv,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL
