panel_id,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,mechanism_id,proposal_id
bbo_micro,exact-signal:49bdf44a518932cebb095060,activation:f5b643c89cf4c18a8bd2b3a6,behaviour-cluster:ada21c54c0cbff1be719a652,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:cedbcb444400f3456546b7f0
bbo_micro,exact-signal:4a487ab388f789327763179b,activation:baa6660dcd9bac9258610acc,behaviour-cluster:259dc8a6ae51b3a5939a006c,bbo_spread_state,liquidity_top_level,epoch-candidate:53dbd8578f7231087ed27dca
bbo_micro,exact-signal:4b1064fcb4cc10d7f676e013,activation:54f20a551d3adde9091c44ae,behaviour-cluster:8fb6649893baa3c02d24373d,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:df84efc66a35ff34e9432e34
bbo_micro,exact-signal:4b90d73d5399d03a2213c8d3,activation:dbed2135a3b2ae9ea78d55cc,behaviour-cluster:52543b5e55fd74378028c272,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:e03d5220002aad04158e9907
bbo_micro,exact-signal:4bb183015d74a6a279f95eea,activation:81b5f29cc43d7f94086f528a,behaviour-cluster:efab97978acd4c11d5f3d890,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:1be24eeee623fa223d4aa0b6
bbo_micro,exact-signal:4c3411505310c7ede759c0e4,activation:e5c20b97d654ee5d5da3edf9,behaviour-cluster:a3ef27f63351cfe8b3eea7dc,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:ea65e654daadddd8313f7e5e
bbo_micro,exact-signal:507ab783338dcc7735ac20d0,activation:3b8607a8cc6ff7a4bfa3fe76,behaviour-cluster:f9c8c655aa8e6ad5dd483277,bbo_spread_state,liquidity_top_level,epoch-candidate:6b558a20e632d5949ad33d50
bbo_micro,exact-signal:5226387101ad708e9c458d32,activation:33f7d4a9ed419d2b4b45954a,behaviour-cluster:41e1de8271b70cc686ad0a9a,bbo_spread_state,liquidity_top_level,epoch-candidate:2cfe4c5bc40e66c2ba78fc9a
bbo_micro,exact-signal:522e6b243ae44d00395a8039,activation:cdd9008e15f4fa02a04c2959,behaviour-cluster:39bf19f31c6d76b1d9141959,bbo_spread_state,liquidity_top_level,epoch-candidate:0685641dfd05f0ecdb94dcdf
bbo_micro,exact-signal:53afe58f8f3431f52da18d0f,activation:d2c7642cbd52015f99e54ddf,behaviour-cluster:7bd72b7aa7f7de46d7c87015,bbo_spread_state,liquidity_top_level,epoch-candidate:d71dbcc1ee96751d7fee0024
bbo_micro,exact-signal:53f8d44a1c1370fd37465e70,activation:449ef899e94958b8454253f0,behaviour-cluster:25e4c690bf407af64ae01e86,bbo_spread_state,liquidity_top_level,epoch-candidate:146ba0a806bbe568f031dab6
bbo_micro,exact-signal:54a537098fa187f1f15635aa,activation:5858bdda169e59ea07aac877,behaviour-cluster:c8143a623b8d4c2b40125105,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:5d3c7503383b57acc59da985
bbo_micro,exact-signal:58659f3c555f5f392eeac72a,activation:f857b1c5d024e07591451188,behaviour-cluster:094710f63f9e5ed09f10061d,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:160de08eab9724db379c82c9
bbo_micro,exact-signal:58f0f53e5997bea73abdc9ca,activation:ddffbfe06cecc27dcd20f419,behaviour-cluster:56504ba6a4a48ae7d58c659f,bbo_spread_state,liquidity_top_level,epoch-candidate:84752df266bb9ef5e214c2b6
bbo_micro,exact-signal:5a11399ec0b66ecd1ab898d7,activation:cfeba606ba6825ef2cd68b7d,behaviour-cluster:60b8de651e9a6e216a9fe3a6,bbo_spread_state,liquidity_top_level,epoch-candidate:daea1e76a5ae3ba30c6d273c
bbo_micro,exact-signal:5be32ddc4c633dca5a76cfdb,activation:edaae2adfcdf468157e09e4a,behaviour-cluster:3ddcdc84dc685a3bf26c2fdd,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:e850ffb12a4b9c74b81e7cbf
bbo_micro,exact-signal:5ddbbd0da28b087a4da26594,activation:4a320689b14f7c591c367902,behaviour-cluster:b86f8ee585bcad376d4396bd,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:29191bcaa0333674d8a5142d
bbo_micro,exact-signal:610fe79ee2620ad681d1607c,activation:571820f4ef42c12a639215f7,behaviour-cluster:c50b95d1f8ae64acd0ef59e7,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:adf07a4b3f3ddd6e286ad5d3
bbo_micro,exact-signal:62dd3a81634e419c819bb8c5,activation:00ceedad8d64cbb87a94b0f3,behaviour-cluster:c2e56a1907d70736e581406c,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:fed75b331e24d14762cca548
bbo_micro,exact-signal:64f59a3a5439249d8003474a,activation:919624a187f3f299d3b3a2e7,behaviour-cluster:508a470df2b42c2c1b472c7a,bbo_spread_state,liquidity_top_level,epoch-candidate:a331aa92af446b8584a42bb5
bbo_micro,exact-signal:68472ddc57503c1d07903581,activation:fdb9891965d954c4e7bf6e81,behaviour-cluster:9639bb753f924d6c1184716e,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:2815856f6fbb182114c4c795
bbo_micro,exact-signal:6a25ff9a92b4c475bbe99def,activation:7e9c6197f12fc6cd508f1cc1,behaviour-cluster:ef4ab5ef20a036ad81fcf4bf,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:4c3bd48bdb24c50417d77b32
bbo_micro,exact-signal:6b673cbb1fd495181528250e,activation:600569b4e5e2a9282cddb894,behaviour-cluster:d801feacc3c75011f44720c9,bbo_spread_state,liquidity_top_level,epoch-candidate:c951586ca464387f2be657ec
bbo_micro,exact-signal:6c79e0a82a2be718686b207a,activation:a826baa3adea05e940058caa,behaviour-cluster:fab3ceb291a4561e9e1e170b,bbo_spread_state,liquidity_top_level,epoch-candidate:4804beb687a243938a840fb2
bbo_micro,exact-signal:6d70f7ac1bba883e34584265,activation:1d6257220d73c66ee3cb6542,behaviour-cluster:57326b922c19d5ff6d6dfc95,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:cf47dcf7ae23e7936db95d57
bbo_micro,exact-signal:6de7b4a332ee56ffc7a1dda2,activation:8efeba0a7ba6d7a029498b6b,behaviour-cluster:e74bbb5f828834dc25a89557,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:faffc040cd13335763294267
bbo_micro,exact-signal:6de8be6678fb2afdd2ffe144,activation:2c9a8ff2c2db244a5e261891,behaviour-cluster:d821e0d103d9bf9398cf2aa7,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:96a8af6ec9124a378ec5b740
bbo_micro,exact-signal:7490782b290570990abf3188,activation:05abeb51b1bcca81a758c1b6,behaviour-cluster:4b941321c2b8e0adc8c8a017,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:c83e51290be063b08a9f1c52
bbo_micro,exact-signal:75d451e502869ced625951e3,activation:7738f59464b165ed3249e6fe,behaviour-cluster:734f8dae23e74cf390509f60,bbo_spread_state,liquidity_top_level,epoch-candidate:d912e74f40932a4eb038e4ae
bbo_micro,exact-signal:75f2f71771520eaffa2672f9,activation:d62190cc7352b947e75a7dd7,behaviour-cluster:852a4ede2e2d30cfbde973c6,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:318562b2b2e4012eb418e00c
bbo_micro,exact-signal:768e06fb51802056310e5f4d,activation:6a0b756f2ec816d26b4ca180,behaviour-cluster:95be3385ff623b56424206ec,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:c3abfe157fc723421a7dfc86
bbo_micro,exact-signal:76f25371adcca7393a26ddab,activation:2567fa9cd9b2b9b0e9317d00,behaviour-cluster:70b742e8a67d8141feeca9e0,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:2f1b6fe84196a380a94e0c12
bbo_micro,exact-signal:79457175dcea0db09bbb0395,activation:239003eb724e471d852b125b,behaviour-cluster:4c19f31c04f0f89d7e8e0d91,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:726a4d822128bb2bea2c8385
bbo_micro,exact-signal:7bcf9c48f154c94cec12f05f,activation:d8ff3db1eaddf8265ed016ca,behaviour-cluster:5cfefb71c90fc1bfb5e927c1,bbo_spread_state,liquidity_top_level,epoch-candidate:6d8c552fcb6a817b58c3bba1
bbo_micro,exact-signal:7c9b4ca6798b2de31f3f73f2,activation:29d6f7cd6ccfd22e34ca93b5,behaviour-cluster:3fd3fb98c2982f544892ebde,bbo_spread_state,liquidity_top_level,epoch-candidate:d248b5996797e80b099b7395
bbo_micro,exact-signal:7f32e86dc7ed1069078974cc,activation:9b3aea595475348b0e979c49,behaviour-cluster:5dac0276bcba95cfab5981cf,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:fa5639de7028007b7f61e095
bbo_micro,exact-signal:800433c8aaa922d5b9c0dccf,activation:20e5927afca7b3ae068376ce,behaviour-cluster:9397eb497756c8eebb1f6050,bbo_spread_state,liquidity_top_level,epoch-candidate:35928e20d15fed91f2780717
bbo_micro,exact-signal:8059e2e8b11ef073ff743c4a,activation:50c6d460972bde1f6a3ca263,behaviour-cluster:fc936ae26e716d591a39b2b9,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:da33bc97a4872032998572d1
bbo_micro,exact-signal:80da592b3167d36c3f106f61,activation:8bda777303518d187b7d2cde,behaviour-cluster:905b0fcb1c8298113ac77348,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:08038633f0c796d7c81fd85c
bbo_micro,exact-signal:816e66ad1870fd2871e3ab9b,activation:c016e2c17c57b76ff5165396,behaviour-cluster:2d91a38b3e5961406fb4b53c,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:9867558eb3dd04ca8b67ae42
bbo_micro,exact-signal:820394d3b34c9ed59e08f440,activation:797e5b8f454f8595f7c2aae7,behaviour-cluster:b5603374df2ba05c53ae5f38,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:d18ec8bfd126a6d7de56c863
bbo_micro,exact-signal:8636e44d6d21fba3cb7fbad6,activation:0b77ae6ea5edf0717f374337,behaviour-cluster:e000aee135d6ef54361e9f52,bbo_spread_state,liquidity_top_level,epoch-candidate:afdbcc9aa33d4d05b0c30b24
bbo_micro,exact-signal:868edceb2619eceae3835804,activation:72a9bbb833db0e8a41156458,behaviour-cluster:5be8aac5ebac41e9beb77320,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:f51a0173d38fa0d0aeda385f
bbo_micro,exact-signal:8838fa253e650baa90a12c72,activation:19aad69a2eab5454745dbe50,behaviour-cluster:85d23a456373c873f5167f85,bbo_spread_state,liquidity_top_level,epoch-candidate:5e93487afe5f64760acb81f7
bbo_micro,exact-signal:89d61a566e52be54490feaef,activation:00cab291b560b8d2d0ebc05b,behaviour-cluster:4c19f31c04f0f89d7e8e0d91,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:4274393bfcfe148261d7ebea
bbo_micro,exact-signal:8f4dcf1fc262fedd70e85a70,activation:b22ffc62275635c70a4fd155,behaviour-cluster:e32f3d3eac740e0f89442942,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:10fa2ef2f4e08faaa92903d9
bbo_micro,exact-signal:93194b7197ad87bd40c38760,activation:d4b3396cd7a78225605c8aad,behaviour-cluster:775bdeb4db40539bada569c4,bbo_spread_state,liquidity_top_level,epoch-candidate:d546af19cee4b4334a8a3a4b
bbo_micro,exact-signal:9534ba4890b07d29a65d02c4,activation:881a4fd3c028e968ccffd437,behaviour-cluster:dad67890cfbd339cbff93c0e,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:d55f47a50189edec6d1cbd50
bbo_micro,exact-signal:9592eb57d5b6415a0c40e708,activation:b0d397e7af0916d5dc2ded90,behaviour-cluster:0bfb105c96e17a4011c13c66,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:0d882505281cf6ab60fe1d46
bbo_micro,exact-signal:9849ebd258f63758f8d605fd,activation:8bf0dba7b300e69330f6d9c2,behaviour-cluster:58a872c5ebc652208253a0dd,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:4f0d2e71b9a40f9118b84e59
bbo_micro,exact-signal:98e348b9c2335a785af0b6b1,activation:b18c073f819933da7496376c,behaviour-cluster:f47037f3d3c050e5d041d3b4,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:f88592e0c5e9d3de384ba997
bbo_micro,exact-signal:99143ad7711d1dde2e08d2ea,activation:e7202abe02e858426fd53ea5,behaviour-cluster:79d6a4023116b337ef65cc81,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:280363781b3307d0d078306e
bbo_micro,exact-signal:999ede8cc047e25dfe366694,activation:4792b263d88ef2260f6dc9bd,behaviour-cluster:1578cb2351215bd8c485e087,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:bd2615382e3bc819f8dec854
bbo_micro,exact-signal:9b3249e944bee8096c31329f,activation:912de9f230ce755f0f50d040,behaviour-cluster:c64dc720d126678622acb32f,bbo_spread_state,liquidity_top_level,epoch-candidate:8f77ce4ceda01e9b2b15b7ca
bbo_micro,exact-signal:9b4541e9e6fd9b31f468ed66,activation:6b2638fa3c420ed45c175f53,behaviour-cluster:794b0b7910c9e950e001d750,bbo_spread_state,liquidity_top_level,epoch-candidate:b90eca18ce17e0c868e0b130
bbo_micro,exact-signal:9cd5f87a66748c89585db66f,activation:e1444be8c3fcc9c3c713f84c,behaviour-cluster:4b9734d0c4daecd9a69cdc6c,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:f7c1defe23ff8013950123de
bbo_micro,exact-signal:9d8bc5987009d8673e4bc32a,activation:c4a3da3dcd98128ece129003,behaviour-cluster:0efb6ad60fbbdb2f6da6138a,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:ceeb7d8ebbaf9fa632d0f8cd
bbo_micro,exact-signal:9e0ebb5aabd48ec4a9996639,activation:08459b2afcf6d7d58f75ee65,behaviour-cluster:8510c5997a7bff5808fd8548,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:4c352fd754a4663c20e1596b
bbo_micro,exact-signal:a052d45132102661decd2587,activation:9e6cf3f2f31a48f78d077267,behaviour-cluster:3fddfc180f284e0b2b67b108,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:107f4d655aaaa3f280902ef0
bbo_micro,exact-signal:a548b13cc062f33855c445c9,activation:f39da6343b780938cc72d553,behaviour-cluster:5f45385967ffc1122050913f,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:61e7db3f8d6a4893887aa7ac
bbo_micro,exact-signal:a66e3e1ea5f6a7be0e310379,activation:b63bc83dc650786f367c897d,behaviour-cluster:d636919b4c125e1a04697c57,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:428cbee8596521ab132278e9
bbo_micro,exact-signal:a74376446a8624c26cf0a76a,activation:ee5addc0d4334cafb2662ead,behaviour-cluster:80867b73d663871a9ba118c0,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:613cbe24846706c7b7a61218
bbo_micro,exact-signal:a762afee0316bac324174042,activation:ff892ab18080ed04a41e9e9a,behaviour-cluster:1ba5ff7eca2f87bf1b404a2c,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:94658e3952ff562447af5361
bbo_micro,exact-signal:aa3c3d772ba4d152da9e23ac,activation:0736b599ed974dea04b49f0c,behaviour-cluster:ce72ea1cc23ab4b4a11b2e83,bbo_spread_state,liquidity_top_level,epoch-candidate:c32dbd50e6d9c016e0d7501b
bbo_micro,exact-signal:ac875d825b3f7524d220b43f,activation:9e102ba676d433c5a480a038,behaviour-cluster:c163420d28fe16903a237ed3,bbo_spread_state,liquidity_top_level,epoch-candidate:6ed9057a92be24d4ca14ed5f
bbo_micro,exact-signal:adb5ed1bbd9403b2a68558d9,activation:06257b7f69d1a6994a33eefb,behaviour-cluster:13199b83f7834518ee0a267c,bbo_top_level_liquidity,liquidity_top_level,epoch-candidate:753b3ea9993c5e4fac72eeb5
bbo_micro,exact-signal:b10ff6713f6a85453a0afa57,activation:1380770a6263d8617a980237,behaviour-cluster:8c45fa22ffd4a8ff70194fcc,bbo_spread_state,liquidity_top_level,epoch-candidate:280fb139ec9f2772dd492094
bbo_micro,exact-signal:b1655cb0ba0a13598bb0ab10,activation:b231ed5e3c6a242f8bce98c5,behaviour-cluster:dde8efca2e447ae24aabf31f,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:a45ab8c6b37c6f8dbc46a088
bbo_micro,exact-signal:b4291a12dbb582a5724d76a5,activation:6d0eb9d138859fbc2d8af213,behaviour-cluster:6b1a4a92731c1ead13a3e1ba,bbo_quote_imbalance,liquidity_top_level,epoch-candidate:f1df9ca8750847908841dbe8
bbo_micro,exact-signal:b47ab526ab2603fdcb8ed0cf,activation:ce8aaf3e9e4c6100a96c7358,behaviour-cluster:991141d8dd4d7e97230e7813,bbo_spread_state,liquidity_top_level,epoch-candidate:4cf70bfd826172cf790c07b6
bbo_micro,exact-signal:b4da6c71aa6aa95593d0fe8c,activation:5c5a4163be22d756141fca44,behaviour-cluster:81603aba5d2ebb21758bdf9f,bbo_spread_state,liquidity_top_level,epoch-candidate:fbf1319a19c1197253519b6e
