panel_id,lane_id,proposal_id,exact_identity,admission_rank,admission_type,selected_for_strict
main,cem,epoch-candidate:a95d1db4eef78a7f606decf7,exact-signal:be7195d758c771f8c5e73e70,27,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:970f0d205f7fa49d3c439f60,exact-signal:a9714f152322ae809658a920,28,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:a7c2c282b7e895e0c1acb2d2,exact-signal:2ba3c930b4d8282f55d0317f,29,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:90266cd935ee81e581d03208,exact-signal:1ec310b828cc126bb796b28b,30,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:da8e3a50f913ca1cd5ec1f6a,exact-signal:e7ba5bd6124aa5957247d7ae,31,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:9b916e1ec0fd7f9ec6bb9d5a,exact-signal:6a26ccb5cb663963b6835a6b,32,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:169fff863f02b5cfc32a6080,exact-signal:e11a1f12ff966df9be5e6455,33,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:9a6d79fc8739178477842dd7,exact-signal:321cc42c169d77e1983e3d08,34,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:8023e9c6457a08357741a243,exact-signal:bd4be342d1ffee48e6fcdf26,35,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:27d46185251b48d3c9982852,exact-signal:a0b74587028db7c0a273d8fc,36,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:1b0b417f1e56a35facf73cf0,exact-signal:98b90a297f251eac4ca6091f,37,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:fceb0288125443dac8b385eb,exact-signal:1b3179bdc54c0799c2acd2c6,38,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:fa1d662139293ffcac1d8f91,exact-signal:6f0a3c4fc90aab5d9b748e08,39,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:900137fe92aaf2a0b3b770dc,exact-signal:8c412d6f5a494eb995830384,40,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:2890ceb50694101cae929dcc,exact-signal:07a15e374e4e1d4a03710f6d,41,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:abcab9dd77cab149b5f60d50,exact-signal:ef2a40dc4c63a7241a88632a,42,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:6766b6fb2636a21395461d83,exact-signal:10ababe41dffa2f5e245a4d4,43,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:d4f2cf8d09e04a37e4edae5f,exact-signal:8f7121ca44b48910d3a3bd58,44,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:7d0590373e0662a5b0f3a992,exact-signal:f2a202afd2ce8a92dd39322b,45,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:05967502268801ca3a3e883f,exact-signal:fcf22e96c38b52e0c6f0d1d5,46,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:cee4b859e2655b96224b92d8,exact-signal:42b5f3eb405d1e6d2a8feccb,47,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:b1fd94bc146bf6e2f56686e3,exact-signal:86e352851da27aaa369afb6e,48,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:e6eb732dce988c83a31e0c5b,exact-signal:1fa920b09b290509a057dd75,49,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:5fc9ecca676519d910b7771b,exact-signal:edc972895ad7144011a62527,50,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:119a3502bc465efadf847cb4,exact-signal:b85d446923444c663318478e,51,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:baf23143a33d75c5fc253485,exact-signal:8a0d1999824a731e6899c3d7,52,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:18925f7620d383e9b6699d60,exact-signal:825ec92fec4bdcbcdb3229af,53,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:e5ab26c5899dbe34b6db94f0,exact-signal:bfedb83ea52326b08e4eceb0,54,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:a6aa3e537e90bcaca6ba065a,exact-signal:7614b348be2b8dc7df29b43a,55,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:20c9f7b8d852b1ca2fa02e6b,exact-signal:4da88c20be1af27b3be5d675,56,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:c47b7dbc4dad485fcf24ffda,exact-signal:a7eb118048101ac9365b836c,57,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:1b37077621bbb97c0f1fac14,exact-signal:9c90f5c5c807bc62f85f7fd2,58,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:9f7e6193b242767ec8f87aea,exact-signal:6e5da8aec909471a40dd394d,59,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:941127a261949b135bb68d08,exact-signal:15ba219d1bf679f19b1a2029,60,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:a6fd379ebfcc082e5d5788bd,exact-signal:9b02a10337262d4f0f9a840f,61,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:ad589813c27c5d1509ff1ebd,exact-signal:2642570eef19320176ad04ec,62,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:e98b31d124d9b8249d5ec2c3,exact-signal:39c65e0b55ff1ef9cbe91942,63,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:8a97b17bc3cc86466e144726,exact-signal:96bb5e8d4b5cfdf7bfdf8746,64,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:c79bf838bffb99371075ad39,exact-signal:5645aa9f49dae79b99538ddf,65,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:f39037cbda23085f67a77ddc,exact-signal:4e183bcdccef53f55559a83f,66,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:f49fb9d2759f45449a2b3a28,exact-signal:620c44991312af0bc52cb352,67,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:a4617ed697b23ccc37fe4565,exact-signal:887eab9421bea9e0533cebde,68,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:0d6d3a04f671b6bc78683f53,exact-signal:9451d6249a42ffff8839d5f7,69,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:29246b1be915356f9f8c9396,exact-signal:17ea5d0e65c28ed69960af91,70,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:d0528f7867359a5934c90e72,exact-signal:aef1fe9519b99559cebe5367,71,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:60704c0f8edddeee37bcebc5,exact-signal:7dee508ec3e4577f18a12214,72,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:daa2efff925c1342618e9aa2,exact-signal:2e1892a0a957c66b005166f3,73,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:0650a889c467009eb22a0503,exact-signal:bc39215f1122c94fd694ec4c,74,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:4cbf76443aebbfb4116a87a3,exact-signal:5b120f1054a43eb66fb3cae9,75,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:0a4ecde642db4f4c6084d280,exact-signal:5105133c20bc84689d25d890,76,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:2972776123b174965c77e063,exact-signal:b2ec4b8719aedb8b9d466ca7,77,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:5af917794e662a9420cfa73b,exact-signal:03c11ac98b49aeb603a30d71,78,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:1763dcbf1dcd5d0b5fb4f4b1,exact-signal:f30673341d1b239371995b78,79,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:6dd26cd3895ee1735cf1d55b,exact-signal:b00016b311cea00b8f9d8826,80,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:aa1c2e995c9b8087d6271593,exact-signal:79054c7c1d82616178172291,81,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:af4fa3fb6eff7deaa93aaf18,exact-signal:bee4ca04271f415cc6529a01,82,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:4eeb0955aad0032d46e4cf11,exact-signal:c9dc748df1910d2aa4377e0e,83,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:f828328c51c4287c59f94eef,exact-signal:9b631c22b4eb4821215a7e6b,84,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:a98851c26caaad03cabefe1e,exact-signal:9ac262ba9abb414e8a786302,85,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:9f243c6f530f782390bfc407,exact-signal:4cc12282c66be0ea3f8c5750,86,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:35896777f464b1e9a8c8a390,exact-signal:815a4eedcc65a7fc3ff7c867,87,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:4bba74a81ab45cd9a9a72f89,exact-signal:987f2b6ce101716fed850912,88,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:d082624081f5a1d37b386ae1,exact-signal:61f2606399e862f1beb4b443,89,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:2c85c05c9e0d00515a0c326b,exact-signal:532883a2e4e745c74e4ebe03,90,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:2a15488835e232b430b8c863,exact-signal:5da1ccfdd0f870feb62ff08f,91,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:69984bc3c84dbaba092c808e,exact-signal:26b582a4634545687c88bac3,92,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:119d5d8f6b2f34c052e270a9,exact-signal:74efdf1e0ecc27086f8f92bd,93,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:b69aef3048f7e9bd7024f889,exact-signal:23ba6e616326ecdc8c0deef9,94,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:d4e62f13b5a6bed1c1e44edd,exact-signal:d72c19ffe7f6de02e95b49d1,95,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:75ac31fd35503caff917a2f1,exact-signal:71be06b0f9524ff6b19c7cbd,96,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:e0e3daaf70515a0e2cbc1cf4,exact-signal:c0cefadc1cd1d7823b1e64d6,97,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:0a3b8869b769b4cb875f4340,exact-signal:518785a49d5bddfcba8d7d49,98,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:8e5734e29ad545c48bafb8a4,exact-signal:51fc16bf8fc3a06196551141,99,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:0ee1d4667706464e73bcda4d,exact-signal:1cbb463da74194f48abe57e0,100,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:16ac6810f8846bf1f8f8e409,exact-signal:1074882d9e4f52198fd7ebc4,101,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:332f77d9adf556070ae21050,exact-signal:6ac8f1e65553fbfe2b408d2a,102,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:703af09dc3cadf9c7094ef57,exact-signal:4f06e009b055d9a04f52a3e6,103,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:f9e57f687b19f26d71a167e4,exact-signal:4746c5ff26f8bccaa3a04b2c,104,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:16bbf2b080643aae0a328c05,exact-signal:84566c0280df9bed74595f21,105,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:ac246a7340b266f37a1f0738,exact-signal:60a71ff69a3256a3c37c68b5,106,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:f74558bd25eb22785cf24dee,exact-signal:02367f058f25878603c2c9c7,107,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:af73c7c843192eb89fb6ee2c,exact-signal:755a8c4560c2916da198b8c5,108,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:93f8278bcd2fbec0c54a7f0b,exact-signal:b78117886ad760f415faba85,109,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:05fe7dbf0dd14c69b71b960e,exact-signal:d8b41547f21323c03e8d2a9c,110,SEMANTIC_VOLUME_STRATIFIED,True
main,cem,epoch-candidate:6ef35241a747d2fdc172884f,exact-signal:54898b2d0c7ba32de9bc537c,111,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:dfc4bb591f08e274bdac9594,exact-signal:35d9a3ad2881d931f047028f,0,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:732534a6891e86dba6eea56a,exact-signal:32291eb3c638c2569ccf786f,1,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:e88947b361cd093e1a73f9ac,exact-signal:7f5bb2df6da33d1d05fc7421,2,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:0c2dcb074213fe935b5b18e2,exact-signal:cf8126ebf8b4771ec9dcf8a6,3,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:76a9c4d6bcd2ba3b0623b21e,exact-signal:f96cc68e32eedcc4c6222fa0,4,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:643f5a9326127b5fa6f5d851,exact-signal:88ac233b80cbda2b69d749ed,5,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:7e5e9488d31e033f1aeb8121,exact-signal:44a06f1cb6e084bd2fab600f,6,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:0ce12363a5f39e973e78fe7b,exact-signal:4c36cf0dc6ae54d8f531f66d,7,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:24dc88da9c5272f7f5ead299,exact-signal:712cbdf22b7c46a00b2b5276,8,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:4992581cda7139f061a15986,exact-signal:8ddf2532cd8d17e0d1f9bd91,9,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:089c05e63a689408e6ab4cfc,exact-signal:06283a204150caa60ae4a1c3,10,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:449b23943bc2aac7797c9f0e,exact-signal:ca7c6086dafbc38ca5be3770,11,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:ee0c94ea21ca439cf8f3395d,exact-signal:c7f90fbff90fd0d2123206a1,12,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:09e41acf64ab983682c6db1d,exact-signal:35d8d9f1c2a3059d25c080a4,13,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:99141ccbca5109ff444ef3d4,exact-signal:6c478145204e2cce279ff4ed,14,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:c6050352aee3a79df5d6e2fa,exact-signal:60c5f4d7d46dafa55621db3d,15,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:b798f477c91f9a663158b9f6,exact-signal:cb1989495e908ece211a32e7,16,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:1d734afcf0af249d2c17dc46,exact-signal:827d67dc49c8eab99a1f7b52,17,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:a7685d354f8d31ff4ece94e4,exact-signal:9d81cc074b4e139806e850f3,18,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:ef25c7739a5d2759c9dd8596,exact-signal:f0c1b2191c2136cdf8960860,19,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:c3c858f3c9efbfdee978d8c2,exact-signal:512ae7e38050c304071e6d66,20,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:85d1ba4892987c6708ed1ea5,exact-signal:11eeab9d81385932dc3e45d2,21,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:6d48e1a61909bfab61fd6da8,exact-signal:145c285b866b14178a432267,22,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:a6d3f0aee239ff075381286f,exact-signal:780bcf18dfafb9c9e9028330,23,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:e8e4c5101937c1776da67285,exact-signal:99e9bbd06e7ead210434afae,24,SEMANTIC_VOLUME_STRATIFIED,True
main,evolutionary,epoch-candidate:735f9a6aa6d008d56391c483,exact-signal:30e4f4bbb676d4531040fa46,25,SEMANTIC_VOLUME_STRATIFIED,True
