row_type,source,name,primitive_id,canonical_id,legacy_id,authority_status,compatibility_status,canonical_semantics,canonical_implementation,input_domain,output_domain,window_semantics,warm_up_rule,missing_value_rule,activation_semantics,event_state_assumptions,expected_invariants,deprecated_aliases,repo_ref,verified_branch,source_commit_sha,accepted_closure_tag,accepted_closure_sha,evidence_scope,market_data_read,sealed_data_read,economic_increment_claimed,canonical_authority
CANONICAL,alphafactory_crypto.instrument_capability.primitives,PathShape,PathShape,PathShape,,ACTIVE_CANONICAL,NOT_APPLICABLE,mean(last third) - mean(first third) inside the complete trailing window,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive,"finite numeric panel shaped [asset,time]","float panel shaped [asset,time]",window is split into non-overlapping first/last thirds and must be >=3,window-1 coordinates,NaN unless the complete trailing window is finite,active where early and late path thirds differ,path geometry; not a short-minus-long moving average,"[""constant path is zero"",""is distinct from MultiScaleRelation""]","[""legacy_nextgen:multiscale_alias""]",repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,
CANONICAL,alphafactory_crypto.instrument_capability.primitives,EventWindow,EventWindow,EventWindow,,ACTIVE_CANONICAL,NOT_APPLICABLE,count of rising threshold activations in the trailing window,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive,"finite numeric panel shaped [asset,time]",nonnegative integer-valued float panel,window is the event-count lookback including t,window-1 coordinates inside each finite segment,NaN resets event history; windows never cross a missing coordinate,"counts rising activations, not active-state occupancy or arbitrary value changes",event is a false-to-true raw-threshold transition,"[""singleton event count is one"",""persistent active state does not create repeated events""]","[""legacy_temporal:active_state_count"",""legacy_b1s:any_numeric_change_rate""]",repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,
CANONICAL,alphafactory_crypto.instrument_capability.primitives,MultiScaleRelation,MultiScaleRelation,MultiScaleRelation,,ACTIVE_CANONICAL,NOT_APPLICABLE,trailing short-window mean minus trailing long-window mean,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive,"finite numeric panel shaped [asset,time]","float panel shaped [asset,time]",short_window < long_window; both include t,long_window-1 coordinates,NaN unless both complete windows are finite,active where short and long path levels differ,multi-scale level relation; not PathShape,"[""constant path is zero"",""short window must be strictly smaller than long window""]","[""b1s:multiscale"",""nextgen:MultiScaleRelation""]",repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,
LEGACY_ALIAS,b1s_canary,acceleration,legacy.b1s.acceleration.v1,Acceleration,legacy.b1s.acceleration.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,delta,legacy.b1s.delta.v1,Delta,legacy.b1s.delta.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,event_age,legacy.b1s.numeric_change_age.v1,StateAge,legacy.b1s.numeric_change_age.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,event_window,legacy.b1s.numeric_change_rate_partial.v1,EventWindow,legacy.b1s.numeric_change_rate_partial.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,momentum,legacy.b1s.delta.v1,Delta,legacy.b1s.delta.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,multiscale,legacy.b1s.implicit_quarter_scale_difference.v1,MultiScaleRelation,legacy.b1s.implicit_quarter_scale_difference.v1,CONDITIONAL_COMPATIBILITY,CONDITIONAL_PARITY_EXPLICIT_SCALE_ADAPTER,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,persistence,legacy.b1s.positive_state_persistence_partial.v1,Persistence,legacy.b1s.positive_state_persistence_partial.v1,CONDITIONAL_COMPATIBILITY,CONDITIONAL_PARITY_THRESHOLD_ZERO_FULL_MATURITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,slope,legacy.b1s.endpoint_secant_slope.v1,Slope,legacy.b1s.endpoint_secant_slope.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,b1s_canary,transition,legacy.b1s.any_numeric_change_pulse.v1,Transition,legacy.b1s.any_numeric_change_pulse.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,Acceleration,legacy.nextgen.acceleration.v1,Acceleration,legacy.nextgen.acceleration.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,Delta,legacy.nextgen.delta.v1,Delta,legacy.nextgen.delta.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,Duration,legacy.nextgen.zstate_active_run.v1,Duration,legacy.nextgen.zstate_active_run.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,EventWindow,legacy.nextgen.zstate_transition_rate_partial.v1,EventWindow,legacy.nextgen.zstate_transition_rate_partial.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,FirstHit,legacy.nextgen.zstate_rising_pulse.v1,FirstHit,legacy.nextgen.zstate_rising_pulse.v1,DEPRECATED,LEGACY_BEHAVIOR_DEPRECATED_COLLAPSED_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,LastHit,legacy.nextgen.age_since_zstate_entry.v1,LastHit,legacy.nextgen.age_since_zstate_entry.v1,DEPRECATED,LEGACY_BEHAVIOR_DEPRECATED_COLLAPSED_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,MultiScaleRelation,legacy.nextgen.partial_multiscale_mean_difference.v1,MultiScaleRelation,legacy.nextgen.partial_multiscale_mean_difference.v1,CONDITIONAL_COMPATIBILITY,CONDITIONAL_PARITY_FULL_MATURITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,PathShape,legacy.nextgen.partial_multiscale_mean_difference.v1,PathShape,legacy.nextgen.partial_multiscale_mean_difference.v1,DEPRECATED,LEGACY_BEHAVIOR_DEPRECATED_COLLAPSED_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,Persistence,legacy.nextgen.zstate_persistence_partial.v1,Persistence,legacy.nextgen.zstate_persistence_partial.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,Slope,legacy.nextgen.endpoint_secant_slope.v1,Slope,legacy.nextgen.endpoint_secant_slope.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,StateAge,legacy.nextgen.age_since_zstate_entry.v1,StateAge,legacy.nextgen.age_since_zstate_entry.v1,DEPRECATED,LEGACY_BEHAVIOR_DEPRECATED_COLLAPSED_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,TimeSince,legacy.nextgen.age_since_zstate_entry.v1,TimeSince,legacy.nextgen.age_since_zstate_entry.v1,DEPRECATED,LEGACY_BEHAVIOR_DEPRECATED_COLLAPSED_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,nextgen_epoch,Transition,legacy.nextgen.zstate_rising_pulse.v1,Transition,legacy.nextgen.zstate_rising_pulse.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,Acceleration,legacy.temporal.acceleration.v1,Acceleration,legacy.temporal.acceleration.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
