admission_policy,panel_id,proposal_id,rank,exact_identity,activation_identity,full_behaviour_cluster
GLOBAL_QUALITY,main,epoch-candidate:031350a2d4b2c97991f4923f,39,exact-signal:0b65896f8eeb45f745c86242,activation:803b84417ba8f1c4f71f5c73,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:1c6657582da60a780d3f4e9a,40,exact-signal:f0120a44b7ff137cc56fd254,activation:ebad2ef950a5d4f1bb435266,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0417478beef60faaa78b3b68,41,exact-signal:4d6968681ca50c2c7aca8c39,activation:39331a02906192b81fb1fa65,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:b6d4ceb207e1c07be533a1ec,42,exact-signal:21bd44bfc6df0d3c7935f13f,activation:93b20909eec0a6fb172ebe05,behaviour-cluster:1e63a13706ae34d39a9c860f
GLOBAL_QUALITY,main,epoch-candidate:151c74fed04fdb3d9f4c9507,43,exact-signal:4871c7b22a7765c0667bcb73,activation:5f0d6944363bd12345e2c21f,behaviour-cluster:7d5dbbc8455ecb0dbb845f49
GLOBAL_QUALITY,main,epoch-candidate:54d0ed72a2493fcfc7d5a4bf,44,exact-signal:cc2884ea72f3b9ce5dea97de,activation:56a7a6b2b04352add4fa9518,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0b13d659b482c08394e18dfa,45,exact-signal:86da3ae178b075caa51aed8e,activation:d481e9cc38cc706c8369eb14,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0c4fad75ee1fff58a03f4007,46,exact-signal:36184ccf994cb5b785a8e811,activation:236c2ad31878a55c70e83334,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:f84ac899263cd8dcc0020a1a,47,exact-signal:7f142a9a4bfadd7fda095596,activation:4b08c0a2ec03c7d8324274c4,behaviour-cluster:7a669bd7a2f770d088b3dfe1
GLOBAL_QUALITY,main,epoch-candidate:306baca08ffa1d0f807d38f4,48,exact-signal:e2992259ba04eb5be2a8755b,activation:da83239c31f145d560adac18,behaviour-cluster:29bab2966a2a368f599e190f
GLOBAL_QUALITY,main,epoch-candidate:5d4c175deb8baf881c14e650,49,exact-signal:1bb2fb22bd4249d542600afa,activation:f54f4f4afae22e6965351ef3,behaviour-cluster:7d5dbbc8455ecb0dbb845f49
GLOBAL_QUALITY,main,epoch-candidate:322f58d76eb69f1af872b2be,50,exact-signal:d3ec4f77cfad6660b7f22151,activation:dc7633913658d4bde5b12ced,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:1806500ff7f868e2b79d04b4,51,exact-signal:22fcbe1b0c8fbf7315551b80,activation:d18900c08a1cdb3a2b493771,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:4a6dd20f19eed95d7d6b1e79,52,exact-signal:945d26de1f6a27f332e45a6d,activation:2e335bac255689d572615eb0,behaviour-cluster:5f09807199fd5728185f63c1
GLOBAL_QUALITY,main,epoch-candidate:00485cfa08a3c3b50fe1392c,53,exact-signal:9425cd55069c6aeb991aca3f,activation:a447c060a9e148ec6d27603d,behaviour-cluster:a9f7752090a4419e6d68eba3
GLOBAL_QUALITY,main,epoch-candidate:08fb1a504ab3a41a46e795d0,54,exact-signal:d1c479296905acad1fdbf554,activation:ebad2ef950a5d4f1bb435266,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:7bccc7246c59b6d7a47be52e,55,exact-signal:c347cd447a2a074f49c5fe75,activation:e2b6754c256b29a716a318de,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0be17f916fedc44f8f1b7fbf,56,exact-signal:0498dfd18d9803f3bf7b7501,activation:e1a7ad76cef28cf359d4c1c2,behaviour-cluster:c8358cd784dcc807f754fca0
GLOBAL_QUALITY,main,epoch-candidate:2c7adba60ce70aed607fe65f,57,exact-signal:9456572f53961eea02076688,activation:cb53821a86d519194306a8e3,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:1ea2359d4749686ba5d55b84,58,exact-signal:fefb438292079be7e23d53e3,activation:f54f4f4afae22e6965351ef3,behaviour-cluster:7d5dbbc8455ecb0dbb845f49
GLOBAL_QUALITY,main,epoch-candidate:20a48d9284e0c4e4434aac0f,59,exact-signal:67d381c8f85f16c67a97b5ea,activation:93924e1229e15caff3e80a94,behaviour-cluster:35c2197a6cc5b46251d1f5bb
GLOBAL_QUALITY,main,epoch-candidate:0e48202a6c418888d8369790,60,exact-signal:681745d50e36228836ed38b7,activation:14b7b97966f48776925e97f8,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0d4d749a9756f53cb06b08d9,61,exact-signal:c716820fcbdee670be3c950c,activation:f54f4f4afae22e6965351ef3,behaviour-cluster:7d5dbbc8455ecb0dbb845f49
GLOBAL_QUALITY,main,epoch-candidate:21d00955d70cb9a348d47e3d,62,exact-signal:5be4b8ff2508c8bccc97a82e,activation:7194fafd55324c00502be6d7,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:25305a5539d2025eb2c8dce2,63,exact-signal:b3fca61c2de58169098f1ec4,activation:51cf0bcddff8578ed39faeb1,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0b087a8156a4bc533468e64d,64,exact-signal:24283fe5c1d287e914c80544,activation:a911514702b6645ddc93c709,behaviour-cluster:8c586b5e9cfa46aeb3d06772
GLOBAL_QUALITY,main,epoch-candidate:a7e19d0c1abe62e411865c0d,65,exact-signal:dea1a5fc20f3c065733961a0,activation:3cfe19536074bd9dfa767083,behaviour-cluster:9b5cb1140eed86b8cf5febcd
GLOBAL_QUALITY,main,epoch-candidate:33694b8607a6255d59a1e0e7,66,exact-signal:354c959f905696aaea3eeec3,activation:afda1b8e16595bfbd14a5d51,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:2d17a04c315c1853fa918914,67,exact-signal:8e087aab149a7ef05b262347,activation:5f38eb64891e91a89da604a4,behaviour-cluster:42ef7c68dbb0beb6806353e0
GLOBAL_QUALITY,main,epoch-candidate:5abd5278f030638d752bfa45,68,exact-signal:989c5464ce68d8ddfe977ee5,activation:0922a93a7ddb020a64f444a2,behaviour-cluster:d3fb002fe8ba6c5a499bdb4f
GLOBAL_QUALITY,main,epoch-candidate:14a3fb2c27f4bb6fdddb52e5,69,exact-signal:6eb48989ec3edb65246bca6b,activation:ff8a61be53b56100dac78736,behaviour-cluster:96a49433f52b86af49f77d80
GLOBAL_QUALITY,main,epoch-candidate:06d8ca7eaa238b80f4fa19a7,70,exact-signal:c4a8de5b6a93d3ec0db30704,activation:fd294019115fa225181d665a,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:00de944f99f4dc5dddfaae39,71,exact-signal:e016a0163879489e661ae0bb,activation:3b9be0a67c646fce0edcaf0f,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:30fafd8a915c5939aee9a4d2,72,exact-signal:4a3442635006c290086e9cf4,activation:5466e033af417e64dff55fb8,behaviour-cluster:73a2dd97442b30e7e5842d93
GLOBAL_QUALITY,main,epoch-candidate:21fd97293cadd2627c315b63,73,exact-signal:7a633b66c889e84872ff2753,activation:edefbcdd270a8e997d2a292b,behaviour-cluster:642dcb5aa0551442abe791fe
GLOBAL_QUALITY,main,epoch-candidate:0591fbda4fb532610b114375,74,exact-signal:70c3b117c75648ab7dfdfd7d,activation:5466e033af417e64dff55fb8,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0015a0e94f426e4166f19ef7,75,exact-signal:b3288c9ce253814b96cea594,activation:2a8f96d4cd59bd7aae958a13,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:1133fa7f91812549ae385d08,76,exact-signal:95eb9e35e28eedfd2415ddba,activation:76872346c3a9a4e93b21c398,behaviour-cluster:a8bdae2dc484eef0dd68c3fa
GLOBAL_QUALITY,main,epoch-candidate:6b877c3201c98d5c4ad354b0,77,exact-signal:82934da85dfaaa6bcc314d34,activation:2922c28133295f3669693385,behaviour-cluster:734ed918e6495746c26e7052
GLOBAL_QUALITY,main,epoch-candidate:c49762d16c45155ed48e6297,78,exact-signal:1e819720e80db536534d4f64,activation:d21bfd8d5c0a2d2ea2d93726,behaviour-cluster:e96790139cc1d9e25da7c29c
GLOBAL_QUALITY,main,epoch-candidate:8e2f1d848d37511c8f681836,79,exact-signal:58a7e6bb6571593de1a84b23,activation:ebad2ef950a5d4f1bb435266,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:7fdd9ce59ee963b96635d7bd,80,exact-signal:f832f818460be6cd6cc7dd66,activation:156520c9cc006b19aac3ae1e,behaviour-cluster:8fa1c93ca1e7a7f26cd479ba
GLOBAL_QUALITY,main,epoch-candidate:705da185c218b3ae75dcd072,81,exact-signal:bd84e6a7608e0c5f1e597c5e,activation:b2542191f34825ee18c314fc,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:36a015977fd1c3e70563d961,82,exact-signal:efa245392566b3348d9d5a99,activation:59ca26d20ce7be01e54772b8,behaviour-cluster:a9f7752090a4419e6d68eba3
GLOBAL_QUALITY,main,epoch-candidate:10714ead6907089fa464e833,83,exact-signal:95b094cbc026cdb959946c45,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:0cd2478f88f22a6909bd2c17,84,exact-signal:b890bceb66ecd6d75c881bb3,activation:5466e033af417e64dff55fb8,behaviour-cluster:73a2dd97442b30e7e5842d93
GLOBAL_QUALITY,main,epoch-candidate:27034303364b11852732e35d,85,exact-signal:d82bccca9d7dba3229686a11,activation:8ded333c090420aadf4b4895,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:0ba53d60b62852ec20c88715,86,exact-signal:847968b7986fab778558e17b,activation:3129e300d374eef768b2b062,behaviour-cluster:907ffb4118031257ac02ef18
GLOBAL_QUALITY,main,epoch-candidate:004113bb9c98cea40085cc0f,87,exact-signal:da4bafa618ac3010f9fa29f8,activation:c258c952efdc4e3a4b103bc4,behaviour-cluster:73a2dd97442b30e7e5842d93
GLOBAL_QUALITY,main,epoch-candidate:6d9c01f6f983dd888922d0ac,88,exact-signal:38193b8f609c2bb1a18a32d9,activation:6527ad5ac402f7a267694eb9,behaviour-cluster:4e8a9c66620810a4cb16675a
GLOBAL_QUALITY,main,epoch-candidate:4f619106ae64af6ae8d2f948,89,exact-signal:78b580e532d404949db28667,activation:c801a75a77c23c97419f7e9e,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:13dbfbc6b204f3f76d24ceca,90,exact-signal:976f9ff0b3c61a10c7c07d44,activation:5466e033af417e64dff55fb8,behaviour-cluster:65898abf4eadcbf0fedfff6e
GLOBAL_QUALITY,main,epoch-candidate:0daefb10ff80894c2c2a8f63,91,exact-signal:72ada1ec1e2261d420333689,activation:c38a57af9cd4c7ee398f7b84,behaviour-cluster:5b54741a2e93257b44483876
GLOBAL_QUALITY,main,epoch-candidate:689c9584e476897b98de3a02,92,exact-signal:775bb5d259ed325b1885fcc2,activation:a74e4aac04a5f96625bb0f68,behaviour-cluster:051eb39d17db1a1278e714ac
GLOBAL_QUALITY,main,epoch-candidate:07f28d33eacc3b215cc4062f,93,exact-signal:f74d0b79515f1c524596dc66,activation:6e171438f980aa6e2b35f799,behaviour-cluster:a9f7752090a4419e6d68eba3
GLOBAL_QUALITY,main,epoch-candidate:0011d904ce0e74adbe7ee9ca,94,exact-signal:bdf2bdee5d24a56a140dfc8c,activation:5466e033af417e64dff55fb8,behaviour-cluster:636c83f3c1f12183e104af40
GLOBAL_QUALITY,main,epoch-candidate:256ed47b08575368551a0447,95,exact-signal:211c6c81e8ee5252af53a75c,activation:fe9005598450feba49c2504a,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0ce7a8c1f28336cdda420edd,96,exact-signal:ad53227bd9cafff85ea820e0,activation:0c9aec61c99e5b3c0c43f08e,behaviour-cluster:a9f7752090a4419e6d68eba3
GLOBAL_QUALITY,main,epoch-candidate:1afa119a16389569c35335a8,97,exact-signal:d86662ce49564c7212974800,activation:5466e033af417e64dff55fb8,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0d105b1dd95c92128aa2f329,98,exact-signal:5959090986e844f3cbbca488,activation:71866647bbea0b11cbe7ab38,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:0112280776c481c682485dc2,99,exact-signal:3db348ab27fcfd0dd271af16,activation:4b968795f3264493681b3105,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:00056da303c639e867571c2a,100,exact-signal:9a2932c46223dde2add9ea36,activation:4b968795f3264493681b3105,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:34473d497610a29fd8a54bd4,101,exact-signal:e6e66ca7259883d774f7f7e9,activation:8ded333c090420aadf4b4895,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:04a783445f4c7ffeaa1254a8,102,exact-signal:34238fbb44c83456a2aac1e8,activation:ad2b12855b5ca948d49e6408,behaviour-cluster:5a85d32e11100487b84be5f5
GLOBAL_QUALITY,main,epoch-candidate:41b2d942cccc8bcfba545936,103,exact-signal:21a1d7066db6ea882b782952,activation:5466e033af417e64dff55fb8,behaviour-cluster:ee3b5a16734ef393d0681135
GLOBAL_QUALITY,main,epoch-candidate:07a7e255ce4e51d62065dd69,104,exact-signal:3c5df9f32736da000b3c1571,activation:5466e033af417e64dff55fb8,behaviour-cluster:636c83f3c1f12183e104af40
GLOBAL_QUALITY,main,epoch-candidate:3c1086dfa1da59179adab031,105,exact-signal:0d5daa964d6b91d8e23122c4,activation:154f5b32905bb35ffa9fc0a4,behaviour-cluster:d61336a9b87abb4d52165595
GLOBAL_QUALITY,main,epoch-candidate:eb1d6ed2324f44445f70b736,106,exact-signal:d52339df7965d3d54f61bf54,activation:4b968795f3264493681b3105,behaviour-cluster:73a2dd97442b30e7e5842d93
GLOBAL_QUALITY,main,epoch-candidate:0dd4492f053799fbc7f97582,107,exact-signal:08dd30b8656bb4e4883667e9,activation:511754be0790fbe426a897dd,behaviour-cluster:a62a8ddc3f42a70bde3a5675
GLOBAL_QUALITY,main,epoch-candidate:6ee99075c22625eea63fb6d0,108,exact-signal:97c1ac5f45919f82189a8e54,activation:d6ec40726db714efad046683,behaviour-cluster:f2f85c86f8b81e348b96e2a3
GLOBAL_QUALITY,main,epoch-candidate:136fefeb4230488e9a24bc03,109,exact-signal:9f3b7f39ffd949165734f26d,activation:419c75d27933e795e450bdc7,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:390635e36299bcd749b2a8a2,110,exact-signal:ecfc33c4d88f3f86eaebf309,activation:8b0eee856c6a61af98347929,behaviour-cluster:75157ee5f3edc0c904d3605f
GLOBAL_QUALITY,main,epoch-candidate:f33df520a0b266fbdbf49f89,111,exact-signal:7f9e51d9cd6498690415970a,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:2e5807fd5872deb9181fca25,112,exact-signal:8b62c87a6db7efb36df2a279,activation:fe9005598450feba49c2504a,behaviour-cluster:d6768fa9d9e38da2b7798e8a
GLOBAL_QUALITY,main,epoch-candidate:87696a882acb9cbb39d4a4a1,113,exact-signal:1fb320fbbf9709b8c2e9775b,activation:c258c952efdc4e3a4b103bc4,behaviour-cluster:636c83f3c1f12183e104af40
GLOBAL_QUALITY,main,epoch-candidate:3177bc681f5105508532678d,114,exact-signal:f4f3ae9a41cdbbf7f2f7c0aa,activation:e2b6754c256b29a716a318de,behaviour-cluster:734ed918e6495746c26e7052
GLOBAL_QUALITY,main,epoch-candidate:ecb268f04ff4ca783d281ce2,115,exact-signal:86ffa94e1f40ef63f3bf5b2b,activation:5466e033af417e64dff55fb8,behaviour-cluster:16b64185beac9145835e55e1
GLOBAL_QUALITY,main,epoch-candidate:5707caa8d63ecd5184ecee0e,116,exact-signal:cd19ba85f96b0b0872931762,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:5b318eba12c283cec63a9603,117,exact-signal:c246c1a3a3a52ab58d1bb6ba,activation:12ef8ef00b1e10077e098c75,behaviour-cluster:527edcf9c273bce43d3ccc64
GLOBAL_QUALITY,main,epoch-candidate:30ab89b263b485f0acc63be3,118,exact-signal:0f9016b26e9625ada85db888,activation:f805629f5365daf1473e4f10,behaviour-cluster:5b06af0016d27d779ebfc5fd
GLOBAL_QUALITY,main,epoch-candidate:1a173961c306fbb8498bfb67,119,exact-signal:64db4ab422243bfd85d8bd13,activation:c258c952efdc4e3a4b103bc4,behaviour-cluster:73a2dd97442b30e7e5842d93
GLOBAL_QUALITY,main,epoch-candidate:5c6988bb89baf5b0ac95cdb2,120,exact-signal:f60f4bb72b0d92a45c6c812f,activation:f712e3b04552f0098011f3cd,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:0bda16bbacffd6a8c1c27fbe,121,exact-signal:6dbfc8ad5ced45ef85d1693a,activation:5466e033af417e64dff55fb8,behaviour-cluster:65898abf4eadcbf0fedfff6e
GLOBAL_QUALITY,main,epoch-candidate:1aaeddcda52acbe86c89353c,122,exact-signal:82dbcb8c872fbb4ad0a87312,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:517b29c0b2fd52743a8b4ee5,123,exact-signal:e09f14b1ea4682e79634b905,activation:3aea5e3e7adae5d0e521a661,behaviour-cluster:1916bcff3c570056427addf2
GLOBAL_QUALITY,main,epoch-candidate:47893e93a14e9895503a50c4,124,exact-signal:3d5fe7c4fbb8520969fe0b3c,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
