semantic_pair,decision,label_family,row_count
volatility_like,HOLD_A7FFCORE59S03_PRE_MAY_UNSTABLE,L0_raw_forward_return,6
volatility_like,HOLD_A7FFCORE59S03_CONTROL_DOMINATED,L1_cross_sectional_relative_return,6
volatility_like,HOLD_A7FFCORE59S03_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,6
volatility_like,HOLD_A7FFCORE59S03_CONTROL_DOMINATED,L0_raw_forward_return,6
basis_premium_like|volatility_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,6
price_like,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,L1_cross_sectional_relative_return,6
price_like,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,L0_raw_forward_return,6
basis_premium_like|volatility_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,5
basis_premium_like,HOLD_A7FFCORE59S02_CONTROL_DOMINATED,L7_ranked_future_return,5
basis_premium_like|volatility_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,5
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,5
price_like|volatility_like,A7FFCORE59S05_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,5
volatility_like|volatility_like,HOLD_A7FFCORE59S01_CONTROL_DOMINATED,L5_vol_adjusted_return,4
volatility_like,A7FFCORE59S04_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,4
basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,4
price_like|volatility_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,4
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,4
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,4
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,4
basis_premium_like|volatility_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,4
basis_premium_like,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,4
basis_premium_like|volatility_like,A7FFCORE59S02_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,4
basis_premium_like|volatility_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,3
basis_premium_like|volatility_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,3
basis_premium_like,HOLD_A7FFCORE59S01_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,3
basis_premium_like,HOLD_A7FFCORE59S01_PRE_MAY_UNSTABLE,L7_ranked_future_return,3
basis_premium_like|price_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,3
basis_premium_like|price_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,3
basis_premium_like|volatility_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,3
price_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,3
price_like,HOLD_A7FFCORE59S04_PRE_MAY_UNSTABLE,L0_raw_forward_return,3
basis_premium_like|price_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,3
price_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,3
price_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,3
price_like,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,L7_ranked_future_return,3
basis_premium_like|volatility_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,3
price_like,HOLD_A7FFCORE59S04_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,3
price_like,HOLD_A7FFCORE59S04_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,3
volatility_like,HOLD_A7FFCORE59S03_PRE_MAY_UNSTABLE,L7_ranked_future_return,2
volatility_like,A7FFCORE59S03_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,2
basis_premium_like,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,L0_raw_forward_return,2
basis_premium_like,HOLD_A7FFCORE59S01_CONTROL_DOMINATED,L0_raw_forward_return,2
basis_premium_like,HOLD_A7FFCORE59S01_CONTROL_DOMINATED,L1_cross_sectional_relative_return,2
basis_premium_like,HOLD_A7FFCORE59S01_CONTROL_DOMINATED,L5_vol_adjusted_return,2
basis_premium_like,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,L1_cross_sectional_relative_return,2
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,2
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,2
basis_premium_like|price_like,A7FFCORE59S05_NUMERIC_CLUE,L5_vol_adjusted_return,2
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,2
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,2
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,2
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,2
price_like|volatility_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,2
price_like|volatility_like,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,2
basis_premium_like,HOLD_A7FFCORE59S02_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,1
basis_premium_like,HOLD_A7FFCORE59S01_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1
basis_premium_like,HOLD_A7FFCORE59S01_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1
basis_premium_like,HOLD_A7FFCORE59S01_PRE_MAY_UNSTABLE,L0_raw_forward_return,1
basis_premium_like,HOLD_A7FFCORE59S01_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,1
basis_premium_like,HOLD_A7FFCORE59S01_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,1
basis_premium_like|price_like,HOLD_A7FFCORE59S02_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
basis_premium_like|price_like,A7FFCORE59S04_NUMERIC_CLUE,L0_raw_forward_return,1
basis_premium_like|price_like,A7FFCORE59S05_NUMERIC_CLUE,L3_liquidity_tier_relative_return,1
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,1
basis_premium_like|basis_premium_like,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,1
basis_premium_like|price_like,HOLD_A7FFCORE59S02_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
basis_premium_like|volatility_like,A7FFCORE59S05_NUMERIC_CLUE,L0_raw_forward_return,1
basis_premium_like|price_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,1
basis_premium_like|price_like,A7FFCORE59S05_NUMERIC_CLUE,L1_cross_sectional_relative_return,1
basis_premium_like,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,1
basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,1
basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,1
price_like|volatility_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,1
price_like|volatility_like,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,1
basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,1
basis_premium_like,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,1
basis_premium_like,HOLD_A7FFCORE59S01_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,1
basis_premium_like,HOLD_A7FFCORE59S01_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,1
basis_premium_like,HOLD_A7FFCORE59S01_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,1
basis_premium_like,A7FFCORE59S03_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,1
