candidate_id,label_family,horizon_h,orientation_from_train,premay_all_positive,one_bar_lag_ok,control_ratio_premay_max,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,decision
a7ab3_f0f4c568b02b1b72,L7_ranked_future_return,1,-1.0,True,True,0.8774384826360727,0.0083342991809612,0.0218926267192087,0.0216955938031216,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0bc78809db3a1428,L7_ranked_future_return,4,-1.0,True,True,0.8282358214464629,0.0170234261845644,0.0306543231429753,0.0455930419770329,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_87c3ee594944936f,L7_ranked_future_return,1,1.0,True,True,0.7812134869928389,0.0365459816134581,0.0232496157804746,0.0188252872476838,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_12f53c28ae64a7c9,L7_ranked_future_return,1,-1.0,True,True,0.6488493375046525,0.0174611732912106,0.0260325514796785,0.0141260904566059,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_db425196e6b15b0a,L7_ranked_future_return,1,1.0,True,True,0.6614931767069742,0.0189145562895997,0.0230662267084381,0.0152592236253354,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0b7b3deaa9bdd1bc,L7_ranked_future_return,1,-1.0,True,True,0.7500914007120499,0.0213144791095938,0.0314139690981441,0.0237996654216012,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0b7b3deaa9bdd1bc,L1_cross_sectional_relative_return,1,-1.0,True,True,0.9586871305260204,0.0002131230371882,0.0003257607532463,0.0003300062996934,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0b7b3deaa9bdd1bc,L0_raw_forward_return,1,-1.0,True,True,0.9586871305260204,0.0002131230371882,0.0003257607532463,0.0003300062996934,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0caf6e64238a4009,L7_ranked_future_return,1,-1.0,True,True,0.7552204023352892,0.013867115284557,0.0179734117304744,0.0219497653868307,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_259e51a3d817578c,L7_ranked_future_return,1,1.0,True,True,0.9299997775652288,0.0055083899963941,0.0169654355328903,0.0253292735538041,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_3144de7015d18195,L7_ranked_future_return,1,1.0,True,True,0.9475570636449948,0.012993870087055,0.0143269812754339,0.0217931444135373,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_3144de7015d18195,L1_cross_sectional_relative_return,1,1.0,True,True,0.8235712208413303,0.0002440543206154,0.000274847665937,0.0005599470233174,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_3144de7015d18195,L0_raw_forward_return,1,1.0,True,True,0.8235712208413308,0.0002440543206154,0.000274847665937,0.0005599470233174,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_7005b0d4aa2dce2e,L1_cross_sectional_relative_return,4,-1.0,True,True,0.574380660782599,0.0003494833584899,0.0007051726328219,0.0006939839120585,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_7005b0d4aa2dce2e,L0_raw_forward_return,4,-1.0,True,True,0.5743806607825986,0.0003494833584899,0.0007051726328219,0.0006939839120585,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_2ad4a9e8d3c38900,L7_ranked_future_return,4,1.0,True,True,0.9862537764350452,0.010166110593834,0.0068349271932547,0.0120393809486861,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_7935162ab6cc52c9,L7_ranked_future_return,4,1.0,True,True,0.7776954504798147,0.0174483134416793,0.0266896149577713,0.0257525205500065,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_e142ac349de3313f,L7_ranked_future_return,1,1.0,True,True,0.9040588080861116,0.0076644033637253,0.0161336797506825,0.0102137581775099,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_fdd86cd8983e9d9b,L7_ranked_future_return,1,1.0,True,True,0.4388934238787478,0.0211199486169061,0.0371599411476845,0.0278053044351723,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_04daf24ce962db97,L7_ranked_future_return,1,-1.0,True,True,0.99973230580447,0.0084255608062544,0.0142479720126625,0.0162893056082381,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_e5d6e69d28752387,L7_ranked_future_return,1,1.0,True,True,0.8866761720462625,0.0187043106511334,0.0261565531444486,0.0371090182949101,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_5f3490d60d842a6e,L7_ranked_future_return,1,1.0,True,True,0.4439226250365132,0.0247989427187966,0.0345524745016226,0.0256028498944006,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_6406fc0cf7ff3b35,L7_ranked_future_return,1,1.0,True,True,0.818843474644514,0.01197619195563,0.0207952908845491,0.0127101860285399,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
