blueprint_id,core59_shard,core61_route,core61_reason,core61_blocked,semantic_pair,motif,label_family,label_horizon_h,decision,premay_positive_split_count,control_ratio,cost10,robust_ok,lag_ok,expression,search_permission,selector_eligible,dice_arm,queue_rows,activity_ok_rows,inactive_rows,median_finite_share,median_nonzero_share,repair_task,control_margin,cost10_positive,lag_fragile,control_clean,repair_score,core63_action,core63_selected_for_retest
a7ff24r_1de5ef954b835313,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,safe_div_abs,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.2861306682077939,0.0952585209023999,True,False,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,2))))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.713869331792206,True,True,True,0.8094193204400617,entry_lag_repair_numeric_retest,True
a7ff24r_3fab392f9c9b9117,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.2122994315642052,0.0682033564469571,True,False,"Sub(CSRank(mark_index_basis_bps),CSRank(Delta(premium_close_bps,12)))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.7877005684357948,True,True,True,0.8045135269776955,entry_lag_repair_numeric_retest,True
a7ff24r_4df75107da3300e3,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,safe_div_abs,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.2840516835928104,0.0885092419393006,True,False,"SafeDiv(mark_index_basis_bps,Abs(Mean(premium_close_bps,4)))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.7159483164071896,True,True,True,0.8032937368614576,entry_lag_repair_numeric_retest,True
a7ff24r_16c27a7264d3bf28,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,safe_div_abs,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.3594976609387058,0.101629743183901,True,False,"SafeDiv(mark_index_basis_bps,Abs(Delta(trade_return_1h,1)))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.6405023390612943,True,True,True,0.7937804449022893,entry_lag_repair_numeric_retest,True
a7ff24r_7b68fb1f6c2a4885,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,safe_div_abs,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.3214357005503396,0.0843147462865835,True,False,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(trade_return_1h,4))))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.6785642994496603,True,True,True,0.7878840361214816,entry_lag_repair_numeric_retest,True
a7ff24r_14eb7b2a6dbac47a,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,safe_div_abs,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.2917236777405538,0.0747923113345157,True,False,"SafeDiv(Delta(mark_index_basis_bps,2),Abs(trade_return_1h))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.7082763222594461,True,True,True,0.7872752080123495,entry_lag_repair_numeric_retest,True
a7ff24r_857b34a691777ebd,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.5406459406853622,0.1363602576934537,True,False,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.4593540593146378,True,True,True,0.7741664754878451,entry_lag_repair_numeric_retest,True
a7ff24r_0976d19eda31e7f3,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,safe_div_abs,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.388998577932592,0.0901244668925303,True,False,"SafeDiv(Delta(mark_index_basis_bps,2),Abs(premium_close_bps))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.611001422067408,True,True,True,0.7734248935127527,entry_lag_repair_numeric_retest,True
a7ff24r_3150667d0a336319,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.6026526096749065,0.1303729912871412,True,False,"Sub(mark_index_basis_bps,Mean(trade_return_1h,8))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.3973473903250935,True,True,True,0.7495772083846692,entry_lag_repair_numeric_retest,True
a7ff24r_09b35fe95cd05cef,s01,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like,single,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S01_ONE_BAR_LAG_FRAGILE,3.0,0.6262375103802704,0.1303396752689262,True,False,mark_index_basis_bps,diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.3737624896197296,True,True,True,0.7424684221548451,entry_lag_repair_numeric_retest,True
a7ff24r_158a51cba747edb0,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.6237502919369992,0.1274992001821425,True,False,"Sub(mark_index_basis_bps,Delta(trade_return_1h,4))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.37624970806300084,True,True,True,0.7403741126010427,entry_lag_repair_numeric_retest,True
a7ff24r_82f9cbcbe2bc7d31,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.6290344616428691,0.1249136608602968,True,False,"Sub(mark_index_basis_bps,Mean(trade_return_1h,2))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.37096553835713086,True,True,True,0.736203322367436,entry_lag_repair_numeric_retest,True
a7ff24r_28ad710f94ed7607,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.6451409341817498,0.1281979538017562,True,False,"Sub(mark_index_basis_bps,Mean(trade_return_1h,12))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.3548590658182502,True,True,True,0.7346556735472313,entry_lag_repair_numeric_retest,True
a7ff24r_258f236cd1332bb2,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|volatility_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.6581450167429818,0.13174574223393,True,False,"Sub(mark_index_basis_bps,realized_vol_168h)",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.34185498325701824,True,True,True,0.7343022372110355,entry_lag_repair_numeric_retest,True
a7ff24r_1d8cb78f741b457e,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|volatility_like,gated_sign,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.6643600010568372,0.1303396752689262,True,False,"Mul(mark_index_basis_bps,Sign(realized_vol_168h))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.33563999894316277,True,True,True,0.731031674951875,entry_lag_repair_numeric_retest,False
a7ff24r_34258af225bc22b6,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,safe_div_abs,L5_vol_adjusted_return,4.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.6801297432191166,0.1337359276130965,True,False,"SafeDiv(mark_index_basis_bps,Abs(Mean(trade_return_1h,4)))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.31987025678088343,True,True,True,0.7296970046473615,entry_lag_repair_numeric_retest,False
a7ff24r_4553278cf33eb136,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|volatility_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.6676942507905738,0.1298816232938023,True,False,"Sub(mark_index_basis_bps,realized_vol_24h)",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.33230574920942624,True,True,True,0.7295733480566301,entry_lag_repair_numeric_retest,False
a7ff24r_23b57e922fe16e19,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.6654001230018078,0.1245772925118756,True,False,"Sub(mark_index_basis_bps,Delta(trade_return_1h,8))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.33459987699819216,True,True,True,0.7249572556113332,entry_lag_repair_numeric_retest,False
a7ff24r_65ba3dbaef3e69e3,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.6665524923339454,0.1248954935273147,True,False,"Sub(mark_index_basis_bps,Delta(trade_return_1h,1))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.3334475076660546,True,True,True,0.724929745827131,entry_lag_repair_numeric_retest,False
a7ff24r_1dc128f3e9169a7f,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.4840295371166374,0.0488987364537155,True,False,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,2))),CSRank(ZScore(Mean(premium_close_bps,8))))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.5159704628833626,True,True,True,0.7036898753187243,entry_lag_repair_numeric_retest,False
a7ff24r_5b64bd43e2dd09cb,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.6235902394200601,0.0606673368716491,True,False,"Sub(Delta(premium_close_bps,4),trade_return_1h)",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.3764097605799399,True,True,True,0.673590265045631,entry_lag_repair_numeric_retest,False
a7ff24r_538d9cd526cfb7e7,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.6739809703597697,0.0706496260912521,True,False,"Sub(CSRank(mark_index_basis_bps),CSRank(premium_close_bps))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.32601902964023033,True,True,True,0.6684553349833212,entry_lag_repair_numeric_retest,False
a7ff24r_0d8d92d16f89d7de,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.7687326410589094,0.0925687381736293,True,False,"Sub(mark_index_basis_bps,Delta(premium_close_bps,2))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.23126735894109063,True,True,True,0.6619489458559564,entry_lag_repair_numeric_retest,False
a7ff24r_3342199f65b81b2d,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,3.0,0.5999681649829983,0.0347345986692454,True,False,"Sub(CSRank(Mean(mark_index_basis_bps,12)),CSRank(premium_close_bps))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.4000318350170017,True,True,True,0.654744149174346,entry_lag_repair_numeric_retest,False
a7ff24r_65a426e03fc8d696,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,sub,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.7982690526710919,0.0691325903491913,True,False,"Sub(mark_index_basis_bps,Delta(premium_close_bps,12))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.20173094732890806,True,True,True,0.6296518745478638,entry_lag_repair_numeric_retest,False
a7ff24r_52c515213fcc693a,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,mul,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.9350961441580306,0.0949427765076342,True,False,"Mul(mark_index_basis_bps,Mean(premium_close_bps,12))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.06490385584196945,True,True,True,0.614413933260225,entry_lag_repair_numeric_retest,False
a7ff24r_1b055cfc990003ef,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,smooth_mul,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S02_ONE_BAR_LAG_FRAGILE,3.0,0.7579796915706628,0.0408930576327669,True,False,"Mean(Mul(Delta(mark_index_basis_bps,1),Mean(premium_close_bps,8)),4)",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.2420203084293372,True,True,True,0.613499150161568,entry_lag_repair_numeric_retest,False
a7ff24r_181b6def5382a129,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,gated_sign,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.8015530600222559,0.0340437318986048,True,False,"Mul(premium_close_bps,Sign(ZScore(Mean(trade_return_1h,2))))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.1984469399777441,True,True,True,0.5935778138919281,entry_lag_repair_numeric_retest,False
a7ff24r_696ccab05df0304b,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|volatility_like,mul,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.8703290427400966,0.0495286887794997,True,False,"Mul(Delta(premium_close_bps,8),realized_vol_168h)",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.1296709572599034,True,True,True,0.5884299759574707,entry_lag_repair_numeric_retest,False
a7ff24r_9c327773674f0ef2,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S03_ONE_BAR_LAG_FRAGILE,3.0,0.8398398475994389,0.0347345986692454,True,False,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,12))),CSRank(premium_close_bps))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.16016015240056114,True,True,True,0.5827826443894137,entry_lag_repair_numeric_retest,False
a7ff24r_4313c819b179fd73,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S05_ONE_BAR_LAG_FRAGILE,3.0,0.9091027207990996,0.0479773324375239,True,False,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,2))),CSRank(ZScore(Mean(premium_close_bps,2))))",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.0908972792009004,True,True,True,0.575246516197794,entry_lag_repair_numeric_retest,False
a7ff24r_04e0289ebca98579,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,mul,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.9177791775531414,0.032171976678057,True,False,"Mul(premium_close_bps,ZScore(Mean(trade_return_1h,2)))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.08222082244685858,True,True,True,0.5568382234121146,entry_lag_repair_numeric_retest,False
a7ff24r_02e717cf35881297,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_one_bar_lag_fragile,False,basis_premium_like|price_like,gated_sign,L5_vol_adjusted_return,1.0,HOLD_A7FFCORE59S04_ONE_BAR_LAG_FRAGILE,3.0,0.9823840232564136,0.0309656688631822,True,False,"Mul(Mean(premium_close_bps,2),Sign(trade_return_1h))",repair_only,True,CORE62B_target_near_miss_repair,,,,,,,0.017615976743586392,True,True,True,0.5362504618862581,entry_lag_repair_numeric_retest,False
a7ff24r_6730f055e3c34729,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|basis_premium_like,smooth_mul,L0_raw_forward_return,24.0,HOLD_A7FFCORE59S03_PRE_MAY_UNSTABLE,2.0,0.4708405481657786,0.0003028477289637,False,True,"Mean(Mul(Delta(mark_index_basis_bps,1),ZScore(Mean(premium_close_bps,12))),4)",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.5291594518342214,True,False,True,0.42571734994589683,target_gate_retest,False
a7ff24r_6730f055e3c34729,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|basis_premium_like,smooth_mul,L3_liquidity_tier_relative_return,24.0,HOLD_A7FFCORE59S03_PRE_MAY_UNSTABLE,2.0,0.716589030463691,0.0002260961586433,False,True,"Mean(Mul(Delta(mark_index_basis_bps,1),ZScore(Mean(premium_close_bps,12))),4)",diagnostic_only,True,CORE62B_target_near_miss_repair,,,,,,,0.28341096953630895,True,False,True,0.3519160536862026,target_gate_retest,False
