left_field,right_field,overlap,exact_equivalent,affine_equivalent,affine_relative_error,rank_equivalent,rank_correlation,qualification_block,field_selection_effect
mark_trade_basis_bps,open_interest_value_mean,1693,False,False,0.9999990073817535,False,-0.014903267986001,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,top_long_short_account_ratio_last,1693,False,False,0.9991651576704096,False,-0.08531348484182331,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,trade_close,1696,False,False,0.9999941754799728,False,-0.028043649686221864,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,top_long_short_position_ratio_last,1693,False,False,0.9976758124336444,False,-0.14868772287933227,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,global_long_short_account_ratio_mean,1693,False,False,0.9996587275297616,False,-0.08038778672383333,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,premium_high,1696,False,False,0.9818826285548343,False,-0.3341160267968347,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,active_universe_size,1696,False,False,0.9979983337726563,False,0.030884458935098617,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,listing_age_days,1696,False,False,0.9972789048670959,False,-0.10226189495235524,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_last_change_1h,1691,False,False,0.999993921810251,False,-0.0045249406075708555,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_value_last_change_1h,1691,False,False,0.999865554922592,False,-0.0025857512472705845,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,top_long_short_position_ratio_mean,1693,False,False,0.9975729987865511,False,-0.1487948477380243,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,index_open,1696,False,False,0.9999943109442253,False,-0.027899953464819566,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,trade_return_1h,1696,False,False,0.9998413893749061,False,-0.013380761992656132,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,trade_count,1696,False,False,0.999567331656009,False,-0.04603110753897658,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,top_long_short_account_ratio_mean,1693,False,False,0.9992291861124656,False,-0.0846017491305193,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,premium_open,1696,False,False,0.9750004101139446,False,-0.3536397582512501,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,history_length_hours,1696,False,False,0.9998147238019388,False,-0.04034526789943874,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_last_change_4h,1690,False,False,0.9997429662485096,False,-0.008070765551683566,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_value_last_change_4h,1690,False,False,0.9990729887442199,False,-0.014241553214975366,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,index_low,1696,False,False,0.9999942948079793,False,-0.02757446316523678,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,taker_buy_sell_volume_ratio_last,1693,False,False,0.9999989041433001,False,0.004356084985131078,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,premium_low,1696,False,False,0.9924788836572297,False,-0.3306265848063167,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,age_percentile_active_universe,1696,False,False,0.9988733401292026,False,-0.12189651863753047,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_last_change_24h,1688,False,False,0.9986465394517503,False,0.0015076906638524386,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_value_last_change_24h,1688,False,False,0.9981984420716937,False,0.006911585365014321,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,index_high,1696,False,False,0.99999427343003,False,-0.02779993494067472,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,taker_buy_sell_volume_ratio_mean,1693,False,False,0.9999948188041982,False,0.004977770566573991,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,mark_index_basis_bps,1696,False,False,0.9839627312952703,False,-0.4950660327366685,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_mean,1693,False,False,0.9992844664021872,False,0.024666143720825272,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,taker_buy_quote_volume,1696,False,False,0.9999708317338284,False,-0.005368242147156455,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,premium_close,1696,False,False,0.9227949124021482,False,-0.5652449015441953,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_last,1693,False,False,0.9992811619518274,False,0.02329500747021927,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,trade_volume,1696,False,False,0.9986007535468979,False,0.023924416814324258,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,account_position_divergence,1694,False,False,0.9944859909343677,False,0.1934398298115445,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,global_long_short_account_ratio_last,1694,False,False,0.9981538830484035,False,-0.027887299524007786,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_value_last,1694,False,False,0.5737102470948123,False,0.8399759543896184,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_value_mean,1694,False,False,0.5740831593389165,False,0.8399170968534478,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,top_long_short_account_ratio_last,1694,False,False,0.9980706893523752,False,-0.10114937174828767,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,trade_close,1697,False,False,0.7431489349788793,False,0.2502083142318961,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,top_long_short_position_ratio_last,1694,False,False,0.9973459900707945,False,0.1596050136731823,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,global_long_short_account_ratio_mean,1694,False,False,0.9981120364695352,False,-0.02565085260515167,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,premium_high,1697,False,False,0.9998853179790471,False,0.2277323294471822,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,active_universe_size,1697,False,False,0.9999896582361018,False,-0.03768613912220562,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,listing_age_days,1697,False,False,0.9992231839461967,False,0.023558777654291024,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_last_change_1h,1692,False,False,0.9999539514763661,False,0.01846648661727639,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_value_last_change_1h,1692,False,False,0.9998914305743383,False,-0.007695953663485748,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,top_long_short_position_ratio_mean,1694,False,False,0.9973906931143217,False,0.15875815190175255,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,index_open,1697,False,False,0.7430140928872344,False,0.2503395507254992,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,trade_return_1h,1697,False,False,0.9999187570915972,False,-0.021499091338620817,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,trade_count,1697,False,False,0.7916867605002715,False,0.946318858124771,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,top_long_short_account_ratio_mean,1694,False,False,0.998063460143337,False,-0.10126682496751101,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,premium_open,1697,False,False,0.9999997610151351,False,0.08384982601185396,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,history_length_hours,1697,False,False,0.9999444301384318,False,0.0023956063111340675,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_last_change_4h,1691,False,False,0.9994853382908575,False,0.06684326744673183,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_value_last_change_4h,1691,False,False,0.9990014216153706,False,0.05789430254331083,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,index_low,1697,False,False,0.7435238890080788,False,0.24897957389421352,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,taker_buy_sell_volume_ratio_last,1694,False,False,0.9997716039277215,False,-0.03831348883088488,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,premium_low,1697,False,False,0.9999794072420233,False,-0.029278607910584887,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,age_percentile_active_universe,1697,False,False,0.9998618725990541,False,0.08519335153855372,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_last_change_24h,1689,False,False,0.9999601431611245,False,0.053676097704041595,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_value_last_change_24h,1689,False,False,0.9998602489487803,False,0.07057697998562165,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,index_high,1697,False,False,0.7426993588828784,False,0.2513053487596482,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,taker_buy_sell_volume_ratio_mean,1694,False,False,0.999767064352138,False,-0.3606127024340966,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,mark_index_basis_bps,1696,False,False,0.9999710720197191,False,0.10913678112701147,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_mean,1694,False,False,0.9999978203004022,False,0.05431304836930861,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,taker_buy_quote_volume,1697,False,False,0.057466869408267174,False,0.9970733906322492,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,premium_close,1697,False,False,0.9999516906324404,False,0.08209471449638782,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,open_interest_last,1694,False,False,0.9999978275821567,False,0.05521477850698688,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
trade_quote_volume,trade_volume,1697,False,False,0.9996521003397728,False,0.26727490681661237,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,global_long_short_account_ratio_last,1694,False,False,0.5153238312863121,False,-0.8498448984011341,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_value_last,1694,False,False,0.9946714590826486,False,0.10951437947335588,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_value_mean,1694,False,False,0.9946743791032073,False,0.10814269747114706,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,top_long_short_account_ratio_last,1694,False,False,0.502353366687546,False,-0.8455235854559103,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,trade_close,1694,False,False,0.9973596378038063,False,0.09000947567965759,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,top_long_short_position_ratio_last,1694,False,False,0.9873665683752109,False,0.093141680708012,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,global_long_short_account_ratio_mean,1694,False,False,0.5142449389151826,False,-0.8479510110678915,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,premium_high,1694,False,False,0.9999996334240034,False,0.014579123100501452,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,active_universe_size,1694,False,False,0.9954926382137136,False,0.06876230229224357,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,listing_age_days,1694,False,False,0.9986761242358471,False,-0.0736494510282436,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_last_change_1h,1692,False,False,0.9990212391283186,False,0.026296143168272088,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_value_last_change_1h,1692,False,False,0.9988959362293658,False,0.02639740816118947,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,top_long_short_position_ratio_mean,1694,False,False,0.987471987892741,False,0.09299801134572014,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,index_open,1694,False,False,0.9973535238871961,False,0.08987235353613592,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,trade_return_1h,1694,False,False,0.9998900159476982,False,0.00393114205912826,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,trade_count,1694,False,False,0.9774822414838396,False,0.21899684326369018,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,top_long_short_account_ratio_mean,1694,False,False,0.5002324839930841,False,-0.8443261096299802,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,premium_open,1694,False,False,0.9983619989048929,False,-0.05211813464801639,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,history_length_hours,1694,False,False,0.9999984370090362,False,-0.018278092109423515,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_last_change_4h,1691,False,False,0.9978044661809471,False,0.033680958496943,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_value_last_change_4h,1691,False,False,0.9956400818846712,False,0.0696302322984837,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,index_low,1694,False,False,0.9973585955934725,False,0.08983568211027909,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,taker_buy_sell_volume_ratio_last,1694,False,False,0.9998328957406605,False,-0.012891917207278853,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,premium_low,1694,False,False,0.9975141921395962,False,-0.11400645223700652,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,age_percentile_active_universe,1694,False,False,0.9942042579145373,False,-0.1108980219642975,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_last_change_24h,1689,False,False,0.9987094395257484,False,-0.03169031735727261,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_value_last_change_24h,1689,False,False,0.9969219075660948,False,0.0205750548029522,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,index_high,1694,False,False,0.997358935775353,False,0.09029222601316106,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,taker_buy_sell_volume_ratio_mean,1694,False,False,0.9999618789990998,False,-0.044533627927936706,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,mark_index_basis_bps,1693,False,False,0.9934951850273529,False,-0.09121194137847564,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_mean,1694,False,False,0.9995543023532606,False,-0.047228833073437636,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,taker_buy_quote_volume,1694,False,False,0.9944184733125049,False,0.19436537894710512,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,premium_close,1694,False,False,0.9955346305510095,False,-0.0722283743304462,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,open_interest_last,1694,False,False,0.9995538696444107,False,-0.04614330736240128,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
account_position_divergence,trade_volume,1694,False,False,0.999972719722914,False,0.018600636589810697,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,open_interest_value_last,1694,False,False,0.9974166172450027,False,0.09648652322228343,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,open_interest_value_mean,1694,False,False,0.9974215617809084,False,0.09791546684672124,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,top_long_short_account_ratio_last,1694,False,False,0.3052562536365674,False,0.9524941540115548,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,trade_close,1694,False,False,0.9966302922363779,False,-0.055620734490177993,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,top_long_short_position_ratio_last,1694,False,False,0.9601656649638801,False,0.27830020622805096,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,global_long_short_account_ratio_mean,1694,False,False,0.0669973004841762,False,0.9982867249566555,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,premium_high,1694,False,False,0.9952428659512786,False,0.11386447468892764,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,active_universe_size,1694,False,False,0.9771884061682119,False,-0.17077994337144495,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,listing_age_days,1694,False,False,0.9931287199919767,False,0.15184854588825852,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,open_interest_last_change_1h,1692,False,False,0.9985492650181824,False,-0.025015875669583007,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,open_interest_value_last_change_1h,1692,False,False,0.998102929960712,False,-0.02763140821590297,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,top_long_short_position_ratio_mean,1694,False,False,0.9599998501917129,False,0.278223957787068,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,index_open,1694,False,False,0.9966222653430973,False,-0.05549398711041063,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
global_long_short_account_ratio_last,trade_return_1h,1694,False,False,0.9992549586808542,False,-0.017624940516598016,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
