blueprint_id,root_subgraph_id,expression,level,candidate_role,semantic_pair,motif,skeleton_key,production_key
a7ff55r3_7800852c5b72d5db,sg_bac71b1837f08b7e,"Mean(open_interest_mean,24)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_13d093cb5c7c98ac
a7ff55r3_9b80a93586e6ce86,sg_20650fe9062a371a,"ZScore(Mean(open_interest_mean,24))",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_a311ee3fdacdeca2,prod_06de43de8bd60d83
a7ff55r3_bde93492328da2d9,sg_575321e7abde509c,"Delta(open_interest_mean,72)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_1fec6d0af1116da3
a7ff55r3_1fd0524c8abf4ff7,sg_91983e069261be7d,"Mean(open_interest_mean,72)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_04763d48d78e0e6d
a7ff55r3_a47bfb2fe97c1936,sg_3fc5a7c5fc0eb75e,open_interest_value_last,L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_ca36cd3eaf5a3a94,prod_b99e7b70170c8028
a7ff55r3_35cb616bcda1bc84,sg_d599a2eb7b5c128d,"Delta(open_interest_value_last,4)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_10143fde98d62ace
a7ff55r3_ae1fd3daa6ae4135,sg_2c0fc5457f56cb8f,"Mean(open_interest_value_last,4)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_8ee16f6a9e3262d4
a7ff55r3_678d34d0b55e09ff,sg_269db36b51fe6855,"ZScore(Mean(open_interest_value_last,4))",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_a311ee3fdacdeca2,prod_3daef2e90f14d6e2
a7ff55r3_708a901a7d2f2e1f,sg_c0377ee87c4cd04a,"Delta(open_interest_value_last,8)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_26970ac940525143
a7ff55r3_539ec0a7a3a4cf5b,sg_d73d742a4ed98413,"Mean(open_interest_value_last,8)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_077215f67278ad10
a7ff55r3_56959b82f9048f83,sg_4ecd1a93a3a01641,"ZScore(Mean(open_interest_value_last,8))",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_a311ee3fdacdeca2,prod_c8254b7c06f52cd4
a7ff55r3_c3af47ca65fffe08,sg_3e1675ce9cec6e88,"Delta(open_interest_value_last,24)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_a705a6fc959ed7e8
a7ff55r3_dc34ece992c1849c,sg_c7a268066cc8ba4d,"Mean(open_interest_value_last,24)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_8ff6cc7dc2fb133f
a7ff55r3_898fdb95d4298728,sg_70c0006c1636ab51,"ZScore(Mean(open_interest_value_last,24))",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_a311ee3fdacdeca2,prod_2d6b1fca881d59c5
a7ff55r3_05396f9438c05592,sg_c375ff1122ddf448,"Delta(open_interest_value_last,72)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_13082af689ee0fa6
a7ff55r3_efd43213cb817d27,sg_f4a3917e98c807f1,"Mean(open_interest_value_last,72)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_565bf5f37c48b3f6
a7ff55r3_d20e7caaf8a0af7f,sg_9d0d001296fbe7e1,open_interest_value_mean,L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_ca36cd3eaf5a3a94,prod_e6d774e055dbb492
a7ff55r3_abd178ebba0aa939,sg_efc8bd399fd2c26f,"Delta(open_interest_value_mean,4)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_ab4746c8ffad1f51
a7ff55r3_9a67d110d80cd2fe,sg_8802ecd1e55ad81b,"Mean(open_interest_value_mean,4)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_80b77adc6816581b
a7ff55r3_bed51c39b20888c9,sg_7532da1b121123cc,"ZScore(Mean(open_interest_value_mean,4))",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_a311ee3fdacdeca2,prod_52ccb4d4e085a3d3
a7ff55r3_ee86c209a3b299db,sg_296287138e14b6bf,"Delta(open_interest_value_mean,8)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_e132cee93e781d4a
a7ff55r3_845bacc524c707c7,sg_121d7f9e0218467a,"Mean(open_interest_value_mean,8)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_f642f5639807bc76
a7ff55r3_57769e082e31af82,sg_c0851808b59cb92c,"ZScore(Mean(open_interest_value_mean,8))",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_a311ee3fdacdeca2,prod_14263a9acb78697a
a7ff55r3_c32522ef39297200,sg_e201cae278770893,"Delta(open_interest_value_mean,24)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_e6525d2dae8489e2
a7ff55r3_8a81c56d8c850047,sg_da17367ac30bb3fd,"Mean(open_interest_value_mean,24)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_2f2f57447c2302ce
a7ff55r3_b1dc18531a4f6eda,sg_4818795ca08d978e,"ZScore(Mean(open_interest_value_mean,24))",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_a311ee3fdacdeca2,prod_1ea97fd20f882618
a7ff55r3_816cbed61d10f28e,sg_95c3213e5520a7f8,"Delta(open_interest_value_mean,72)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_cdb0f454b82a3bb6
a7ff55r3_1cd1275b06add886,sg_c540c4996ee45404,"Mean(open_interest_value_mean,72)",L1_repaired_single_field_transform,exploratory_signal_probe,open_interest_like,single,skel_1d39996e97d5ace0,prod_7a64d66cae9f0cfc
a7ff55r3_4f85f576f1886f55,sg_256738bffd9506f1,taker_buy_quote_volume,L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_ca36cd3eaf5a3a94,prod_8c1173f19dfa04df
a7ff55r3_3e2ff5684ee3369c,sg_ee5af5ca29e10f40,"Delta(taker_buy_quote_volume,4)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_665f8332854f3a38
a7ff55r3_00de280dce6975f6,sg_938d63877a3bfa80,"Mean(taker_buy_quote_volume,4)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_d2498a9c549e466f
a7ff55r3_4b47a6ae82d68fb9,sg_84c8c8988f615da1,"ZScore(Mean(taker_buy_quote_volume,4))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_4841d7441df8a2be
a7ff55r3_5acedce2c1568639,sg_2c76ed10c74f42c3,"Delta(taker_buy_quote_volume,8)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_944eaaf6f8b6c92c
a7ff55r3_cccf7c8fe9252362,sg_8aec27686cac5c3d,"Mean(taker_buy_quote_volume,8)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_a380771b834c3203
a7ff55r3_819d8727cfab1057,sg_43c06e61b81b6480,"ZScore(Mean(taker_buy_quote_volume,8))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_616582a3a9e70019
a7ff55r3_0d7bf87453aa581b,sg_12235930bbad6330,"Delta(taker_buy_quote_volume,24)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_b39438fb06c61058
a7ff55r3_042fe037b105bd17,sg_bb0e8ae4b97453a7,"Mean(taker_buy_quote_volume,24)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_89c2e0d87fe353a3
a7ff55r3_dda10c6d7aa8ef90,sg_95a8dd474d522716,"ZScore(Mean(taker_buy_quote_volume,24))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_cb0ea1d469a21be4
a7ff55r3_66d5d4faeee64606,sg_302100f118829a51,"Delta(taker_buy_quote_volume,72)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_dbb283640263aaaf
a7ff55r3_0ef0d2c19c017b1b,sg_10f92a3188ac909d,"Mean(taker_buy_quote_volume,72)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_989ce6afa9de2da2
a7ff55r3_88ee09ec63ddd7ab,sg_7624d257c7c0cfb3,taker_buy_sell_volume_ratio_last,L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_ca36cd3eaf5a3a94,prod_e3b7c0dd67855c0f
a7ff55r3_e0dbbb01940bf2ec,sg_3c52c17a556491d5,"Delta(taker_buy_sell_volume_ratio_last,4)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_833f0a19dce7e38d
a7ff55r3_469cf4ab6572ccdd,sg_5354a2a056ccb156,"Mean(taker_buy_sell_volume_ratio_last,4)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_3a1d240b3b0aed3d
a7ff55r3_fe9511b714d96c68,sg_5399f844bb197b1b,"ZScore(Mean(taker_buy_sell_volume_ratio_last,4))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_7f3015df11c8395e
a7ff55r3_cfec59c20c8a3e6b,sg_ac0894388f9ce0ff,"Delta(taker_buy_sell_volume_ratio_last,8)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_d13f44819e845276
a7ff55r3_006bd6b52d08b269,sg_86f325cfbab2b0b1,"Mean(taker_buy_sell_volume_ratio_last,8)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_6836f2dfef053792
a7ff55r3_d851888b8e735a0d,sg_618bfbeee2e5dcb9,"ZScore(Mean(taker_buy_sell_volume_ratio_last,8))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_cd7f0f7b36fda543
a7ff55r3_7529bf416638cfc4,sg_ee23a01dd8f6c8de,"Delta(taker_buy_sell_volume_ratio_last,24)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_44c2bae28f695a7c
a7ff55r3_de84a73ee821606b,sg_08f6a4d92e9c9d7e,"Mean(taker_buy_sell_volume_ratio_last,24)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_f61278338031245b
a7ff55r3_f06178eabbdd575a,sg_5232e560094c7838,"ZScore(Mean(taker_buy_sell_volume_ratio_last,24))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_0d7de4a3240545e5
a7ff55r3_3a0e9749aa7715ab,sg_fada7d84e7b56875,"Delta(taker_buy_sell_volume_ratio_last,72)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_3824fed83a08017c
a7ff55r3_ba5ae69eba114f24,sg_9950a9b72bdaa196,"Mean(taker_buy_sell_volume_ratio_last,72)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_7278dbfde49de4e3
a7ff55r3_36b648cbd00fd359,sg_815094c1639d7ee0,taker_buy_sell_volume_ratio_mean,L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_ca36cd3eaf5a3a94,prod_ad32413f8b20574d
a7ff55r3_618fb53973f8b965,sg_0e2e8b3fa24b4e06,"Delta(taker_buy_sell_volume_ratio_mean,4)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_13fd3eb23102d5c2
a7ff55r3_f44c64458053b250,sg_dcac2086b7525a8e,"Mean(taker_buy_sell_volume_ratio_mean,4)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_97b45ab1ac64cba7
a7ff55r3_297e078a3393cd98,sg_bfcb20ff6a1da7cf,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,4))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_882568af50b9c5da
a7ff55r3_e4960029108a299c,sg_14bb305035367bea,"Delta(taker_buy_sell_volume_ratio_mean,8)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_df3166eabdec8267
a7ff55r3_47aa38c6d5bcf563,sg_e58e26c2d98fff59,"Mean(taker_buy_sell_volume_ratio_mean,8)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_290c1c27cfbeee51
a7ff55r3_2c4965dcf4811179,sg_609be66f9aae11c7,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,8))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_ad84010450e881a8
a7ff55r3_e67dc215ee757f9f,sg_028e224b46a5ae57,"Delta(taker_buy_sell_volume_ratio_mean,24)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_442aaf4e167a0a65
a7ff55r3_3fadf9519959c448,sg_26d7e126c24cb48c,"Mean(taker_buy_sell_volume_ratio_mean,24)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_119db6fcead0fe24
a7ff55r3_9565182809ec76cb,sg_c1b0f7df502c63b1,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,24))",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_b54dee32c4883310
a7ff55r3_c10958c28b5fe198,sg_59f15f074d78fbf6,"Delta(taker_buy_sell_volume_ratio_mean,72)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_20ec16b935081876
a7ff55r3_b903d0b3300676e7,sg_c844a658dc179dbe,"Mean(taker_buy_sell_volume_ratio_mean,72)",L1_repaired_single_field_transform,exploratory_signal_probe,taker_flow_like,single,skel_1d39996e97d5ace0,prod_e455f31a3ff5f276
a7ff55r3_32ef23b1b1494541,sg_74cf2751de3b75b6,trade_count,L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_ca36cd3eaf5a3a94,prod_3526f1884c5c90b5
a7ff55r3_0d2000ebd15b7032,sg_1d81b3d17579bfd1,"Delta(trade_count,4)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_beff23ba9ccc9689
a7ff55r3_57375f2be61d85bf,sg_505dd7322878ec95,"Mean(trade_count,4)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_6cd848f8bca18dba
a7ff55r3_b6319e55bed865d7,sg_1e43b3b279160e11,"ZScore(Mean(trade_count,4))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_6f337045c2e5e4fa
a7ff55r3_161b740e47dbc95e,sg_3e40148d309cb6f8,"Delta(trade_count,8)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_5fcf129bc16f5a2a
a7ff55r3_161c4b258dc53c01,sg_58770d2c8446e487,"Mean(trade_count,8)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_4ed069967ddd7db8
a7ff55r3_c7bd20c1859368fe,sg_bd8184370e264f1f,"ZScore(Mean(trade_count,8))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_696bf4c3653b026b
a7ff55r3_d65b88576027c583,sg_a15719f9fa742d1b,"Delta(trade_count,24)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_a90ecba58d5346b2
a7ff55r3_5885f0c22b156df2,sg_2ea7bb7cddb7dd7d,"Mean(trade_count,24)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_4865935e90124fb8
a7ff55r3_620f368be88b1cad,sg_3e2bb8e2fd6d452e,"ZScore(Mean(trade_count,24))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_773dd7b5201f417d
a7ff55r3_4c817ac72ccefc81,sg_1095ba1e4e30c6a7,"Delta(trade_count,72)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_40a09d219345e9eb
a7ff55r3_b44111aeb5a4f0f0,sg_dd07b47ae2562131,"Mean(trade_count,72)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_91192ab243dff3ac
a7ff55r3_bfcdb45ce0401481,sg_eb8a24b1083f7b7a,trade_quote_volume,L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_ca36cd3eaf5a3a94,prod_af0eed97836ad8c9
a7ff55r3_a82c96426727d8a1,sg_339385e68bfc44db,"Delta(trade_quote_volume,4)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_5284a7fa9ec792b3
a7ff55r3_2eb852791ae842a7,sg_3e4ecd2e2443289d,"Mean(trade_quote_volume,4)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_d8bf47a36f72af65
a7ff55r3_7ab533ff6e92cce2,sg_fe6623726f24d3e1,"ZScore(Mean(trade_quote_volume,4))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_e01ec441cde55c0f
a7ff55r3_576e78e001d23f91,sg_3bb8897336f358f3,"Delta(trade_quote_volume,8)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_ff45d962f42e0006
a7ff55r3_dc78d04c1035bb7e,sg_6d4a124fb7453893,"Mean(trade_quote_volume,8)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_b78659bddf45f919
a7ff55r3_7fd99f567a3e968a,sg_57d399865f9dd70c,"ZScore(Mean(trade_quote_volume,8))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_16438e7493e84097
a7ff55r3_c08a6ee85b3941f3,sg_e21f7ed07cbcea53,"Delta(trade_quote_volume,24)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_45737b2b02e360bb
a7ff55r3_da89968847378326,sg_a75df10dd9f79542,"Mean(trade_quote_volume,24)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_77f1fd7b5c602ced
a7ff55r3_10643f012f22b237,sg_3a52eaa5ba5e6894,"ZScore(Mean(trade_quote_volume,24))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_28753bf807960f0f
a7ff55r3_4513b00367b82490,sg_36705b7f925a91dd,"Delta(trade_quote_volume,72)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_ca2a8ae8d66f47d4
a7ff55r3_c6237b7f9ee13715,sg_53afb9d3180af45e,"Mean(trade_quote_volume,72)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_8d6e1c592905d697
a7ff55r3_892cb5d5a078a89a,sg_728d6502609169e0,trade_volume,L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_ca36cd3eaf5a3a94,prod_6a434b41ee7c3751
a7ff55r3_9d792a8390b54ac8,sg_abb414efb0a02c0b,"Delta(trade_volume,4)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_ee7d3b63a747bfe3
a7ff55r3_4b4fb24f86e233f2,sg_eecb865fab2bc504,"Mean(trade_volume,4)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_42a29a210e049698
a7ff55r3_7fc1a3a696fedba5,sg_56cf62fd6e3203a1,"ZScore(Mean(trade_volume,4))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_8cc9ff03345da9a6
a7ff55r3_047246911d3b2031,sg_cfa251a58b13c77a,"Delta(trade_volume,8)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_c147bbfd307d8412
a7ff55r3_99d06b226a6bbbd5,sg_b7545d2a9a08d265,"Mean(trade_volume,8)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_bac3a62f6b7a7f27
a7ff55r3_31d075458211d71d,sg_ed350c1bf038829e,"ZScore(Mean(trade_volume,8))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_3f8a6bd9b1c32be8
a7ff55r3_384d196fd66fc4a7,sg_3f488dcf48baef71,"Delta(trade_volume,24)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_2daf351a7df1e5cb
a7ff55r3_6eee0822ca54571e,sg_f7f545c7952eba5a,"Mean(trade_volume,24)",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_1d39996e97d5ace0,prod_91b8158918bef8ce
a7ff55r3_d18f98cd1d3661b9,sg_35c3e7e036b89033,"ZScore(Mean(trade_volume,24))",L1_repaired_single_field_transform,exploratory_signal_probe,liquidity_like,single,skel_a311ee3fdacdeca2,prod_aad358b95f494482
